#(id,from,to,speed,planTime)
(10076, 12, 32, 6, 1)
(10077, 36, 3, 6, 1)
(10078, 6, 34, 2, 2)
(10079, 23, 2, 2, 1)
(10080, 13, 33, 4, 2)
(10081, 12, 35, 2, 1)
(10082, 19, 1, 4, 1)
(10083, 3, 33, 4, 1)
(10084, 20, 1, 2, 2)
(10085, 2, 29, 6, 3)
(10086, 16, 34, 2, 1)
(10087, 30, 1, 6, 3)
(10088, 24, 6, 4, 1)
(10089, 19, 1, 4, 2)
(10090, 2, 22, 4, 1)
(10091, 28, 3, 2, 2)
(10092, 3, 28, 2, 3)
(10093, 15, 34, 6, 1)
(10094, 13, 34, 4, 1)
(10095, 14, 34, 6, 3)
(10096, 13, 36, 6, 1)
(10097, 2, 26, 6, 1)
(10098, 14, 34, 2, 1)
(10099, 19, 1, 2, 1)
(10100, 35, 8, 6, 2)
(10101, 17, 35, 6, 2)
(10102, 1, 34, 2, 3)
(10103, 36, 1, 6, 1)
(10104, 17, 35, 2, 2)
(10105, 17, 35, 6, 1)
(10106, 29, 11, 2, 1)
(10107, 35, 11, 6, 3)
(10108, 15, 36, 4, 1)
(10109, 34, 5, 6, 2)
(10110, 15, 36, 6, 1)
(10111, 32, 4, 4, 2)
(10112, 25, 4, 2, 2)
(10113, 34, 7, 4, 1)
(10114, 10, 31, 4, 2)
(10115, 25, 3, 2, 1)
(10116, 3, 31, 6, 3)
(10117, 8, 32, 2, 3)
(10118, 6, 32, 2, 2)
(10119, 13, 31, 2, 2)
(10120, 25, 2, 4, 2)
(10121, 11, 30, 2, 2)
(10122, 30, 3, 4, 3)
(10123, 11, 31, 6, 3)
(10124, 1, 23, 2, 3)
(10125, 27, 6, 2, 2)
(10126, 34, 14, 4, 3)
(10127, 3, 27, 6, 3)
(10128, 17, 36, 2, 3)
(10129, 3, 21, 6, 1)
(10130, 14, 32, 6, 2)
(10131, 28, 1, 6, 3)
(10132, 7, 28, 6, 3)
(10133, 11, 35, 6, 3)
(10134, 27, 6, 4, 1)
(10135, 21, 3, 2, 3)
(10136, 21, 2, 2, 2)
(10137, 3, 21, 2, 1)
(10138, 9, 27, 6, 2)
(10139, 25, 7, 4, 1)
(10140, 18, 36, 2, 1)
(10141, 5, 29, 2, 3)
(10142, 4, 30, 2, 3)
(10143, 30, 5, 2, 2)
(10144, 32, 7, 6, 1)
(10145, 12, 33, 2, 1)
(10146, 32, 5, 2, 3)
(10147, 2, 24, 6, 1)
(10148, 18, 36, 6, 2)
(10149, 7, 29, 4, 1)
(10150, 16, 36, 2, 2)
(10151, 4, 22, 2, 2)
(10152, 21, 3, 4, 1)
(10153, 7, 30, 6, 3)
(10154, 3, 23, 2, 2)
(10155, 21, 1, 6, 1)
(10156, 8, 31, 2, 3)
(10157, 33, 3, 4, 1)
(10158, 30, 11, 2, 2)
(10159, 5, 27, 2, 1)
(10160, 5, 34, 2, 2)
(10161, 12, 32, 2, 2)
(10162, 10, 32, 6, 1)
(10163, 29, 9, 6, 3)
(10164, 28, 10, 6, 3)
(10165, 24, 2, 4, 1)
(10166, 20, 1, 2, 2)
(10167, 13, 32, 4, 2)
(10168, 4, 31, 4, 1)
(10169, 17, 36, 2, 1)
(10170, 10, 33, 6, 1)
(10171, 4, 35, 6, 1)
(10172, 34, 11, 4, 3)
(10173, 31, 5, 6, 3)
(10174, 34, 2, 6, 2)
(10175, 10, 33, 4, 3)
(10176, 30, 5, 4, 1)
(10177, 24, 2, 6, 1)
(10178, 2, 28, 2, 1)
(10179, 26, 7, 6, 2)
(10180, 14, 33, 6, 3)
(10181, 18, 36, 2, 3)
(10182, 4, 36, 2, 1)
(10183, 17, 35, 4, 3)
(10184, 20, 1, 4, 2)
(10185, 12, 30, 6, 1)
(10186, 3, 33, 6, 1)
(10187, 34, 2, 6, 2)
(10188, 10, 31, 2, 3)
(10189, 1, 36, 4, 3)
(10190, 3, 34, 6, 3)
(10191, 15, 33, 4, 2)
(10192, 3, 27, 6, 2)
(10193, 29, 9, 6, 3)
(10194, 36, 6, 4, 3)
(10195, 7, 25, 4, 2)
(10196, 7, 30, 6, 1)
(10197, 9, 31, 4, 2)
(10198, 35, 4, 2, 3)
(10199, 36, 17, 4, 2)
(10200, 5, 30, 2, 1)
(10201, 32, 9, 2, 1)
(10202, 22, 2, 2, 2)
(10203, 7, 25, 4, 2)
(10204, 11, 32, 6, 1)
(10205, 22, 3, 6, 3)
(10206, 1, 22, 6, 2)
(10207, 36, 11, 2, 1)
(10208, 14, 32, 2, 3)
(10209, 15, 33, 6, 3)
(10210, 3, 25, 2, 3)
(10211, 30, 6, 2, 1)
(10212, 4, 27, 4, 3)
(10213, 8, 28, 2, 3)
(10214, 31, 10, 6, 1)
(10215, 4, 32, 2, 2)
(10216, 15, 34, 6, 1)
(10217, 3, 22, 2, 1)
(10218, 21, 2, 2, 1)
(10219, 4, 31, 2, 1)
(10220, 33, 2, 2, 3)
(10221, 18, 36, 4, 1)
(10222, 22, 4, 4, 2)
(10223, 15, 35, 6, 1)
(10224, 21, 3, 2, 1)
(10225, 18, 36, 2, 3)
(10226, 28, 8, 2, 3)
(10227, 14, 36, 4, 1)
(10228, 15, 33, 6, 1)
(10229, 31, 1, 4, 2)
(10230, 28, 3, 4, 2)
(10231, 26, 1, 6, 3)
(10232, 2, 23, 2, 1)
(10233, 9, 30, 6, 3)
(10234, 30, 1, 6, 3)
(10235, 11, 31, 2, 2)
(10236, 21, 2, 4, 2)
(10237, 17, 35, 6, 3)
(10238, 22, 3, 2, 1)
(10239, 7, 33, 4, 1)
(10240, 32, 6, 6, 3)
(10241, 7, 30, 4, 2)
(10242, 2, 29, 2, 1)
(10243, 27, 8, 6, 2)
(10244, 35, 5, 6, 3)
(10245, 2, 30, 4, 2)
(10246, 33, 13, 2, 2)
(10247, 9, 29, 4, 2)
(10248, 13, 32, 6, 3)
(10249, 28, 5, 6, 3)
(10250, 31, 11, 2, 2)
(10251, 16, 34, 6, 3)
(10252, 32, 10, 6, 2)
(10253, 20, 2, 2, 3)
(10254, 3, 22, 6, 1)
(10255, 29, 2, 2, 1)
(10256, 27, 8, 6, 3)
(10257, 27, 6, 6, 2)
(10258, 13, 32, 2, 1)
(10259, 14, 35, 4, 2)
(10260, 26, 8, 2, 3)
(10261, 14, 36, 4, 3)
(10262, 11, 34, 4, 1)
(10263, 8, 26, 4, 3)
(10264, 32, 14, 6, 2)
(10265, 17, 35, 4, 1)
(10266, 19, 1, 2, 3)
(10267, 18, 36, 6, 2)
(10268, 3, 23, 6, 2)
(10269, 21, 2, 4, 1)
(10270, 16, 36, 6, 1)
(10271, 27, 8, 6, 3)
(10272, 16, 34, 6, 3)
(10273, 2, 34, 4, 1)
(10274, 33, 4, 6, 1)
(10275, 2, 21, 6, 3)
(10276, 31, 9, 6, 2)
(10277, 1, 26, 2, 1)
(10278, 20, 1, 2, 2)
(10279, 18, 36, 4, 2)
(10280, 6, 36, 2, 3)
(10281, 11, 35, 2, 1)
(10282, 11, 33, 2, 1)
(10283, 28, 3, 4, 3)
(10284, 28, 3, 2, 2)
(10285, 14, 33, 6, 3)
(10286, 11, 33, 4, 3)
(10287, 4, 34, 4, 3)
(10288, 21, 3, 6, 2)
(10289, 19, 1, 4, 3)
(10290, 12, 33, 6, 2)
(10291, 26, 8, 4, 1)
(10292, 18, 36, 4, 2)
(10293, 29, 1, 4, 1)
(10294, 28, 2, 4, 1)
(10295, 16, 34, 6, 1)
(10296, 13, 36, 2, 2)
(10297, 13, 36, 6, 1)
(10298, 33, 8, 2, 3)
(10299, 6, 25, 6, 2)
(10300, 26, 3, 4, 2)
(10301, 10, 30, 4, 3)
(10302, 26, 7, 6, 2)
(10303, 21, 3, 2, 2)
(10304, 22, 3, 6, 1)
(10305, 25, 7, 2, 1)
(10306, 34, 12, 2, 2)
(10307, 13, 35, 4, 3)
(10308, 13, 32, 4, 3)
(10309, 27, 9, 4, 3)
(10310, 24, 2, 6, 1)
(10311, 14, 32, 2, 3)
(10312, 4, 33, 6, 2)
(10313, 6, 25, 2, 2)
(10314, 23, 5, 4, 2)
(10315, 24, 5, 4, 3)
(10316, 1, 33, 4, 3)
(10317, 20, 2, 6, 3)
(10318, 12, 34, 4, 2)
(10319, 2, 30, 4, 1)
(10320, 36, 4, 2, 3)
(10321, 2, 29, 4, 3)
(10322, 23, 5, 4, 2)
(10323, 33, 5, 4, 2)
(10324, 26, 3, 4, 3)
(10325, 5, 27, 2, 3)
(10326, 2, 26, 6, 1)
(10327, 31, 7, 2, 2)
(10328, 19, 1, 6, 2)
(10329, 24, 4, 4, 1)
(10330, 33, 6, 6, 1)
(10331, 32, 10, 4, 3)
(10332, 2, 27, 6, 1)
(10333, 10, 34, 2, 2)
(10334, 26, 3, 2, 3)
(10335, 30, 5, 2, 1)
(10336, 21, 1, 4, 1)
(10337, 13, 36, 6, 2)
(10338, 17, 35, 2, 1)
(10339, 32, 5, 2, 2)
(10340, 11, 29, 4, 2)
(10341, 7, 27, 6, 3)
(10342, 25, 2, 4, 3)
(10343, 13, 36, 6, 1)
(10344, 1, 28, 4, 3)
(10345, 20, 2, 4, 1)
(10346, 2, 28, 6, 1)
(10347, 35, 9, 2, 2)
(10348, 23, 3, 6, 2)
(10349, 29, 2, 6, 1)
(10350, 26, 3, 4, 3)
(10351, 7, 33, 6, 2)
(10352, 15, 35, 4, 1)
(10353, 24, 4, 4, 1)
(10354, 4, 36, 4, 1)
(10355, 26, 3, 2, 1)
(10356, 36, 9, 2, 1)
(10357, 13, 32, 4, 1)
(10358, 22, 1, 6, 1)
(10359, 3, 21, 6, 2)
(10360, 22, 4, 6, 3)
(10361, 1, 19, 6, 2)
(10362, 30, 6, 4, 1)
(10363, 19, 1, 2, 2)
(10364, 30, 10, 6, 1)
(10365, 29, 8, 6, 1)
(10366, 7, 25, 4, 3)
(10367, 33, 6, 4, 2)
(10368, 14, 32, 4, 1)
(10369, 33, 3, 4, 1)
(10370, 15, 35, 4, 3)
(10371, 32, 14, 4, 1)
(10372, 22, 1, 4, 2)
(10373, 13, 31, 2, 2)
(10374, 31, 4, 6, 3)
(10375, 26, 6, 4, 2)
(10376, 36, 16, 4, 3)
(10377, 21, 3, 6, 1)
(10378, 6, 34, 2, 2)
(10379, 17, 36, 4, 3)
(10380, 15, 36, 6, 3)
(10381, 4, 27, 4, 1)
(10382, 4, 32, 4, 2)
(10383, 27, 1, 2, 1)
(10384, 11, 29, 4, 2)
(10385, 5, 28, 2, 2)
(10386, 4, 24, 6, 3)
(10387, 10, 31, 2, 1)
(10388, 31, 8, 2, 3)
(10389, 16, 34, 2, 3)
(10390, 27, 3, 2, 3)
(10391, 35, 2, 4, 2)
(10392, 2, 24, 2, 3)
(10393, 21, 3, 6, 2)
(10394, 4, 33, 6, 1)
(10395, 14, 35, 2, 3)
(10396, 35, 8, 2, 3)
(10397, 11, 36, 2, 2)
(10398, 5, 29, 4, 1)
(10399, 9, 32, 2, 1)
(10400, 24, 1, 4, 3)
(10401, 11, 31, 6, 1)
(10402, 20, 2, 6, 2)
(10403, 1, 35, 6, 2)
(10404, 22, 1, 6, 1)
(10405, 15, 36, 6, 1)
(10406, 8, 35, 2, 1)
(10407, 24, 1, 6, 2)
(10408, 3, 33, 4, 3)
(10409, 23, 2, 4, 1)
(10410, 30, 9, 6, 2)
(10411, 14, 33, 2, 2)
(10412, 20, 2, 4, 1)
(10413, 14, 34, 6, 3)
(10414, 35, 7, 6, 2)
(10415, 35, 1, 4, 3)
(10416, 20, 2, 2, 2)
(10417, 13, 36, 4, 2)
(10418, 11, 31, 2, 2)
(10419, 32, 12, 2, 2)
(10420, 30, 7, 6, 2)
(10421, 17, 35, 6, 3)
(10422, 31, 12, 2, 3)
(10423, 8, 27, 2, 1)
(10424, 8, 34, 6, 3)
(10425, 26, 5, 6, 2)
(10426, 34, 9, 2, 3)
(10427, 13, 33, 6, 3)
(10428, 18, 36, 2, 3)
(10429, 34, 10, 4, 3)
(10430, 31, 10, 6, 2)
(10431, 32, 7, 6, 3)
(10432, 29, 8, 4, 2)
(10433, 32, 5, 4, 2)
(10434, 13, 31, 2, 2)
(10435, 16, 36, 6, 1)
(10436, 16, 34, 2, 2)
(10437, 34, 13, 6, 1)
(10438, 4, 24, 4, 1)
(10439, 9, 30, 6, 2)
(10440, 33, 7, 2, 2)
(10441, 31, 7, 4, 1)
(10442, 21, 3, 2, 3)
(10443, 22, 2, 2, 3)
(10444, 31, 12, 4, 3)
(10445, 2, 27, 6, 1)
(10446, 16, 34, 6, 2)
(10447, 33, 5, 4, 2)
(10448, 9, 28, 2, 3)
(10449, 30, 8, 4, 3)
(10450, 2, 28, 2, 2)
(10451, 14, 35, 4, 2)
(10452, 1, 21, 4, 3)
(10453, 31, 5, 4, 1)
(10454, 17, 35, 6, 3)
(10455, 2, 31, 2, 1)
(10456, 16, 35, 2, 3)
(10457, 33, 1, 4, 2)
(10458, 13, 35, 2, 3)
(10459, 12, 36, 4, 2)
(10460, 10, 33, 6, 1)
(10461, 1, 33, 2, 2)
(10462, 35, 2, 6, 3)
(10463, 12, 34, 6, 2)
(10464, 19, 1, 4, 1)
(10465, 29, 1, 6, 3)
(10466, 12, 35, 6, 3)
(10467, 3, 35, 4, 2)
(10468, 10, 28, 6, 3)
(10469, 31, 4, 6, 3)
(10470, 25, 2, 4, 2)
(10471, 1, 36, 2, 3)
(10472, 15, 34, 6, 1)
(10473, 2, 34, 6, 1)
(10474, 27, 7, 6, 3)
(10475, 23, 4, 4, 3)
(10476, 6, 26, 6, 2)
(10477, 27, 5, 2, 3)
(10478, 32, 1, 6, 1)
(10479, 29, 10, 6, 3)
(10480, 17, 36, 6, 2)
(10481, 7, 28, 4, 3)
(10482, 8, 32, 6, 3)
(10483, 30, 10, 2, 2)
(10484, 31, 13, 6, 2)
(10485, 11, 35, 4, 1)
(10486, 11, 33, 4, 2)
(10487, 3, 35, 2, 1)
(10488, 9, 30, 2, 2)
(10489, 19, 1, 6, 3)
(10490, 30, 5, 4, 2)
(10491, 27, 4, 4, 2)
(10492, 4, 35, 6, 2)
(10493, 14, 35, 2, 1)
(10494, 3, 27, 2, 2)
(10495, 8, 30, 4, 2)
(10496, 28, 3, 4, 1)
(10497, 18, 36, 6, 2)
(10498, 11, 31, 4, 1)
(10499, 4, 35, 2, 1)
(10500, 5, 31, 4, 1)
(10501, 3, 28, 2, 2)
(10502, 34, 1, 6, 3)
(10503, 11, 36, 6, 3)
(10504, 17, 36, 6, 1)
(10505, 7, 28, 6, 1)
(10506, 36, 14, 2, 1)
(10507, 23, 2, 2, 3)
(10508, 32, 3, 6, 3)
(10509, 2, 36, 2, 3)
(10510, 24, 4, 6, 2)
(10511, 30, 1, 2, 3)
(10512, 3, 33, 2, 1)
(10513, 29, 1, 6, 2)
(10514, 36, 9, 6, 1)
(10515, 35, 7, 4, 1)
(10516, 31, 13, 4, 2)
(10517, 29, 6, 6, 1)
(10518, 32, 12, 6, 3)
(10519, 13, 36, 6, 1)
(10520, 6, 36, 2, 1)
(10521, 9, 34, 2, 2)
(10522, 17, 36, 4, 1)
(10523, 30, 8, 2, 3)
(10524, 32, 12, 6, 1)
(10525, 31, 5, 2, 1)
(10526, 4, 22, 2, 2)
(10527, 11, 30, 2, 1)
(10528, 4, 24, 4, 1)
(10529, 34, 5, 6, 3)
(10530, 33, 7, 4, 1)
(10531, 8, 32, 4, 3)
(10532, 13, 36, 4, 1)
(10533, 14, 32, 2, 1)
(10534, 4, 35, 4, 2)
(10535, 26, 1, 4, 3)
(10536, 7, 25, 4, 2)
(10537, 26, 7, 4, 2)
(10538, 28, 6, 6, 3)
(10539, 18, 36, 6, 1)
(10540, 14, 32, 2, 1)
(10541, 8, 34, 6, 3)
(10542, 11, 35, 6, 1)
(10543, 4, 29, 2, 1)
(10544, 22, 3, 6, 3)
(10545, 11, 30, 6, 2)
(10546, 27, 4, 4, 1)
(10547, 3, 28, 2, 3)
(10548, 13, 31, 6, 3)
(10549, 6, 27, 2, 1)
(10550, 26, 5, 2, 1)
(10551, 36, 1, 6, 1)
(10552, 3, 26, 2, 3)
(10553, 14, 33, 6, 2)
(10554, 22, 1, 4, 1)
(10555, 1, 32, 4, 1)
(10556, 33, 8, 2, 3)
(10557, 30, 1, 4, 2)
(10558, 9, 34, 6, 1)
(10559, 25, 5, 6, 3)
(10560, 6, 27, 6, 1)
(10561, 35, 7, 2, 1)
(10562, 20, 2, 4, 3)
(10563, 2, 36, 4, 2)
(10564, 18, 36, 2, 3)
(10565, 26, 7, 6, 3)
(10566, 16, 36, 6, 2)
(10567, 11, 36, 4, 1)
(10568, 22, 1, 2, 2)
(10569, 31, 13, 6, 3)
(10570, 22, 2, 6, 1)
(10571, 27, 5, 6, 3)
(10572, 28, 10, 2, 2)
(10573, 36, 17, 2, 3)
(10574, 8, 31, 4, 1)
(10575, 13, 31, 6, 1)
(10576, 14, 32, 6, 2)
(10577, 22, 2, 6, 2)
(10578, 14, 34, 4, 2)
(10579, 19, 1, 4, 2)
(10580, 11, 30, 4, 3)
(10581, 18, 36, 6, 3)
(10582, 23, 1, 2, 3)
(10583, 19, 1, 6, 2)
(10584, 2, 26, 6, 2)
(10585, 15, 34, 4, 1)
(10586, 36, 4, 6, 3)
(10587, 21, 2, 2, 2)
(10588, 16, 34, 6, 2)
(10589, 35, 2, 4, 3)
(10590, 7, 25, 2, 2)
(10591, 23, 2, 6, 1)
(10592, 12, 31, 4, 2)
(10593, 8, 30, 4, 3)
(10594, 35, 16, 2, 2)
(10595, 26, 6, 6, 3)
(10596, 18, 36, 6, 3)
(10597, 10, 33, 6, 3)
(10598, 2, 27, 2, 2)
(10599, 14, 35, 6, 1)
(10600, 11, 29, 2, 3)
(10601, 15, 35, 2, 2)
(10602, 9, 30, 2, 3)
(10603, 30, 8, 4, 3)
(10604, 6, 36, 6, 1)
(10605, 28, 10, 4, 3)
(10606, 18, 36, 6, 2)
(10607, 27, 2, 4, 3)
(10608, 2, 23, 2, 1)
(10609, 18, 36, 2, 3)
(10610, 19, 1, 2, 2)
(10611, 12, 30, 2, 3)
(10612, 9, 36, 2, 2)
(10613, 35, 12, 2, 1)
(10614, 5, 33, 2, 2)
(10615, 5, 36, 6, 2)
(10616, 22, 4, 6, 2)
(10617, 25, 4, 6, 1)
(10618, 32, 5, 6, 1)
(10619, 2, 25, 4, 2)
(10620, 15, 33, 2, 2)
(10621, 27, 7, 2, 1)
(10622, 18, 36, 2, 3)
(10623, 21, 3, 4, 2)
(10624, 3, 35, 2, 3)
(10625, 18, 36, 6, 3)
(10626, 9, 34, 2, 2)
(10627, 33, 5, 4, 2)
(10628, 3, 26, 2, 3)
(10629, 28, 1, 6, 3)
(10630, 28, 4, 4, 3)
(10631, 12, 33, 6, 1)
(10632, 8, 28, 2, 1)
(10633, 14, 36, 2, 2)
(10634, 7, 26, 2, 2)
(10635, 27, 5, 6, 1)
(10636, 20, 1, 4, 2)
(10637, 13, 31, 2, 3)
(10638, 35, 7, 6, 2)
(10639, 28, 1, 6, 3)
(10640, 22, 1, 6, 2)
(10641, 29, 6, 2, 1)
(10642, 23, 3, 4, 2)
(10643, 22, 4, 2, 2)
(10644, 23, 3, 2, 1)
(10645, 25, 6, 4, 1)
(10646, 19, 1, 2, 3)
(10647, 6, 31, 4, 2)
(10648, 25, 5, 4, 1)
(10649, 8, 36, 2, 3)
(10650, 18, 36, 6, 3)
(10651, 8, 34, 6, 3)
(10652, 21, 3, 6, 2)
(10653, 7, 35, 6, 3)
(10654, 20, 1, 4, 1)
(10655, 33, 14, 2, 1)
(10656, 14, 32, 6, 2)
(10657, 30, 5, 4, 3)
(10658, 20, 1, 4, 1)
(10659, 22, 1, 4, 3)
(10660, 1, 35, 6, 3)
(10661, 24, 2, 4, 3)
(10662, 27, 2, 4, 3)
(10663, 20, 1, 6, 3)
(10664, 23, 5, 6, 3)
(10665, 14, 33, 4, 1)
(10666, 29, 11, 4, 2)
(10667, 35, 11, 2, 2)
(10668, 24, 2, 4, 2)
(10669, 10, 28, 2, 1)
(10670, 27, 9, 2, 1)
(10671, 2, 36, 6, 1)
(10672, 30, 3, 4, 1)
(10673, 30, 4, 6, 2)
(10674, 14, 34, 4, 2)
(10675, 18, 36, 6, 2)
(10676, 19, 1, 2, 2)
(10677, 2, 25, 2, 3)
(10678, 11, 33, 4, 3)
(10679, 9, 33, 6, 2)
(10680, 12, 33, 2, 2)
(10681, 20, 1, 4, 1)
(10682, 25, 2, 2, 3)
(10683, 13, 33, 4, 3)
(10684, 5, 35, 6, 2)
(10685, 29, 7, 2, 2)
(10686, 12, 33, 2, 3)
(10687, 13, 32, 6, 1)
(10688, 36, 14, 6, 3)
(10689, 15, 33, 4, 2)
(10690, 36, 13, 2, 1)
(10691, 12, 31, 4, 3)
(10692, 23, 1, 6, 2)
(10693, 10, 30, 4, 1)
(10694, 24, 4, 6, 3)
(10695, 22, 4, 6, 2)
(10696, 9, 36, 2, 3)
(10697, 36, 12, 6, 1)
(10698, 18, 36, 2, 3)
(10699, 16, 36, 2, 1)
(10700, 27, 7, 2, 1)
(10701, 13, 35, 4, 1)
(10702, 6, 34, 4, 1)
(10703, 32, 7, 4, 1)
(10704, 5, 32, 6, 2)
(10705, 24, 3, 6, 1)
(10706, 36, 7, 4, 1)
(10707, 9, 35, 4, 1)
(10708, 11, 36, 6, 1)
(10709, 10, 36, 2, 2)
(10710, 24, 5, 4, 1)
(10711, 30, 12, 6, 3)
(10712, 6, 28, 6, 3)
(10713, 10, 32, 6, 2)
(10714, 17, 35, 6, 1)
(10715, 6, 29, 2, 1)
(10716, 31, 11, 6, 2)
(10717, 17, 36, 6, 3)
(10718, 15, 33, 2, 1)
(10719, 9, 34, 6, 2)
(10720, 17, 36, 6, 1)
(10721, 10, 32, 2, 1)
(10722, 15, 35, 6, 1)
(10723, 35, 13, 2, 2)
(10724, 10, 28, 4, 1)
(10725, 32, 5, 4, 2)
(10726, 12, 32, 6, 2)
(10727, 19, 1, 2, 1)
(10728, 25, 6, 6, 2)
(10729, 28, 9, 4, 3)
(10730, 33, 7, 4, 1)
(10731, 7, 26, 6, 1)
(10732, 15, 36, 6, 1)
(10733, 14, 34, 6, 3)
(10734, 6, 30, 6, 2)
(10735, 16, 35, 2, 2)
(10736, 18, 36, 4, 2)
(10737, 27, 1, 6, 1)
(10738, 19, 1, 6, 3)
(10739, 15, 36, 4, 1)
(10740, 30, 8, 4, 1)
(10741, 23, 5, 4, 1)
(10742, 12, 32, 6, 1)
(10743, 22, 3, 6, 2)
(10744, 9, 29, 2, 3)
(10745, 6, 29, 6, 3)
(10746, 4, 29, 6, 3)
(10747, 3, 24, 4, 2)
(10748, 14, 35, 2, 2)
(10749, 9, 32, 6, 3)
(10750, 15, 35, 2, 1)
(10751, 18, 36, 6, 3)
(10752, 25, 1, 2, 1)
(10753, 6, 26, 6, 3)
(10754, 8, 34, 2, 2)
(10755, 34, 5, 2, 2)
(10756, 28, 9, 2, 2)
(10757, 27, 9, 2, 2)
(10758, 9, 32, 6, 2)
(10759, 6, 36, 6, 2)
(10760, 28, 5, 2, 2)
(10761, 17, 35, 6, 3)
(10762, 5, 23, 2, 2)
(10763, 18, 36, 2, 3)
(10764, 5, 27, 2, 2)
(10765, 2, 32, 2, 3)
(10766, 33, 15, 4, 1)
(10767, 25, 7, 4, 2)
(10768, 10, 34, 6, 1)
(10769, 25, 1, 6, 1)
(10770, 8, 31, 4, 3)
(10771, 11, 33, 2, 2)
(10772, 31, 2, 4, 2)
(10773, 15, 34, 4, 3)
(10774, 2, 20, 4, 2)
(10775, 33, 10, 6, 2)
(10776, 33, 9, 2, 2)
(10777, 12, 31, 2, 3)
(10778, 33, 6, 2, 2)
(10779, 20, 1, 2, 2)
(10780, 7, 34, 6, 2)
(10781, 16, 35, 2, 3)
(10782, 20, 1, 4, 1)
(10783, 2, 22, 2, 1)
(10784, 4, 25, 2, 3)
(10785, 17, 35, 2, 1)
(10786, 34, 2, 2, 3)
(10787, 22, 4, 2, 2)
(10788, 22, 4, 4, 3)
(10789, 33, 2, 4, 3)
(10790, 25, 4, 2, 3)
(10791, 34, 11, 6, 1)
(10792, 34, 5, 6, 2)
(10793, 19, 1, 4, 2)
(10794, 6, 27, 6, 2)
(10795, 31, 2, 6, 1)
(10796, 3, 29, 6, 3)
(10797, 5, 32, 6, 2)
(10798, 31, 3, 2, 2)
(10799, 3, 30, 6, 1)
(10800, 21, 2, 2, 1)
(10801, 22, 3, 2, 3)
(10802, 31, 11, 4, 3)
(10803, 36, 17, 2, 1)
(10804, 36, 18, 6, 2)
(10805, 35, 6, 4, 2)
(10806, 35, 5, 4, 2)
(10807, 18, 36, 2, 3)
(10808, 35, 17, 4, 2)
(10809, 14, 34, 2, 2)
(10810, 26, 4, 6, 2)
(10811, 6, 30, 6, 3)
(10812, 27, 3, 2, 1)
(10813, 1, 36, 2, 2)
(10814, 22, 2, 6, 1)
(10815, 4, 26, 4, 1)
(10816, 8, 30, 2, 2)
(10817, 2, 31, 6, 3)
(10818, 19, 1, 2, 3)
(10819, 4, 28, 4, 3)
(10820, 20, 1, 2, 2)
