#(id,from,to,speed,planTime)
(10083, 2, 33, 6, 1)
(10084, 19, 1, 4, 2)
(10085, 11, 34, 4, 3)
(10086, 20, 1, 6, 3)
(10087, 13, 31, 2, 2)
(10088, 16, 34, 4, 2)
(10089, 32, 7, 4, 1)
(10090, 7, 32, 2, 1)
(10091, 34, 14, 4, 2)
(10092, 36, 7, 2, 3)
(10093, 34, 6, 6, 2)
(10094, 27, 7, 4, 1)
(10095, 17, 35, 4, 1)
(10096, 20, 1, 4, 2)
(10097, 32, 3, 6, 3)
(10098, 19, 1, 6, 3)
(10099, 32, 3, 4, 3)
(10100, 29, 4, 4, 1)
(10101, 8, 28, 4, 2)
(10102, 19, 1, 2, 3)
(10103, 28, 6, 2, 1)
(10104, 9, 34, 2, 1)
(10105, 6, 26, 4, 1)
(10106, 26, 7, 4, 2)
(10107, 7, 26, 2, 1)
(10108, 17, 36, 2, 3)
(10109, 33, 8, 2, 3)
(10110, 8, 31, 4, 2)
(10111, 12, 35, 2, 1)
(10112, 10, 29, 2, 1)
(10113, 19, 1, 6, 3)
(10114, 32, 13, 4, 2)
(10115, 17, 35, 4, 2)
(10116, 29, 9, 6, 2)
(10117, 32, 10, 6, 3)
(10118, 32, 7, 2, 1)
(10119, 6, 25, 4, 2)
(10120, 33, 14, 6, 1)
(10121, 19, 1, 4, 3)
(10122, 24, 4, 4, 1)
(10123, 3, 34, 2, 1)
(10124, 11, 36, 4, 2)
(10125, 6, 33, 4, 3)
(10126, 19, 1, 6, 1)
(10127, 2, 36, 4, 1)
(10128, 34, 8, 6, 3)
(10129, 26, 3, 4, 3)
(10130, 27, 5, 6, 1)
(10131, 22, 4, 4, 1)
(10132, 28, 2, 2, 3)
(10133, 16, 35, 4, 2)
(10134, 27, 5, 6, 3)
(10135, 31, 2, 4, 2)
(10136, 8, 30, 4, 1)
(10137, 21, 2, 2, 2)
(10138, 29, 11, 4, 3)
(10139, 20, 1, 4, 3)
(10140, 23, 1, 2, 1)
(10141, 11, 29, 6, 2)
(10142, 2, 35, 2, 3)
(10143, 35, 6, 4, 3)
(10144, 6, 28, 6, 1)
(10145, 6, 26, 6, 2)
(10146, 16, 36, 6, 3)
(10147, 26, 6, 4, 2)
(10148, 13, 34, 4, 1)
(10149, 18, 36, 2, 3)
(10150, 18, 36, 4, 2)
(10151, 2, 28, 4, 2)
(10152, 29, 1, 2, 2)
(10153, 14, 34, 4, 1)
(10154, 1, 34, 2, 3)
(10155, 28, 2, 2, 2)
(10156, 32, 10, 4, 1)
(10157, 23, 1, 4, 2)
(10158, 15, 35, 6, 1)
(10159, 7, 27, 4, 1)
(10160, 11, 30, 2, 3)
(10161, 32, 12, 2, 2)
(10162, 26, 3, 2, 1)
(10163, 14, 34, 2, 1)
(10164, 26, 1, 6, 1)
(10165, 3, 33, 6, 1)
(10166, 35, 11, 2, 2)
(10167, 3, 32, 2, 3)
(10168, 20, 1, 6, 2)
(10169, 2, 34, 2, 1)
(10170, 13, 32, 2, 1)
(10171, 2, 33, 2, 2)
(10172, 26, 3, 6, 3)
(10173, 35, 13, 4, 3)
(10174, 12, 35, 6, 2)
(10175, 34, 2, 6, 1)
(10176, 6, 27, 4, 1)
(10177, 13, 35, 6, 3)
(10178, 29, 1, 4, 3)
(10179, 4, 35, 4, 1)
(10180, 33, 2, 4, 1)
(10181, 5, 35, 2, 2)
(10182, 25, 7, 6, 1)
(10183, 5, 23, 2, 3)
(10184, 31, 13, 2, 1)
(10185, 13, 31, 2, 2)
(10186, 16, 34, 6, 2)
(10187, 3, 29, 4, 2)
(10188, 36, 1, 2, 3)
(10189, 6, 36, 6, 2)
(10190, 24, 3, 6, 2)
(10191, 32, 13, 4, 3)
(10192, 12, 36, 4, 1)
(10193, 10, 36, 6, 2)
(10194, 34, 13, 6, 1)
(10195, 25, 1, 2, 2)
(10196, 2, 35, 6, 1)
(10197, 27, 4, 2, 3)
(10198, 7, 33, 2, 3)
(10199, 30, 8, 2, 2)
(10200, 16, 36, 6, 2)
(10201, 18, 36, 2, 2)
(10202, 29, 7, 6, 1)
(10203, 17, 35, 4, 2)
(10204, 25, 7, 4, 2)
(10205, 25, 5, 6, 3)
(10206, 25, 7, 4, 2)
(10207, 32, 13, 2, 2)
(10208, 10, 33, 6, 2)
(10209, 19, 1, 2, 3)
(10210, 9, 29, 6, 3)
(10211, 12, 32, 2, 2)
(10212, 25, 1, 2, 3)
(10213, 21, 1, 4, 2)
(10214, 8, 31, 2, 3)
(10215, 19, 1, 4, 1)
(10216, 14, 35, 2, 3)
(10217, 12, 30, 2, 1)
(10218, 19, 1, 4, 1)
(10219, 21, 2, 4, 2)
(10220, 9, 27, 2, 2)
(10221, 22, 2, 2, 1)
(10222, 8, 35, 6, 3)
(10223, 16, 36, 4, 1)
(10224, 4, 22, 6, 3)
(10225, 12, 30, 4, 1)
(10226, 3, 28, 2, 1)
(10227, 28, 7, 2, 1)
(10228, 10, 32, 6, 2)
(10229, 26, 8, 4, 2)
(10230, 29, 1, 6, 3)
(10231, 36, 3, 4, 1)
(10232, 29, 1, 6, 3)
(10233, 10, 36, 2, 1)
(10234, 4, 28, 4, 1)
(10235, 16, 35, 2, 3)
(10236, 1, 32, 4, 3)
(10237, 9, 35, 2, 3)
(10238, 34, 3, 6, 2)
(10239, 27, 3, 2, 2)
(10240, 34, 15, 2, 1)
(10241, 11, 33, 4, 2)
(10242, 15, 36, 6, 3)
(10243, 31, 11, 6, 1)
(10244, 13, 35, 4, 1)
(10245, 19, 1, 2, 2)
(10246, 29, 2, 6, 3)
(10247, 8, 26, 2, 3)
(10248, 5, 36, 2, 1)
(10249, 13, 31, 2, 2)
(10250, 24, 6, 6, 3)
(10251, 30, 1, 2, 2)
(10252, 17, 35, 6, 1)
(10253, 4, 34, 2, 3)
(10254, 30, 12, 4, 3)
(10255, 33, 5, 2, 2)
(10256, 29, 1, 4, 2)
(10257, 24, 1, 6, 3)
(10258, 33, 5, 2, 3)
(10259, 16, 35, 4, 1)
(10260, 34, 9, 4, 2)
(10261, 31, 4, 4, 2)
(10262, 19, 1, 6, 2)
(10263, 10, 31, 4, 3)
(10264, 16, 36, 6, 2)
(10265, 23, 4, 4, 2)
(10266, 6, 29, 2, 2)
(10267, 29, 11, 2, 3)
(10268, 28, 1, 4, 3)
(10269, 23, 1, 2, 2)
(10270, 13, 36, 6, 1)
(10271, 10, 28, 2, 1)
(10272, 21, 3, 4, 3)
(10273, 8, 33, 2, 2)
(10274, 27, 2, 6, 2)
(10275, 3, 24, 4, 3)
(10276, 8, 35, 6, 2)
(10277, 29, 1, 2, 2)
(10278, 30, 9, 4, 2)
(10279, 16, 35, 2, 1)
(10280, 32, 10, 2, 2)
(10281, 11, 35, 6, 2)
(10282, 6, 34, 4, 2)
(10283, 2, 23, 4, 3)
(10284, 6, 33, 6, 2)
(10285, 24, 6, 6, 1)
(10286, 9, 28, 4, 2)
(10287, 26, 2, 2, 3)
(10288, 16, 35, 4, 1)
(10289, 31, 10, 4, 3)
(10290, 32, 12, 2, 1)
(10291, 19, 1, 6, 3)
(10292, 16, 35, 4, 1)
(10293, 11, 29, 2, 3)
(10294, 31, 12, 4, 3)
(10295, 29, 5, 4, 1)
(10296, 31, 4, 4, 1)
(10297, 29, 2, 6, 1)
(10298, 12, 30, 4, 1)
(10299, 21, 2, 2, 1)
(10300, 1, 36, 4, 1)
(10301, 15, 36, 2, 3)
(10302, 21, 3, 2, 2)
(10303, 25, 3, 2, 2)
(10304, 14, 33, 4, 2)
(10305, 16, 35, 4, 1)
(10306, 26, 7, 2, 2)
(10307, 5, 25, 6, 3)
(10308, 12, 34, 4, 2)
(10309, 31, 5, 6, 3)
(10310, 8, 27, 2, 1)
(10311, 9, 28, 2, 1)
(10312, 36, 3, 2, 3)
(10313, 9, 27, 2, 3)
(10314, 20, 1, 4, 2)
(10315, 31, 10, 6, 3)
(10316, 26, 1, 6, 2)
(10317, 34, 3, 2, 1)
(10318, 18, 36, 4, 3)
(10319, 19, 1, 4, 2)
(10320, 33, 9, 4, 3)
(10321, 5, 36, 6, 2)
(10322, 8, 29, 4, 2)
(10323, 27, 1, 6, 2)
(10324, 3, 35, 2, 3)
(10325, 21, 2, 6, 3)
(10326, 29, 9, 4, 3)
(10327, 25, 2, 4, 2)
(10328, 32, 8, 6, 3)
(10329, 23, 2, 6, 1)
(10330, 14, 36, 4, 2)
(10331, 1, 31, 6, 1)
(10332, 11, 33, 2, 2)
(10333, 21, 1, 6, 3)
(10334, 4, 36, 6, 1)
(10335, 21, 2, 6, 1)
(10336, 4, 36, 2, 1)
(10337, 34, 5, 4, 3)
(10338, 33, 7, 4, 3)
(10339, 12, 30, 2, 2)
(10340, 24, 1, 2, 3)
(10341, 6, 28, 2, 1)
(10342, 5, 23, 4, 1)
(10343, 17, 36, 6, 3)
(10344, 19, 1, 2, 3)
(10345, 22, 3, 6, 2)
(10346, 6, 36, 6, 2)
(10347, 16, 35, 4, 3)
(10348, 6, 34, 4, 2)
(10349, 26, 5, 6, 2)
(10350, 32, 11, 4, 1)
(10351, 7, 34, 6, 2)
(10352, 30, 6, 6, 1)
(10353, 33, 3, 4, 3)
(10354, 31, 10, 6, 3)
(10355, 33, 10, 6, 2)
(10356, 18, 36, 6, 3)
(10357, 29, 8, 6, 2)
(10358, 2, 25, 6, 2)
(10359, 6, 31, 4, 1)
(10360, 24, 5, 6, 2)
(10361, 3, 25, 2, 3)
(10362, 10, 32, 6, 2)
(10363, 34, 8, 2, 3)
(10364, 21, 2, 4, 2)
(10365, 12, 30, 4, 1)
(10366, 14, 36, 4, 1)
(10367, 34, 1, 2, 2)
(10368, 15, 36, 4, 1)
(10369, 24, 6, 2, 2)
(10370, 6, 28, 6, 2)
(10371, 12, 34, 4, 1)
(10372, 29, 11, 6, 3)
(10373, 9, 28, 6, 1)
(10374, 24, 4, 6, 3)
(10375, 25, 2, 6, 3)
(10376, 36, 11, 6, 2)
(10377, 6, 24, 6, 3)
(10378, 10, 31, 2, 1)
(10379, 32, 8, 4, 3)
(10380, 12, 31, 2, 3)
(10381, 14, 36, 6, 2)
(10382, 6, 31, 6, 1)
(10383, 24, 1, 4, 2)
(10384, 4, 31, 6, 2)
(10385, 6, 29, 6, 1)
(10386, 36, 10, 4, 1)
(10387, 31, 3, 2, 2)
(10388, 31, 12, 4, 1)
(10389, 1, 25, 4, 3)
(10390, 24, 4, 2, 3)
(10391, 25, 5, 6, 2)
(10392, 20, 2, 2, 1)
(10393, 20, 1, 2, 3)
(10394, 15, 34, 2, 2)
(10395, 23, 5, 6, 2)
(10396, 9, 32, 4, 2)
(10397, 13, 35, 2, 1)
(10398, 13, 32, 6, 2)
(10399, 16, 35, 6, 2)
(10400, 9, 27, 4, 3)
(10401, 6, 36, 4, 2)
(10402, 26, 1, 2, 1)
(10403, 10, 36, 6, 3)
(10404, 17, 35, 2, 2)
(10405, 19, 1, 6, 3)
(10406, 14, 32, 6, 1)
(10407, 36, 18, 2, 1)
(10408, 20, 1, 2, 3)
(10409, 35, 5, 2, 1)
(10410, 15, 35, 2, 3)
(10411, 13, 31, 4, 2)
(10412, 35, 3, 2, 3)
(10413, 17, 35, 6, 2)
(10414, 35, 5, 4, 3)
(10415, 31, 5, 4, 2)
(10416, 23, 3, 2, 2)
(10417, 5, 32, 4, 3)
(10418, 12, 34, 6, 1)
(10419, 4, 31, 2, 1)
(10420, 24, 2, 4, 2)
(10421, 26, 4, 2, 1)
(10422, 11, 35, 6, 2)
(10423, 17, 36, 4, 3)
(10424, 20, 2, 2, 3)
(10425, 2, 27, 2, 1)
(10426, 24, 2, 4, 2)
(10427, 7, 35, 4, 3)
(10428, 6, 35, 6, 3)
(10429, 1, 36, 6, 3)
(10430, 13, 34, 4, 1)
(10431, 14, 35, 6, 2)
(10432, 31, 6, 4, 1)
(10433, 24, 1, 6, 1)
(10434, 28, 2, 4, 2)
(10435, 32, 8, 4, 1)
(10436, 17, 36, 2, 3)
(10437, 28, 8, 2, 1)
(10438, 21, 2, 2, 2)
(10439, 4, 27, 4, 2)
(10440, 7, 33, 2, 2)
(10441, 4, 33, 6, 1)
(10442, 24, 1, 4, 1)
(10443, 32, 9, 4, 2)
(10444, 22, 1, 4, 3)
(10445, 10, 31, 2, 1)
(10446, 33, 14, 2, 2)
(10447, 34, 15, 2, 1)
(10448, 11, 30, 4, 2)
(10449, 27, 6, 4, 1)
(10450, 22, 3, 4, 1)
(10451, 1, 30, 2, 3)
(10452, 35, 2, 4, 3)
(10453, 31, 12, 4, 1)
(10454, 18, 36, 6, 1)
(10455, 23, 3, 6, 2)
(10456, 23, 2, 2, 2)
(10457, 8, 31, 6, 1)
(10458, 35, 16, 4, 3)
(10459, 1, 31, 2, 1)
(10460, 11, 33, 6, 3)
(10461, 27, 1, 2, 1)
(10462, 30, 8, 4, 3)
(10463, 3, 25, 4, 1)
(10464, 13, 31, 2, 3)
(10465, 26, 2, 4, 2)
(10466, 27, 9, 6, 1)
(10467, 1, 25, 6, 1)
(10468, 23, 1, 4, 1)
(10469, 7, 27, 4, 3)
(10470, 34, 13, 4, 1)
(10471, 12, 33, 4, 2)
(10472, 18, 36, 2, 3)
(10473, 24, 6, 2, 3)
(10474, 8, 36, 2, 2)
(10475, 6, 32, 2, 2)
(10476, 19, 1, 6, 3)
(10477, 36, 2, 2, 3)
(10478, 22, 1, 2, 2)
(10479, 2, 24, 6, 3)
(10480, 3, 33, 2, 3)
(10481, 6, 25, 2, 1)
(10482, 34, 5, 6, 2)
(10483, 34, 11, 4, 2)
(10484, 15, 36, 2, 1)
(10485, 3, 30, 4, 2)
(10486, 12, 35, 4, 2)
(10487, 27, 9, 6, 1)
(10488, 27, 7, 6, 1)
(10489, 21, 3, 2, 3)
(10490, 14, 36, 6, 3)
(10491, 30, 11, 2, 3)
(10492, 27, 7, 6, 2)
(10493, 26, 6, 4, 1)
(10494, 23, 5, 4, 2)
(10495, 14, 32, 6, 1)
(10496, 35, 6, 2, 3)
(10497, 8, 30, 4, 2)
(10498, 20, 1, 4, 2)
(10499, 13, 31, 2, 2)
(10500, 18, 36, 2, 3)
(10501, 16, 35, 4, 1)
(10502, 30, 4, 4, 3)
(10503, 26, 1, 4, 3)
(10504, 15, 34, 4, 1)
(10505, 24, 3, 4, 3)
(10506, 4, 24, 6, 2)
(10507, 1, 31, 6, 3)
(10508, 12, 30, 6, 2)
(10509, 2, 31, 6, 2)
(10510, 28, 7, 4, 1)
(10511, 7, 32, 2, 1)
