#(id,length,speed,channel,from,to,isDuplex)
(6808, 40, 10, 2, 143, 1205, 1)
(6816, 30, 6, 1, 982, 1240, 1)
(6823, 24, 20, 6, 1600, 685, 1)
(6824, 24, 12, 1, 1623, 831, 1)
(6828, 24, 20, 6, 1326, 490, 1)
(6830, 24, 6, 2, 1817, 1889, 1)
(6833, 30, 10, 1, 1973, 1602, 1)
(6846, 48, 20, 6, 1670, 119, 1)
(6854, 36, 20, 6, 1337, 82, 1)
(6898, 24, 8, 3, 1208, 65, 1)
(6902, 40, 12, 1, 1258, 218, 1)
(6905, 50, 10, 3, 1327, 653, 1)
(6919, 48, 20, 6, 685, 1193, 1)
(6924, 24, 10, 2, 664, 499, 1)
(6928, 36, 8, 1, 1028, 1482, 1)
(6944, 48, 12, 2, 1240, 1258, 1)
(6945, 36, 10, 1, 1973, 918, 1)
(6960, 30, 10, 3, 1253, 1997, 0)
(6999, 30, 12, 3, 1884, 1327, 1)
