#(id,from,to,speed,planTime)
(10258, 20, 1, 6, 1)
(10259, 1, 28, 6, 1)
(10260, 15, 35, 4, 1)
(10261, 21, 1, 4, 3)
(10262, 19, 1, 4, 1)
(10263, 27, 5, 4, 1)
(10264, 12, 30, 6, 2)
(10265, 11, 33, 2, 2)
(10266, 18, 36, 6, 3)
(10267, 32, 10, 4, 1)
(10268, 1, 24, 2, 3)
(10269, 17, 36, 2, 3)
(10270, 33, 1, 6, 2)
(10271, 27, 4, 4, 1)
(10272, 32, 5, 2, 1)
(10273, 36, 18, 4, 1)
(10274, 3, 34, 6, 1)
(10275, 3, 24, 4, 1)
(10276, 19, 1, 6, 2)
(10277, 6, 30, 4, 2)
(10278, 34, 5, 6, 1)
(10279, 18, 36, 2, 1)
(10280, 6, 27, 2, 1)
(10281, 32, 2, 6, 3)
(10282, 27, 4, 4, 2)
(10283, 34, 7, 6, 1)
(10284, 2, 31, 4, 2)
(10285, 11, 31, 6, 3)
(10286, 2, 36, 2, 3)
(10287, 34, 11, 2, 3)
(10288, 16, 35, 4, 1)
(10289, 8, 34, 6, 1)
(10290, 9, 33, 6, 3)
(10291, 23, 5, 4, 3)
(10292, 14, 34, 6, 3)
(10293, 31, 3, 6, 3)
(10294, 14, 35, 4, 1)
(10295, 4, 34, 2, 1)
(10296, 20, 2, 6, 3)
(10297, 13, 35, 2, 3)
(10298, 13, 32, 6, 2)
(10299, 3, 32, 2, 1)
(10300, 11, 29, 2, 2)
(10301, 28, 10, 2, 1)
(10302, 31, 8, 4, 3)
(10303, 10, 34, 2, 1)
(10304, 25, 2, 6, 1)
(10305, 16, 36, 6, 1)
(10306, 30, 9, 6, 2)
(10307, 14, 35, 2, 2)
(10308, 4, 26, 4, 3)
(10309, 33, 12, 6, 3)
(10310, 29, 3, 2, 3)
(10311, 14, 34, 6, 1)
(10312, 18, 36, 2, 3)
(10313, 28, 3, 2, 2)
(10314, 2, 28, 6, 1)
(10315, 35, 5, 2, 3)
(10316, 28, 5, 4, 3)
(10317, 14, 33, 4, 3)
(10318, 9, 36, 2, 1)
(10319, 4, 23, 4, 3)
(10320, 12, 34, 6, 1)
(10321, 33, 11, 6, 2)
(10322, 11, 33, 2, 1)
(10323, 23, 2, 4, 1)
(10324, 11, 32, 2, 2)
(10325, 27, 2, 2, 2)
(10326, 16, 35, 4, 3)
(10327, 14, 32, 2, 1)
(10328, 24, 2, 4, 3)
(10329, 17, 36, 6, 1)
(10330, 31, 12, 2, 1)
(10331, 31, 13, 4, 3)
(10332, 17, 35, 2, 1)
(10333, 12, 31, 6, 2)
(10334, 35, 1, 6, 2)
(10335, 25, 1, 2, 3)
(10336, 8, 34, 6, 2)
(10337, 26, 2, 6, 2)
(10338, 33, 12, 2, 1)
(10339, 7, 35, 2, 2)
(10340, 14, 34, 2, 3)
(10341, 23, 1, 4, 2)
(10342, 26, 5, 4, 2)
(10343, 34, 14, 2, 3)
(10344, 12, 32, 4, 2)
(10345, 18, 36, 4, 3)
(10346, 22, 3, 2, 1)
(10347, 19, 1, 2, 1)
(10348, 6, 34, 6, 3)
(10349, 21, 1, 2, 2)
(10350, 25, 3, 2, 3)
(10351, 13, 34, 2, 2)
(10352, 25, 2, 2, 2)
(10353, 17, 36, 4, 3)
(10354, 11, 36, 4, 2)
(10355, 30, 3, 4, 2)
(10356, 3, 23, 4, 2)
(10357, 7, 31, 6, 2)
(10358, 13, 31, 2, 2)
(10359, 24, 5, 6, 2)
(10360, 11, 33, 6, 1)
(10361, 8, 33, 2, 2)
(10362, 12, 36, 2, 3)
(10363, 20, 2, 6, 1)
(10364, 17, 35, 2, 3)
(10365, 11, 35, 2, 2)
(10366, 15, 34, 6, 1)
(10367, 7, 36, 4, 2)
(10368, 13, 35, 6, 2)
(10369, 19, 1, 6, 2)
(10370, 21, 1, 2, 2)
(10371, 7, 35, 2, 2)
(10372, 11, 34, 2, 3)
(10373, 17, 36, 6, 1)
(10374, 25, 2, 4, 3)
(10375, 15, 34, 6, 3)
(10376, 22, 1, 6, 3)
(10377, 15, 35, 4, 1)
(10378, 8, 29, 2, 3)
(10379, 19, 1, 2, 3)
(10380, 33, 7, 6, 1)
(10381, 32, 9, 2, 2)
(10382, 26, 3, 4, 1)
(10383, 29, 2, 6, 1)
(10384, 20, 2, 6, 3)
(10385, 17, 35, 4, 1)
(10386, 7, 34, 4, 1)
(10387, 26, 2, 6, 2)
(10388, 35, 1, 6, 2)
(10389, 21, 3, 2, 2)
(10390, 5, 30, 2, 2)
(10391, 11, 33, 6, 3)
(10392, 34, 15, 2, 3)
(10393, 1, 19, 4, 2)
(10394, 23, 3, 4, 1)
(10395, 31, 10, 2, 1)
(10396, 27, 7, 6, 3)
(10397, 4, 23, 6, 2)
(10398, 12, 35, 4, 1)
(10399, 1, 24, 2, 3)
(10400, 4, 28, 2, 1)
(10401, 24, 6, 4, 2)
(10402, 13, 33, 4, 2)
(10403, 13, 31, 6, 1)
(10404, 16, 34, 2, 2)
(10405, 18, 36, 2, 3)
(10406, 27, 6, 2, 2)
(10407, 3, 34, 6, 1)
(10408, 21, 3, 2, 3)
(10409, 12, 36, 4, 2)
(10410, 13, 31, 6, 1)
(10411, 30, 5, 6, 2)
(10412, 2, 24, 2, 1)
(10413, 19, 1, 2, 3)
(10414, 13, 36, 6, 1)
(10415, 31, 7, 6, 2)
(10416, 1, 27, 6, 3)
(10417, 33, 14, 2, 3)
(10418, 5, 27, 6, 1)
(10419, 25, 1, 2, 3)
(10420, 27, 1, 6, 1)
(10421, 13, 32, 6, 1)
(10422, 14, 32, 6, 2)
(10423, 6, 29, 4, 1)
(10424, 33, 14, 6, 3)
(10425, 31, 13, 4, 1)
(10426, 12, 30, 4, 3)
(10427, 3, 30, 2, 1)
(10428, 25, 4, 4, 3)
(10429, 1, 21, 4, 1)
(10430, 35, 8, 2, 3)
(10431, 12, 30, 4, 2)
(10432, 27, 5, 6, 2)
(10433, 21, 2, 6, 2)
(10434, 9, 27, 6, 2)
(10435, 1, 32, 6, 1)
(10436, 9, 30, 6, 2)
(10437, 5, 27, 4, 2)
(10438, 36, 13, 6, 2)
(10439, 5, 29, 4, 1)
(10440, 6, 35, 6, 3)
(10441, 31, 3, 2, 3)
(10442, 33, 14, 6, 2)
(10443, 17, 35, 4, 2)
(10444, 20, 1, 6, 1)
(10445, 4, 22, 2, 2)
(10446, 25, 5, 2, 2)
(10447, 8, 27, 6, 1)
(10448, 5, 32, 4, 3)
(10449, 15, 34, 4, 1)
(10450, 22, 3, 4, 2)
(10451, 8, 31, 2, 3)
(10452, 10, 32, 6, 1)
(10453, 25, 1, 6, 2)
(10454, 23, 3, 4, 3)
(10455, 10, 35, 2, 3)
(10456, 7, 25, 6, 2)
(10457, 18, 36, 6, 1)
(10458, 14, 32, 4, 2)
(10459, 2, 34, 2, 2)
(10460, 28, 6, 4, 2)
(10461, 19, 1, 4, 3)
(10462, 30, 9, 2, 1)
(10463, 24, 6, 2, 3)
(10464, 9, 31, 6, 2)
(10465, 15, 35, 4, 2)
(10466, 8, 31, 6, 2)
(10467, 33, 9, 6, 2)
(10468, 23, 5, 4, 1)
(10469, 28, 3, 2, 3)
(10470, 35, 8, 6, 3)
(10471, 6, 36, 6, 2)
(10472, 25, 6, 6, 2)
(10473, 35, 6, 4, 3)
(10474, 31, 13, 2, 1)
(10475, 28, 5, 2, 3)
(10476, 4, 32, 4, 2)
(10477, 18, 36, 6, 3)
(10478, 7, 35, 2, 2)
(10479, 29, 1, 6, 2)
(10480, 13, 35, 6, 3)
(10481, 12, 31, 6, 2)
(10482, 11, 33, 4, 1)
(10483, 35, 14, 6, 3)
(10484, 4, 35, 6, 3)
(10485, 7, 35, 2, 2)
(10486, 24, 4, 6, 2)
(10487, 9, 32, 6, 1)
(10488, 20, 1, 4, 1)
(10489, 5, 27, 2, 1)
(10490, 36, 12, 6, 1)
(10491, 22, 3, 6, 2)
(10492, 4, 24, 2, 2)
(10493, 33, 15, 2, 1)
(10494, 23, 2, 4, 2)
(10495, 6, 32, 4, 1)
(10496, 21, 3, 6, 1)
(10497, 18, 36, 2, 3)
(10498, 35, 17, 4, 2)
(10499, 16, 36, 6, 2)
(10500, 2, 30, 2, 1)
(10501, 21, 3, 6, 3)
(10502, 26, 4, 6, 2)
(10503, 31, 7, 2, 1)
(10504, 30, 10, 6, 2)
(10505, 30, 6, 6, 2)
(10506, 6, 36, 2, 1)
(10507, 3, 23, 4, 1)
(10508, 15, 33, 4, 3)
(10509, 16, 36, 4, 1)
(10510, 19, 1, 6, 1)
(10511, 35, 4, 4, 3)
