#(id,from,to,speed,planTime)
(10276, 34, 12, 4, 5)
(10277, 13, 32, 4, 5)
(10278, 25, 4, 2, 2)
(10279, 23, 2, 4, 4)
(10280, 22, 3, 4, 1)
(10281, 5, 30, 2, 6)
(10282, 5, 32, 6, 3)
(10283, 22, 1, 4, 5)
(10284, 10, 34, 2, 6)
(10285, 5, 25, 6, 4)
(10286, 26, 7, 4, 5)
(10287, 15, 36, 2, 5)
(10288, 29, 4, 2, 6)
(10289, 4, 27, 2, 1)
(10290, 30, 12, 4, 3)
(10291, 1, 33, 4, 2)
(10292, 25, 2, 4, 6)
(10293, 29, 5, 4, 4)
(10294, 33, 9, 2, 4)
(10295, 35, 1, 4, 2)
(10296, 27, 1, 6, 2)
(10297, 35, 10, 4, 5)
(10298, 17, 36, 2, 5)
(10299, 14, 32, 6, 5)
(10300, 30, 12, 6, 1)
(10301, 18, 36, 4, 2)
(10302, 14, 36, 2, 5)
(10303, 32, 11, 2, 2)
(10304, 17, 35, 4, 1)
(10305, 6, 24, 6, 5)
(10306, 8, 33, 2, 5)
(10307, 8, 27, 4, 2)
(10308, 5, 24, 2, 3)
(10309, 35, 4, 4, 6)
(10310, 4, 29, 6, 4)
(10311, 22, 4, 6, 5)
(10312, 5, 27, 2, 6)
(10313, 13, 33, 2, 4)
(10314, 12, 35, 6, 4)
(10315, 7, 33, 4, 2)
(10316, 14, 36, 6, 3)
(10317, 25, 6, 4, 1)
(10318, 11, 36, 6, 1)
(10319, 7, 25, 2, 5)
(10320, 16, 35, 4, 2)
(10321, 28, 10, 2, 2)
(10322, 30, 11, 6, 5)
(10323, 19, 1, 6, 4)
(10324, 3, 29, 6, 6)
(10325, 30, 5, 4, 6)
(10326, 33, 13, 2, 4)
(10327, 23, 2, 2, 5)
(10328, 35, 14, 6, 3)
(10329, 28, 2, 6, 3)
(10330, 7, 26, 2, 5)
(10331, 14, 34, 4, 2)
(10332, 13, 32, 6, 2)
(10333, 10, 29, 6, 1)
(10334, 27, 1, 2, 2)
(10335, 33, 8, 4, 2)
(10336, 7, 30, 4, 6)
(10337, 29, 10, 6, 1)
(10338, 7, 34, 6, 5)
(10339, 2, 24, 6, 3)
(10340, 28, 3, 4, 4)
(10341, 28, 10, 4, 2)
(10342, 36, 14, 6, 4)
(10343, 4, 22, 2, 4)
(10344, 23, 1, 2, 4)
(10345, 28, 9, 4, 2)
(10346, 3, 30, 4, 1)
(10347, 4, 30, 4, 5)
(10348, 19, 1, 6, 3)
(10349, 29, 9, 4, 4)
(10350, 34, 10, 2, 4)
(10351, 10, 30, 2, 3)
(10352, 10, 35, 2, 1)
(10353, 13, 32, 6, 4)
(10354, 15, 35, 2, 1)
(10355, 32, 3, 4, 3)
(10356, 13, 34, 6, 2)
(10357, 19, 1, 6, 4)
(10358, 2, 20, 2, 2)
(10359, 35, 14, 2, 4)
(10360, 12, 34, 6, 4)
(10361, 8, 36, 2, 3)
(10362, 34, 11, 6, 2)
(10363, 9, 31, 6, 1)
(10364, 3, 31, 2, 4)
(10365, 12, 30, 6, 5)
(10366, 3, 26, 4, 6)
(10367, 1, 23, 2, 4)
(10368, 7, 26, 6, 5)
(10369, 15, 35, 2, 6)
(10370, 29, 8, 2, 4)
(10371, 34, 3, 6, 6)
(10372, 20, 2, 2, 3)
(10373, 36, 11, 4, 5)
(10374, 35, 1, 4, 5)
(10375, 7, 31, 6, 6)
(10376, 27, 5, 4, 3)
(10377, 1, 20, 4, 3)
(10378, 16, 35, 4, 1)
(10379, 3, 26, 2, 2)
(10380, 2, 27, 2, 1)
(10381, 5, 27, 2, 5)
(10382, 14, 33, 2, 6)
(10383, 16, 35, 2, 1)
(10384, 29, 3, 6, 1)
(10385, 10, 28, 6, 6)
(10386, 30, 11, 4, 2)
(10387, 2, 24, 4, 1)
(10388, 12, 32, 2, 1)
(10389, 30, 2, 4, 5)
(10390, 27, 9, 6, 2)
(10391, 11, 35, 6, 6)
(10392, 10, 34, 2, 2)
(10393, 33, 13, 2, 2)
(10394, 9, 27, 6, 1)
(10395, 30, 3, 6, 4)
(10396, 28, 8, 4, 5)
(10397, 4, 29, 6, 3)
(10398, 22, 3, 4, 4)
(10399, 14, 35, 2, 6)
(10400, 24, 2, 4, 2)
(10401, 9, 36, 2, 6)
(10402, 9, 35, 6, 5)
(10403, 25, 3, 6, 3)
(10404, 12, 32, 4, 2)
(10405, 19, 1, 2, 5)
(10406, 24, 4, 6, 4)
(10407, 23, 4, 4, 2)
(10408, 36, 9, 4, 1)
(10409, 8, 33, 4, 4)
(10410, 11, 33, 6, 2)
(10411, 18, 36, 6, 1)
(10412, 35, 8, 6, 1)
(10413, 18, 36, 4, 3)
(10414, 17, 36, 2, 1)
(10415, 27, 4, 6, 1)
(10416, 35, 16, 6, 2)
(10417, 17, 36, 2, 3)
(10418, 22, 3, 6, 5)
(10419, 25, 7, 6, 5)
(10420, 10, 32, 2, 2)
(10421, 36, 1, 4, 6)
(10422, 26, 7, 4, 2)
(10423, 2, 33, 2, 3)
(10424, 1, 29, 6, 5)
(10425, 19, 1, 4, 6)
(10426, 10, 31, 6, 5)
(10427, 8, 35, 4, 3)
(10428, 2, 21, 6, 5)
(10429, 16, 36, 4, 4)
(10430, 33, 14, 2, 3)
(10431, 13, 32, 4, 5)
(10432, 2, 29, 4, 1)
(10433, 4, 26, 2, 3)
(10434, 11, 30, 4, 2)
(10435, 24, 4, 6, 1)
(10436, 28, 8, 2, 2)
(10437, 4, 24, 2, 2)
(10438, 20, 1, 2, 1)
(10439, 13, 31, 6, 5)
(10440, 13, 33, 6, 2)
(10441, 35, 15, 4, 6)
(10442, 7, 30, 4, 2)
(10443, 8, 31, 6, 4)
(10444, 4, 22, 4, 4)
(10445, 8, 32, 4, 1)
(10446, 35, 8, 6, 6)
(10447, 27, 7, 4, 3)
(10448, 16, 34, 4, 6)
(10449, 11, 35, 6, 2)
(10450, 28, 3, 2, 1)
(10451, 27, 5, 2, 1)
(10452, 9, 36, 2, 4)
(10453, 29, 7, 6, 2)
(10454, 27, 6, 2, 6)
(10455, 5, 27, 6, 5)
(10456, 31, 4, 4, 5)
(10457, 1, 29, 4, 2)
(10458, 6, 36, 6, 2)
(10459, 6, 35, 4, 4)
(10460, 28, 1, 2, 5)
(10461, 28, 6, 4, 3)
(10462, 13, 32, 2, 3)
(10463, 6, 33, 4, 4)
(10464, 21, 2, 6, 1)
(10465, 8, 29, 2, 1)
(10466, 28, 10, 2, 3)
(10467, 20, 1, 4, 1)
(10468, 17, 36, 4, 5)
(10469, 26, 1, 4, 6)
(10470, 31, 9, 4, 4)
(10471, 9, 29, 4, 6)
(10472, 34, 9, 2, 3)
(10473, 36, 17, 2, 4)
(10474, 16, 34, 2, 4)
(10475, 35, 4, 4, 2)
(10476, 27, 5, 4, 6)
(10477, 1, 23, 6, 2)
(10478, 34, 4, 6, 2)
(10479, 20, 2, 2, 1)
(10480, 34, 5, 6, 1)
(10481, 34, 1, 4, 2)
(10482, 13, 35, 2, 2)
(10483, 8, 28, 4, 4)
(10484, 12, 32, 2, 6)
(10485, 18, 36, 2, 2)
(10486, 24, 6, 6, 3)
(10487, 13, 35, 2, 1)
(10488, 12, 30, 2, 5)
(10489, 13, 36, 2, 2)
(10490, 26, 4, 6, 2)
(10491, 23, 2, 4, 6)
(10492, 5, 35, 6, 1)
(10493, 3, 33, 2, 4)
(10494, 1, 20, 6, 5)
(10495, 15, 34, 6, 2)
(10496, 5, 33, 2, 5)
(10497, 19, 1, 6, 6)
(10498, 29, 10, 6, 5)
(10499, 30, 5, 6, 1)
(10500, 2, 26, 2, 5)
(10501, 28, 9, 2, 1)
(10502, 12, 30, 2, 6)
(10503, 33, 2, 2, 1)
(10504, 23, 4, 2, 1)
(10505, 1, 20, 4, 5)
(10506, 11, 35, 4, 3)
(10507, 33, 15, 6, 2)
(10508, 21, 1, 4, 2)
(10509, 11, 32, 4, 4)
(10510, 2, 23, 2, 6)
(10511, 28, 10, 6, 4)
(10512, 30, 2, 2, 5)
(10513, 29, 6, 4, 4)
(10514, 10, 33, 6, 3)
(10515, 14, 32, 4, 1)
(10516, 7, 35, 2, 2)
(10517, 34, 13, 2, 1)
(10518, 25, 3, 6, 1)
(10519, 18, 36, 6, 3)
(10520, 36, 4, 4, 5)
(10521, 36, 1, 2, 2)
(10522, 8, 29, 6, 2)
(10523, 28, 4, 6, 4)
(10524, 16, 36, 4, 2)
(10525, 35, 8, 6, 3)
(10526, 12, 35, 2, 3)
(10527, 35, 6, 2, 6)
(10528, 25, 3, 4, 1)
(10529, 10, 33, 2, 1)
(10530, 15, 33, 2, 4)
(10531, 24, 1, 2, 5)
(10532, 34, 13, 6, 6)
(10533, 10, 33, 6, 6)
(10534, 7, 28, 2, 3)
(10535, 36, 3, 6, 3)
(10536, 21, 3, 4, 5)
(10537, 4, 33, 2, 3)
(10538, 9, 33, 2, 2)
(10539, 3, 22, 4, 5)
(10540, 6, 24, 2, 1)
(10541, 33, 1, 4, 3)
(10542, 25, 3, 6, 2)
(10543, 33, 6, 2, 4)
(10544, 20, 2, 2, 5)
(10545, 5, 36, 4, 4)
(10546, 10, 31, 4, 2)
(10547, 1, 23, 2, 3)
(10548, 4, 26, 2, 4)
(10549, 22, 4, 6, 1)
(10550, 22, 1, 4, 4)
(10551, 29, 11, 2, 3)
(10552, 14, 36, 6, 5)
(10553, 11, 35, 4, 6)
(10554, 34, 3, 2, 5)
(10555, 14, 34, 4, 2)
(10556, 9, 34, 6, 4)
(10557, 13, 36, 2, 5)
(10558, 30, 10, 4, 3)
(10559, 34, 13, 4, 2)
(10560, 5, 36, 4, 4)
(10561, 11, 30, 4, 6)
(10562, 7, 29, 6, 2)
(10563, 12, 31, 4, 5)
(10564, 14, 32, 4, 2)
(10565, 17, 36, 6, 4)
(10566, 19, 1, 4, 6)
(10567, 1, 24, 2, 3)
(10568, 19, 1, 2, 2)
(10569, 10, 33, 4, 3)
(10570, 36, 15, 4, 2)
(10571, 2, 20, 2, 3)
(10572, 12, 30, 6, 5)
(10573, 6, 28, 2, 5)
(10574, 14, 35, 6, 4)
(10575, 2, 31, 2, 4)
(10576, 19, 1, 6, 6)
(10577, 7, 25, 6, 5)
(10578, 25, 2, 2, 3)
(10579, 11, 33, 6, 2)
(10580, 5, 30, 2, 4)
(10581, 32, 7, 6, 6)
(10582, 22, 3, 6, 3)
(10583, 3, 30, 6, 5)
(10584, 33, 8, 4, 4)
(10585, 13, 32, 6, 3)
(10586, 15, 36, 6, 1)
(10587, 8, 31, 4, 2)
(10588, 24, 6, 4, 6)
(10589, 26, 4, 6, 2)
(10590, 21, 3, 6, 3)
(10591, 10, 34, 4, 6)
(10592, 4, 33, 2, 3)
(10593, 4, 25, 2, 2)
(10594, 26, 7, 6, 3)
(10595, 23, 3, 2, 3)
(10596, 8, 33, 6, 3)
(10597, 3, 22, 6, 1)
(10598, 7, 29, 4, 2)
(10599, 2, 30, 2, 4)
(10600, 22, 4, 4, 1)
(10601, 19, 1, 4, 2)
(10602, 28, 6, 4, 2)
(10603, 3, 24, 6, 5)
(10604, 12, 32, 2, 6)
(10605, 21, 3, 4, 3)
(10606, 29, 8, 6, 1)
(10607, 25, 4, 4, 2)
(10608, 9, 28, 6, 4)
(10609, 20, 1, 6, 2)
(10610, 31, 7, 6, 4)
(10611, 16, 36, 4, 2)
(10612, 2, 23, 4, 5)
(10613, 34, 11, 2, 3)
(10614, 27, 7, 2, 2)
(10615, 20, 2, 4, 1)
(10616, 10, 31, 4, 4)
(10617, 13, 36, 4, 2)
(10618, 29, 1, 4, 2)
(10619, 36, 12, 6, 1)
(10620, 32, 14, 6, 1)
(10621, 20, 1, 4, 5)
(10622, 14, 36, 4, 5)
(10623, 4, 22, 2, 2)
(10624, 15, 35, 6, 3)
(10625, 20, 1, 2, 1)
(10626, 33, 5, 6, 1)
(10627, 18, 36, 4, 4)
(10628, 10, 30, 2, 6)
(10629, 25, 2, 2, 6)
(10630, 3, 22, 2, 4)
(10631, 36, 12, 2, 4)
(10632, 15, 36, 6, 4)
(10633, 2, 34, 2, 4)
(10634, 8, 36, 6, 3)
(10635, 5, 36, 2, 6)
(10636, 20, 2, 4, 3)
(10637, 15, 33, 4, 2)
(10638, 32, 9, 4, 6)
(10639, 20, 2, 4, 6)
(10640, 3, 27, 2, 1)
(10641, 4, 32, 2, 6)
(10642, 9, 27, 2, 2)
(10643, 26, 6, 2, 3)
(10644, 22, 4, 4, 4)
(10645, 35, 10, 2, 4)
(10646, 11, 32, 6, 3)
(10647, 10, 35, 2, 6)
(10648, 7, 36, 6, 4)
(10649, 1, 36, 4, 2)
(10650, 25, 2, 4, 1)
(10651, 5, 25, 4, 6)
(10652, 10, 30, 4, 1)
(10653, 1, 29, 6, 6)
(10654, 22, 1, 6, 5)
(10655, 6, 31, 4, 5)
(10656, 5, 23, 2, 5)
(10657, 34, 11, 6, 3)
(10658, 18, 36, 6, 2)
(10659, 4, 29, 4, 1)
(10660, 12, 34, 4, 5)
(10661, 26, 4, 6, 2)
(10662, 23, 5, 6, 3)
(10663, 21, 2, 2, 3)
(10664, 27, 4, 6, 6)
(10665, 18, 36, 2, 5)
(10666, 10, 31, 6, 4)
(10667, 15, 35, 6, 6)
(10668, 14, 32, 2, 2)
(10669, 12, 36, 2, 2)
(10670, 30, 2, 6, 5)
(10671, 13, 36, 6, 1)
(10672, 25, 1, 4, 4)
(10673, 36, 1, 2, 3)
(10674, 16, 36, 2, 5)
(10675, 21, 3, 2, 6)
(10676, 17, 35, 6, 6)
(10677, 23, 1, 4, 6)
(10678, 33, 13, 4, 6)
(10679, 28, 8, 6, 5)
(10680, 13, 35, 4, 6)
(10681, 31, 9, 4, 1)
(10682, 10, 28, 2, 4)
(10683, 7, 35, 4, 1)
(10684, 33, 8, 6, 6)
(10685, 27, 9, 4, 4)
(10686, 28, 2, 6, 3)
(10687, 14, 33, 6, 1)
(10688, 24, 6, 4, 2)
(10689, 30, 10, 6, 5)
(10690, 1, 27, 4, 6)
(10691, 17, 36, 4, 4)
(10692, 19, 1, 4, 5)
(10693, 36, 13, 2, 4)
(10694, 14, 33, 6, 4)
(10695, 34, 3, 6, 3)
(10696, 35, 11, 4, 3)
(10697, 18, 36, 6, 5)
(10698, 24, 2, 6, 4)
(10699, 9, 34, 6, 5)
(10700, 25, 7, 6, 1)
(10701, 20, 2, 2, 3)
(10702, 15, 35, 2, 4)
(10703, 14, 34, 4, 2)
(10704, 16, 36, 4, 2)
(10705, 23, 5, 4, 3)
(10706, 25, 6, 4, 2)
(10707, 16, 35, 4, 5)
(10708, 3, 35, 4, 4)
(10709, 23, 5, 4, 3)
(10710, 13, 32, 4, 6)
(10711, 35, 16, 2, 6)
(10712, 16, 34, 4, 4)
(10713, 18, 36, 2, 1)
(10714, 4, 29, 6, 2)
(10715, 10, 34, 4, 6)
(10716, 2, 36, 6, 2)
(10717, 12, 36, 4, 4)
(10718, 22, 2, 4, 2)
(10719, 3, 23, 6, 6)
(10720, 6, 35, 4, 2)
(10721, 25, 4, 2, 3)
(10722, 12, 33, 6, 3)
(10723, 31, 11, 2, 2)
(10724, 23, 3, 4, 5)
(10725, 9, 34, 6, 1)
(10726, 7, 33, 4, 3)
(10727, 21, 3, 4, 2)
(10728, 23, 1, 6, 6)
(10729, 4, 28, 4, 6)
(10730, 17, 36, 4, 3)
(10731, 30, 10, 2, 2)
(10732, 9, 35, 2, 3)
(10733, 10, 28, 4, 5)
(10734, 7, 28, 6, 2)
(10735, 13, 35, 4, 3)
(10736, 11, 30, 2, 2)
(10737, 26, 7, 6, 2)
(10738, 4, 32, 6, 6)
(10739, 20, 2, 6, 6)
(10740, 6, 28, 6, 2)
(10741, 6, 25, 4, 5)
(10742, 29, 9, 4, 1)
(10743, 19, 1, 2, 1)
(10744, 16, 35, 6, 1)
(10745, 28, 5, 4, 2)
(10746, 2, 31, 6, 4)
(10747, 31, 9, 4, 1)
(10748, 13, 36, 6, 5)
(10749, 35, 16, 6, 3)
(10750, 20, 2, 4, 4)
(10751, 5, 28, 4, 5)
(10752, 4, 24, 4, 2)
(10753, 4, 34, 6, 3)
(10754, 22, 1, 4, 2)
(10755, 21, 1, 6, 6)
(10756, 30, 2, 4, 1)
(10757, 3, 29, 2, 4)
(10758, 29, 2, 2, 2)
(10759, 12, 34, 2, 2)
(10760, 3, 24, 2, 6)
(10761, 5, 35, 6, 4)
(10762, 3, 21, 2, 2)
(10763, 3, 31, 2, 3)
(10764, 5, 30, 2, 6)
(10765, 13, 35, 4, 4)
(10766, 4, 34, 2, 5)
(10767, 28, 2, 6, 3)
(10768, 2, 20, 2, 4)
(10769, 27, 2, 4, 3)
(10770, 2, 36, 6, 1)
(10771, 23, 3, 4, 1)
(10772, 4, 23, 4, 5)
(10773, 12, 32, 4, 1)
(10774, 1, 32, 6, 3)
(10775, 23, 4, 6, 1)
(10776, 22, 2, 2, 5)
(10777, 36, 3, 4, 4)
(10778, 23, 5, 2, 2)
(10779, 26, 7, 6, 5)
(10780, 4, 26, 2, 4)
(10781, 24, 2, 6, 2)
(10782, 31, 13, 6, 6)
(10783, 14, 32, 6, 1)
(10784, 21, 3, 4, 4)
(10785, 21, 1, 6, 3)
(10786, 4, 25, 4, 2)
(10787, 4, 30, 2, 1)
(10788, 3, 23, 6, 6)
(10789, 22, 1, 4, 5)
(10790, 20, 1, 4, 6)
(10791, 15, 36, 4, 1)
(10792, 5, 25, 4, 2)
(10793, 23, 3, 2, 4)
(10794, 2, 33, 4, 4)
(10795, 22, 1, 2, 2)
(10796, 25, 2, 4, 1)
(10797, 24, 5, 6, 4)
(10798, 27, 6, 4, 6)
(10799, 24, 3, 6, 5)
(10800, 7, 27, 2, 2)
(10801, 19, 1, 6, 4)
(10802, 36, 17, 2, 4)
(10803, 29, 11, 6, 1)
(10804, 23, 4, 4, 6)
(10805, 26, 2, 6, 4)
(10806, 16, 36, 6, 3)
(10807, 12, 33, 4, 1)
(10808, 22, 4, 2, 5)
(10809, 7, 25, 6, 4)
(10810, 29, 1, 4, 4)
(10811, 18, 36, 4, 2)
(10812, 30, 9, 4, 6)
(10813, 32, 13, 2, 3)
(10814, 36, 17, 4, 2)
(10815, 2, 21, 6, 5)
(10816, 31, 13, 2, 2)
(10817, 23, 4, 2, 5)
(10818, 22, 1, 6, 4)
(10819, 13, 35, 2, 4)
(10820, 30, 6, 6, 1)
