#(id,from,to,speed,planTime, priority, preset)
(53736, 1015, 695, 6, 8, 0, 0)
(38473, 1434, 532, 6, 41, 0, 0)
(85722, 768, 201, 12, 21, 0, 0)
(95420, 95, 759, 10, 26, 0, 1)
(87622, 1412, 1594, 6, 48, 0, 0)
(21931, 966, 1024, 6, 40, 0, 0)
(46437, 25, 757, 8, 27, 1, 0)
(81138, 515, 812, 14, 20, 0, 0)
(80251, 167, 65, 4, 22, 0, 1)
(72613, 777, 418, 6, 5, 0, 0)
(81253, 781, 1009, 16, 37, 1, 0)
(91055, 733, 1982, 14, 49, 0, 0)
(11915, 1209, 768, 6, 11, 0, 0)
(74071, 154, 149, 6, 48, 0, 0)
(90103, 390, 1412, 12, 23, 0, 0)
(61848, 201, 1974, 14, 8, 0, 0)
(55935, 65, 1209, 12, 47, 0, 0)
(78927, 1278, 812, 10, 43, 0, 0)
(21962, 1846, 1412, 12, 6, 0, 0)
(98749, 781, 1009, 8, 37, 0, 0)
(31403, 1911, 127, 10, 32, 0, 0)
(19091, 883, 1233, 12, 6, 0, 0)
(92829, 1209, 390, 8, 34, 0, 0)
(23091, 55, 424, 4, 46, 0, 1)
(71468, 843, 1983, 14, 5, 1, 1)
(89341, 1487, 418, 10, 8, 0, 0)
(98794, 931, 25, 16, 49, 0, 0)
(42162, 1369, 55, 10, 10, 0, 0)
(50462, 516, 624, 8, 27, 0, 0)
(99062, 1557, 264, 14, 28, 1, 0)
(104630, 827, 264, 8, 46, 0, 0)
(36815, 932, 543, 8, 26, 0, 1)
(20625, 52, 1535, 10, 42, 0, 1)
(85133, 733, 1193, 14, 2, 0, 1)
(26647, 1382, 1320, 10, 36, 0, 1)
(10502, 424, 372, 6, 17, 0, 0)
(25525, 1920, 812, 16, 6, 0, 0)
(107354, 1846, 1457, 8, 25, 0, 0)
(56487, 1434, 532, 6, 12, 0, 0)
(72513, 202, 635, 8, 8, 0, 1)
(84723, 1784, 478, 10, 48, 1, 0)
(16919, 1703, 222, 4, 29, 0, 0)
(39287, 1833, 246, 4, 7, 0, 0)
(64654, 1320, 635, 6, 43, 0, 0)
(41380, 74, 759, 16, 26, 0, 0)
(12103, 372, 1833, 16, 41, 0, 0)
(108017, 619, 733, 16, 15, 0, 0)
(19054, 263, 1974, 12, 5, 0, 0)
(88360, 619, 751, 8, 23, 0, 1)
(65357, 843, 757, 10, 28, 0, 1)
(37727, 167, 768, 8, 44, 0, 0)
(51462, 1977, 1104, 6, 31, 0, 0)
(71682, 1483, 1025, 4, 49, 0, 0)
(49854, 733, 635, 8, 23, 0, 0)
(69629, 751, 1956, 14, 42, 0, 0)
(69886, 370, 759, 14, 47, 0, 0)
(94631, 435, 768, 16, 20, 0, 0)
(59306, 293, 25, 16, 48, 0, 0)
(99759, 915, 1666, 4, 41, 0, 0)
(88931, 1483, 624, 12, 31, 0, 0)
(13581, 613, 733, 6, 30, 0, 0)
(64718, 1483, 260, 12, 26, 0, 0)
(21937, 751, 1982, 4, 46, 0, 0)
(81486, 744, 372, 6, 3, 1, 0)
(55016, 1857, 1840, 14, 43, 0, 1)
(67589, 826, 1009, 4, 2, 0, 1)
(47604, 1030, 25, 14, 41, 0, 0)
(63992, 865, 759, 16, 6, 0, 0)
(78708, 1487, 246, 16, 41, 0, 0)
(26654, 671, 1233, 4, 37, 0, 0)
(19964, 1666, 1386, 16, 39, 0, 0)
(109828, 477, 490, 6, 35, 0, 0)
(85032, 362, 1412, 10, 14, 0, 0)
(105360, 768, 1966, 4, 49, 0, 0)
(14994, 1846, 1233, 8, 49, 0, 1)
(109255, 695, 543, 14, 27, 1, 0)
(40751, 1911, 418, 4, 35, 0, 0)
(109422, 1982, 1320, 14, 14, 0, 0)
(77595, 712, 812, 10, 35, 0, 0)
(14485, 1471, 1369, 14, 20, 0, 0)
(78690, 1535, 246, 10, 13, 0, 0)
(73210, 1015, 751, 10, 36, 0, 0)
(41877, 1003, 532, 10, 11, 1, 1)
(48331, 826, 546, 8, 12, 0, 1)
(96605, 1209, 65, 16, 23, 0, 0)
(96714, 843, 1699, 14, 39, 0, 0)
(32230, 478, 1982, 14, 10, 0, 0)
(74100, 1551, 777, 10, 35, 0, 1)
(75222, 1911, 127, 10, 22, 0, 0)
(14855, 370, 1983, 6, 39, 0, 0)
(103758, 865, 1500, 4, 39, 0, 1)
(44252, 1944, 1011, 12, 35, 0, 0)
(11986, 293, 264, 8, 17, 0, 0)
(52239, 74, 580, 14, 11, 0, 0)
(51834, 1594, 1666, 8, 2, 0, 0)
(99373, 435, 768, 8, 23, 0, 0)
(87350, 216, 532, 6, 19, 0, 0)
(63807, 6, 65, 12, 12, 0, 0)
(79266, 1423, 733, 16, 37, 0, 0)
(93707, 1025, 222, 6, 1, 0, 0)
(14914, 372, 1535, 12, 28, 0, 1)
(95674, 216, 546, 14, 49, 0, 0)
(51998, 827, 865, 8, 17, 0, 0)
(36438, 1666, 812, 16, 12, 0, 0)
(77057, 263, 1983, 14, 27, 0, 0)
(17816, 1431, 917, 12, 15, 0, 0)
(73880, 1045, 1009, 8, 42, 0, 0)
(42684, 149, 819, 8, 25, 0, 0)
(15700, 546, 1551, 4, 32, 0, 0)
(12040, 1483, 969, 14, 25, 0, 0)
(88907, 779, 532, 16, 2, 1, 0)
(34288, 1320, 1024, 14, 12, 0, 1)
(24536, 1857, 940, 8, 42, 0, 1)
(37986, 1631, 1487, 16, 33, 1, 0)
(103596, 712, 1888, 6, 5, 0, 0)
(77830, 820, 1386, 6, 4, 0, 0)
(105140, 264, 65, 16, 34, 0, 0)
(101057, 876, 193, 8, 20, 0, 0)
(71916, 827, 1412, 10, 20, 0, 0)
(10479, 771, 865, 8, 13, 0, 1)
(82753, 1774, 546, 14, 3, 0, 0)
(98861, 1576, 1233, 4, 48, 0, 0)
(57074, 52, 1369, 6, 4, 0, 0)
(46612, 781, 1009, 16, 5, 0, 1)
(75757, 1423, 733, 4, 25, 0, 1)
(20872, 619, 149, 12, 6, 1, 0)
(10480, 167, 917, 12, 11, 0, 0)
(38361, 201, 1857, 12, 27, 1, 1)
(42315, 777, 149, 14, 22, 0, 1)
(11507, 619, 751, 12, 8, 0, 0)
(102389, 1744, 222, 12, 19, 0, 1)
(54844, 757, 1623, 4, 35, 0, 0)
(29965, 149, 876, 8, 49, 0, 0)
(82937, 511, 1631, 4, 31, 0, 0)
(21607, 515, 490, 6, 43, 0, 0)
(66074, 1703, 733, 12, 12, 0, 0)
(19406, 515, 65, 14, 36, 0, 0)
(67105, 424, 1977, 8, 2, 0, 0)
(34752, 733, 1703, 6, 5, 0, 0)
(43204, 202, 635, 16, 49, 0, 0)
(41410, 963, 812, 12, 31, 0, 0)
(46627, 147, 1457, 14, 3, 0, 0)
(67553, 827, 1666, 12, 9, 0, 0)
(89129, 827, 166, 8, 32, 0, 0)
(100568, 1840, 757, 4, 23, 0, 0)
(21789, 193, 532, 6, 39, 0, 0)
(102633, 1551, 1015, 4, 43, 0, 0)
(58878, 565, 757, 4, 1, 0, 0)
(48531, 483, 532, 16, 3, 1, 0)
(20295, 794, 25, 10, 25, 0, 0)
(59262, 263, 1857, 4, 45, 0, 1)
(96040, 1218, 65, 14, 19, 0, 0)
(65194, 1963, 1551, 6, 40, 0, 0)
(56297, 751, 1963, 10, 36, 0, 0)
(103189, 1020, 1009, 10, 29, 0, 0)
(26871, 370, 768, 16, 39, 0, 0)
(79154, 558, 1233, 8, 12, 0, 0)
(104155, 1083, 733, 14, 22, 0, 0)
(21357, 865, 1011, 10, 16, 0, 0)
(49036, 904, 65, 16, 28, 0, 1)
(72119, 1412, 65, 16, 2, 0, 0)
(61627, 293, 1233, 16, 33, 0, 0)
(63181, 1422, 65, 10, 37, 1, 0)
(22100, 1024, 1320, 16, 26, 0, 0)
(109551, 516, 260, 14, 38, 1, 0)
(89822, 1483, 624, 10, 8, 1, 0)
(34574, 95, 65, 16, 34, 0, 1)
(58463, 1846, 1412, 8, 37, 0, 0)
(99690, 667, 1963, 16, 40, 0, 0)
(42482, 424, 733, 12, 41, 0, 0)
(41926, 1083, 1631, 14, 34, 0, 0)
(105024, 543, 193, 16, 38, 0, 0)
(66375, 512, 263, 4, 15, 1, 0)
(90706, 1030, 264, 8, 45, 0, 0)
(65139, 1631, 532, 10, 49, 0, 0)
(96843, 777, 418, 10, 19, 0, 0)
(51317, 771, 263, 12, 30, 1, 1)
(14458, 1944, 1011, 8, 8, 0, 0)
(75221, 1557, 843, 10, 18, 0, 0)
(33877, 622, 1024, 4, 9, 0, 0)
(100135, 865, 771, 12, 15, 0, 0)
(82640, 778, 65, 8, 16, 0, 0)
(25795, 52, 1535, 4, 49, 0, 0)
(74933, 246, 1784, 14, 42, 0, 0)
(38791, 1535, 222, 16, 20, 0, 0)
(80471, 1594, 865, 12, 29, 0, 1)
(81937, 1760, 25, 8, 14, 0, 0)
(103907, 613, 149, 12, 35, 0, 0)
(55545, 477, 812, 14, 29, 0, 0)
(81743, 757, 167, 10, 19, 0, 0)
(39935, 779, 532, 4, 8, 0, 0)
(24017, 773, 1233, 14, 29, 0, 0)
(83445, 167, 362, 12, 37, 0, 1)
(50517, 826, 546, 16, 42, 0, 0)
(92704, 904, 768, 4, 10, 0, 0)
(46699, 1422, 812, 6, 26, 0, 0)
(22635, 777, 733, 4, 21, 0, 0)
(34721, 201, 1857, 6, 27, 0, 0)
(48636, 167, 362, 8, 22, 0, 1)
(89990, 214, 812, 12, 14, 1, 0)
(24302, 483, 532, 8, 28, 0, 0)
(20730, 931, 477, 4, 8, 0, 1)
(62888, 932, 1024, 14, 46, 1, 1)
(101092, 154, 149, 16, 49, 0, 0)
(59563, 1030, 264, 6, 11, 0, 0)
(41339, 1846, 1233, 12, 35, 1, 0)
(58216, 260, 751, 16, 35, 0, 0)
(11363, 1457, 771, 8, 8, 1, 0)
(73584, 1179, 1233, 6, 14, 0, 0)
(94253, 619, 222, 14, 27, 0, 0)
(87201, 1821, 1233, 6, 43, 0, 0)
(83093, 246, 1535, 4, 39, 0, 0)
(96545, 424, 52, 14, 1, 0, 1)
(43128, 1320, 260, 16, 25, 0, 0)
(73636, 557, 1369, 14, 10, 0, 0)
(56948, 1983, 1666, 12, 19, 0, 0)
(10250, 1422, 580, 14, 41, 0, 0)
(93902, 546, 733, 8, 42, 0, 0)
(68009, 624, 667, 12, 34, 0, 0)
(35752, 917, 263, 12, 25, 0, 0)
(58330, 1706, 695, 10, 27, 0, 0)
(33668, 1006, 418, 4, 16, 1, 1)
(56845, 1833, 127, 16, 38, 0, 0)
(82368, 1431, 812, 14, 31, 0, 0)
(64087, 1551, 1006, 14, 25, 0, 0)
(103546, 819, 149, 4, 18, 0, 0)
(78230, 1487, 1977, 8, 25, 1, 0)
(17601, 1821, 940, 8, 14, 0, 0)
(104909, 963, 65, 4, 30, 0, 1)
(87080, 963, 1983, 16, 16, 0, 0)
(93601, 1857, 565, 12, 43, 0, 0)
(11014, 1471, 424, 16, 46, 1, 0)
(61859, 820, 1857, 8, 11, 0, 0)
(43218, 519, 1784, 8, 10, 0, 0)
(102281, 779, 532, 12, 23, 0, 0)
(20920, 125, 127, 16, 11, 0, 1)
(79298, 1320, 624, 8, 18, 0, 0)
(77470, 932, 744, 12, 9, 1, 0)
(88606, 1888, 1658, 14, 23, 0, 0)
(55292, 876, 149, 8, 45, 0, 0)
(51044, 915, 1944, 10, 46, 1, 0)
(59719, 1631, 1104, 8, 16, 0, 0)
(95980, 424, 418, 10, 24, 0, 0)
(32414, 1631, 1083, 16, 43, 0, 0)
(97356, 712, 736, 10, 21, 1, 0)
(29471, 773, 820, 12, 1, 0, 0)
(52631, 511, 418, 16, 25, 0, 0)
(70237, 1821, 1457, 4, 7, 0, 1)
(80693, 757, 712, 8, 11, 0, 0)
(51639, 831, 490, 4, 4, 0, 0)
(69165, 1179, 1233, 12, 29, 0, 0)
(49076, 1557, 25, 4, 32, 0, 0)
(103479, 963, 65, 10, 38, 0, 0)
(16109, 1483, 1956, 16, 13, 0, 0)
(60478, 1431, 1857, 8, 23, 0, 1)
(76972, 478, 777, 12, 20, 0, 0)
(50954, 1974, 1412, 10, 4, 0, 0)
(67797, 1515, 1233, 12, 4, 0, 0)
(23908, 1974, 843, 6, 32, 0, 1)
(61364, 613, 695, 6, 5, 0, 0)
(109690, 932, 1024, 4, 5, 1, 1)
(45588, 827, 865, 4, 28, 0, 0)
(27948, 546, 216, 6, 32, 0, 0)
(58658, 424, 127, 10, 36, 1, 1)
(94308, 1974, 201, 10, 26, 0, 0)
(72502, 1434, 532, 14, 29, 0, 0)
(91343, 1944, 1983, 10, 25, 0, 1)
(66014, 1179, 264, 8, 33, 0, 0)
(69947, 1784, 751, 16, 20, 0, 0)
(38117, 940, 147, 6, 26, 0, 0)
(14309, 1658, 558, 10, 45, 0, 1)
(78228, 622, 624, 4, 20, 0, 0)
(76549, 125, 733, 8, 33, 0, 0)
(46993, 516, 1009, 14, 39, 0, 0)
(23386, 1623, 1386, 14, 17, 0, 0)
(12288, 966, 424, 14, 47, 1, 1)
(103308, 1977, 1369, 8, 19, 0, 1)
(55915, 1386, 1412, 8, 31, 0, 0)
(91485, 751, 532, 4, 49, 0, 1)
(19962, 931, 477, 16, 10, 0, 0)
(75668, 751, 1009, 6, 20, 0, 0)
(82625, 543, 222, 14, 35, 0, 1)
(45120, 1006, 418, 14, 16, 0, 0)
(29019, 55, 1706, 14, 49, 0, 0)
(107257, 1515, 1233, 10, 19, 0, 0)
(85424, 534, 1631, 10, 30, 0, 0)
(55438, 1320, 1104, 8, 44, 0, 0)
(87817, 1003, 1369, 4, 35, 0, 0)
(13067, 74, 580, 6, 46, 0, 0)
(90147, 512, 1457, 12, 28, 0, 1)
(95414, 843, 1557, 14, 43, 0, 0)
(102324, 1193, 193, 6, 4, 0, 0)
(65550, 1030, 264, 4, 9, 0, 1)
(71907, 1009, 222, 8, 30, 0, 0)
(94021, 1423, 733, 14, 17, 0, 0)
(48041, 424, 52, 6, 49, 0, 0)
(83598, 1857, 477, 12, 31, 0, 0)
(63351, 1983, 982, 6, 47, 0, 0)
(77919, 671, 865, 10, 30, 0, 0)
(48270, 794, 820, 10, 18, 0, 1)
(75064, 515, 490, 8, 38, 0, 0)
(93607, 511, 246, 6, 31, 0, 0)
(62035, 1974, 201, 4, 34, 0, 0)
(63373, 667, 1784, 8, 13, 0, 0)
(24398, 827, 865, 10, 36, 1, 0)
(91768, 222, 543, 14, 47, 0, 0)
(62812, 166, 771, 14, 4, 1, 0)
(102573, 865, 757, 6, 27, 0, 0)
(11922, 127, 1015, 10, 1, 1, 0)
(55146, 966, 1024, 4, 45, 0, 0)
(73384, 580, 1944, 10, 14, 0, 0)
(105489, 635, 695, 16, 26, 0, 0)
(53238, 966, 511, 12, 39, 0, 0)
(61932, 1434, 1369, 16, 38, 0, 0)
(71136, 264, 827, 14, 21, 1, 0)
(83752, 1623, 490, 12, 46, 0, 0)
(64511, 55, 424, 12, 17, 0, 0)
(46525, 1603, 222, 16, 38, 0, 0)
(73134, 865, 757, 16, 38, 0, 0)
(44511, 74, 490, 4, 27, 0, 1)
(57318, 635, 695, 14, 44, 0, 0)
(79620, 1382, 1320, 8, 24, 0, 0)
(40839, 246, 125, 10, 31, 0, 0)
(87686, 1030, 25, 8, 37, 0, 1)
(34295, 1774, 546, 12, 39, 0, 0)
(88019, 831, 1699, 12, 23, 0, 0)
(76841, 876, 733, 4, 19, 0, 0)
(68267, 1576, 1233, 10, 28, 0, 1)
(108946, 1209, 390, 16, 32, 0, 1)
(67708, 1483, 1024, 16, 28, 0, 0)
(95029, 1576, 1457, 4, 45, 0, 0)
(82726, 635, 1320, 4, 30, 1, 0)
(77903, 565, 768, 8, 11, 0, 0)
(95503, 1631, 1193, 10, 15, 0, 1)
(82772, 1083, 1631, 14, 12, 0, 0)
(12260, 154, 1320, 16, 6, 0, 0)
(100797, 1233, 390, 10, 31, 0, 0)
(34270, 757, 477, 6, 18, 0, 1)
(74693, 515, 1983, 16, 29, 0, 0)
(108307, 1846, 1412, 6, 4, 0, 0)
(65846, 671, 264, 10, 31, 0, 0)
(84261, 1535, 52, 6, 20, 0, 0)
(94376, 982, 768, 12, 8, 0, 0)
(40135, 759, 940, 16, 24, 0, 1)
(103591, 565, 65, 16, 42, 0, 0)
(56066, 932, 532, 14, 40, 0, 0)
(23785, 1003, 1009, 8, 22, 1, 0)
(101293, 477, 1857, 12, 43, 0, 1)
(52804, 1576, 1457, 12, 11, 0, 0)
(61599, 534, 1631, 4, 30, 0, 0)
(75296, 1431, 812, 10, 36, 0, 0)
(99497, 565, 65, 14, 17, 1, 0)
(45589, 1233, 915, 16, 7, 1, 1)
(17562, 982, 768, 6, 19, 0, 1)
(94091, 1706, 418, 10, 29, 0, 0)
(85511, 613, 733, 16, 41, 1, 0)
(69382, 1487, 149, 4, 18, 0, 0)
(12803, 1083, 733, 16, 44, 0, 0)
(66205, 744, 1471, 10, 13, 0, 0)
(85494, 543, 55, 10, 24, 0, 0)
(82397, 246, 1535, 14, 45, 0, 0)
(71313, 1193, 149, 4, 41, 0, 0)
(16880, 744, 1320, 10, 37, 0, 1)
(11893, 733, 744, 6, 22, 0, 0)
(105168, 166, 917, 4, 30, 0, 0)
(82287, 435, 65, 6, 47, 0, 0)
(106728, 1888, 1658, 8, 19, 0, 0)
(31400, 1003, 1369, 16, 26, 0, 0)
(36562, 512, 166, 6, 22, 0, 0)
(98586, 883, 940, 8, 46, 0, 0)
(105119, 751, 1369, 10, 12, 0, 1)
(37933, 1179, 1233, 16, 22, 0, 0)
(80890, 778, 362, 6, 19, 0, 0)
(26474, 263, 512, 4, 39, 0, 0)
(87723, 293, 831, 6, 3, 0, 0)
(15000, 201, 917, 12, 19, 0, 1)
(59423, 1846, 1233, 12, 10, 0, 1)
(86832, 736, 166, 14, 43, 0, 1)
(85484, 1218, 65, 8, 30, 0, 0)
(66044, 1623, 490, 14, 33, 0, 0)
(48204, 201, 1500, 14, 18, 1, 0)
(77795, 478, 1963, 12, 41, 0, 0)
(107218, 1947, 820, 16, 35, 0, 0)
(78158, 1821, 940, 12, 16, 0, 0)
(28447, 1956, 193, 16, 9, 0, 0)
(22835, 424, 222, 6, 15, 0, 0)
(21019, 1483, 260, 14, 5, 0, 1)
(24055, 1015, 127, 6, 35, 0, 0)
(30884, 917, 565, 8, 49, 0, 0)
(81817, 1551, 1369, 10, 6, 0, 0)
(69415, 216, 543, 4, 12, 0, 0)
(32547, 166, 771, 14, 30, 0, 0)
(68055, 751, 744, 16, 42, 0, 1)
(74625, 865, 1983, 14, 23, 1, 0)
(50973, 1857, 167, 12, 28, 0, 1)
(69703, 1840, 768, 10, 7, 0, 0)
(37912, 736, 1412, 8, 4, 0, 0)
(52823, 635, 478, 8, 40, 0, 1)
(20459, 512, 264, 8, 2, 1, 0)
(88436, 751, 744, 14, 15, 0, 1)
(21094, 1015, 695, 6, 16, 0, 0)
(99715, 1760, 201, 4, 20, 0, 0)
(91527, 667, 1009, 10, 4, 0, 1)
(85973, 932, 777, 4, 37, 0, 0)
(84786, 127, 1104, 6, 38, 0, 0)
(50104, 904, 65, 4, 44, 0, 0)
(97503, 773, 1209, 4, 41, 0, 0)
(103797, 1179, 264, 8, 5, 0, 0)
(94214, 915, 843, 6, 40, 0, 0)
(22038, 966, 543, 6, 10, 0, 0)
(85699, 771, 843, 16, 34, 0, 1)
(86471, 95, 390, 16, 16, 0, 1)
(22001, 1760, 1457, 16, 24, 0, 0)
(23855, 932, 532, 8, 27, 0, 0)
(94719, 1827, 1024, 4, 17, 1, 0)
(32793, 293, 1233, 16, 45, 0, 0)
(73872, 759, 370, 16, 9, 0, 1)
(109152, 1320, 1706, 10, 43, 0, 0)
(25522, 483, 624, 10, 3, 1, 0)
(49658, 362, 1623, 6, 5, 0, 0)
(72171, 263, 757, 16, 8, 0, 0)
(19969, 619, 1320, 6, 46, 0, 0)
(18628, 1193, 695, 12, 48, 0, 0)
(31115, 516, 1009, 16, 13, 0, 0)
(79141, 1015, 1631, 16, 25, 0, 0)
(91882, 819, 1977, 8, 22, 0, 0)
(77291, 695, 1009, 12, 34, 0, 0)
(36388, 1083, 733, 4, 24, 0, 0)
(13534, 372, 1009, 6, 22, 0, 1)
(69273, 1603, 733, 4, 27, 0, 1)
(73722, 1911, 733, 10, 24, 0, 1)
(76483, 1434, 1009, 6, 42, 0, 0)
(104157, 744, 1003, 12, 44, 0, 1)
(40299, 1977, 635, 14, 12, 0, 1)
(54202, 751, 624, 14, 28, 1, 0)
(82112, 29, 546, 8, 30, 0, 0)
(97862, 435, 490, 16, 36, 0, 0)
(64486, 963, 1983, 4, 44, 0, 0)
(107308, 1888, 712, 6, 38, 0, 0)
(88083, 1193, 127, 6, 23, 0, 0)
(19126, 1551, 1015, 6, 39, 0, 0)
(103776, 982, 65, 10, 33, 0, 0)
(29200, 1180, 1457, 8, 5, 0, 1)
(47743, 1594, 1666, 12, 12, 0, 0)
(99156, 1833, 372, 14, 28, 0, 0)
(58680, 624, 751, 8, 9, 0, 0)
(15992, 558, 1457, 10, 34, 1, 0)
(96964, 1699, 831, 16, 33, 1, 1)
(84587, 917, 264, 12, 10, 0, 1)
(44255, 1422, 490, 6, 14, 0, 0)
(50790, 1666, 147, 14, 44, 0, 0)
(52955, 1658, 768, 10, 18, 0, 0)
(22130, 1774, 624, 12, 3, 0, 0)
(55029, 1631, 1744, 12, 32, 0, 0)
(43856, 917, 1658, 6, 35, 0, 0)
(60192, 744, 695, 10, 15, 0, 1)
(53840, 779, 1009, 14, 1, 0, 0)
(96634, 515, 768, 8, 12, 0, 1)
(11310, 1003, 532, 12, 43, 0, 0)
(60900, 915, 1666, 4, 4, 0, 0)
(107897, 812, 1457, 8, 48, 0, 0)
(66226, 1983, 1412, 16, 42, 0, 0)
(12954, 1423, 733, 10, 8, 0, 0)
(45219, 149, 424, 16, 28, 0, 0)
(29347, 222, 635, 4, 44, 0, 0)
(18506, 1833, 246, 6, 32, 0, 0)
(96361, 1434, 1369, 4, 34, 0, 0)
(43860, 1104, 932, 14, 33, 0, 0)
(46020, 149, 511, 6, 8, 0, 0)
(20110, 515, 812, 10, 42, 0, 0)
(109742, 69, 546, 14, 32, 0, 0)
(74395, 778, 65, 14, 17, 0, 0)
(70709, 865, 1386, 14, 33, 1, 0)
(103929, 1209, 773, 14, 29, 0, 0)
(28117, 1631, 1006, 12, 17, 0, 0)
(11910, 216, 624, 16, 32, 0, 0)
(87763, 478, 1706, 4, 48, 0, 0)
(107407, 1483, 1193, 4, 41, 0, 0)
(64010, 671, 940, 4, 36, 0, 0)
(77949, 264, 917, 6, 10, 1, 1)
(11143, 635, 127, 6, 15, 0, 1)
(13443, 1666, 736, 16, 43, 0, 0)
(62737, 1006, 193, 14, 48, 1, 1)
(100128, 1535, 418, 12, 30, 1, 0)
(88885, 390, 1278, 16, 10, 0, 0)
(65517, 516, 546, 16, 44, 0, 1)
(44459, 777, 751, 10, 21, 0, 0)
(93416, 263, 736, 6, 8, 0, 1)
(39968, 1774, 1009, 8, 19, 0, 0)
(81626, 1666, 1386, 12, 31, 0, 0)
(96135, 483, 546, 14, 5, 0, 0)
(58114, 1535, 733, 4, 44, 0, 0)
(65398, 1500, 95, 8, 38, 0, 1)
(67869, 1320, 1193, 12, 31, 0, 0)
(75876, 418, 424, 8, 12, 1, 0)
(56167, 519, 532, 12, 4, 0, 1)
(91761, 490, 1431, 14, 19, 1, 1)
(23536, 1457, 1594, 10, 42, 0, 0)
(74479, 794, 25, 16, 38, 0, 0)
(80636, 1944, 759, 12, 28, 0, 0)
(41766, 932, 1982, 16, 43, 0, 0)
(46336, 1218, 65, 16, 35, 0, 0)
(83785, 1278, 759, 8, 45, 0, 0)
(10519, 940, 812, 16, 24, 0, 0)
(89658, 635, 246, 6, 3, 0, 0)
(60990, 1974, 1840, 8, 4, 1, 1)
(14935, 435, 65, 12, 45, 0, 0)
(46660, 25, 1760, 4, 47, 0, 0)
(96297, 1703, 733, 12, 32, 0, 1)
(109389, 969, 1483, 12, 14, 1, 0)
(101479, 557, 543, 8, 32, 0, 0)
(109085, 202, 546, 8, 10, 0, 0)
(76628, 1030, 264, 16, 18, 0, 0)
(50883, 635, 1977, 8, 25, 0, 0)
(87616, 963, 1857, 6, 37, 0, 0)
