#(id,length,speed,channel,from,to,isDuplex)
(6496, 24, 12, 3, 69, 516, 1)
(6501, 20, 8, 4, 1807, 1551, 1)
(6502, 24, 8, 2, 147, 558, 1)
(6504, 30, 15, 2, 166, 1658, 1)
(6510, 24, 12, 3, 1703, 1083, 1)
(6552, 40, 10, 2, 1045, 1218, 0)
(6554, 24, 12, 3, 777, 1982, 1)
(6557, 40, 10, 3, 1576, 1703, 1)
(6563, 40, 8, 1, 1920, 214, 1)
(6568, 30, 10, 4, 794, 931, 1)
(6571, 40, 8, 4, 1821, 1603, 1)
(6572, 40, 12, 4, 619, 1025, 1)
(6607, 24, 10, 2, 736, 1888, 1)
(6636, 40, 12, 3, 1784, 624, 1)
(6638, 20, 12, 2, 125, 1833, 1)
(6646, 36, 15, 3, 1278, 477, 1)
(6653, 20, 12, 4, 1020, 904, 1)
(6663, 30, 12, 2, 843, 201, 1)
(6671, 30, 15, 3, 931, 1557, 1)
(6695, 30, 10, 3, 812, 757, 1)
(6717, 20, 12, 4, 1944, 1623, 1)
(6718, 24, 12, 4, 390, 1699, 1)
(6726, 24, 15, 4, 201, 1944, 1)
(6727, 30, 12, 1, 771, 512, 1)
(6735, 20, 12, 2, 222, 1631, 1)
(6736, 30, 10, 2, 1977, 55, 1)
(6738, 20, 10, 2, 516, 1774, 1)
(6760, 40, 15, 1, 1977, 932, 1)
(6761, 24, 10, 1, 519, 202, 1)
(6764, 24, 10, 2, 904, 435, 1)
(6766, 20, 15, 3, 1963, 1784, 1)
(6771, 20, 10, 4, 865, 940, 1)
(6774, 24, 8, 1, 1603, 1911, 1)
(6776, 40, 15, 4, 695, 478, 1)
(6782, 40, 15, 4, 779, 1045, 1)
(6787, 20, 8, 4, 424, 744, 1)
(6788, 24, 10, 1, 1966, 1944, 1)
(6791, 20, 12, 3, 246, 372, 1)
(6799, 20, 15, 2, 712, 969, 1)
(6800, 24, 15, 2, 876, 619, 1)
(6804, 40, 15, 2, 1827, 1020, 1)
(6806, 36, 12, 1, 512, 147, 1)
(6813, 20, 10, 1, 1983, 768, 1)
(6826, 40, 8, 1, 512, 827, 0)
(6847, 30, 12, 1, 511, 424, 1)
(6848, 30, 12, 1, 831, 820, 1)
(6851, 40, 15, 1, 826, 781, 1)
(6854, 36, 10, 4, 202, 1003, 1)
(6868, 36, 15, 2, 1104, 777, 1)
(6870, 40, 10, 3, 1857, 757, 1)
(6875, 40, 10, 1, 1784, 1024, 1)
(6884, 20, 15, 3, 619, 1015, 1)
(6887, 24, 15, 3, 1911, 819, 1)
(6888, 24, 15, 4, 390, 1500, 1)
(6890, 30, 15, 3, 1631, 695, 1)
(6899, 30, 10, 4, 622, 216, 1)
(6900, 30, 10, 2, 1982, 543, 1)
(6908, 40, 8, 2, 125, 1487, 1)
(6911, 20, 8, 2, 246, 55, 1)
(6921, 36, 12, 4, 25, 843, 1)
(6924, 20, 15, 2, 768, 490, 1)
(6930, 20, 12, 2, 1807, 483, 1)
(6940, 36, 12, 4, 819, 1104, 1)
(6943, 36, 12, 2, 519, 216, 1)
(6944, 20, 15, 3, 1840, 1966, 1)
(6945, 40, 10, 3, 1412, 865, 0)
(6949, 24, 12, 4, 635, 543, 1)
(6954, 20, 12, 2, 293, 794, 1)
(6958, 20, 8, 3, 915, 771, 1)
(6989, 40, 12, 4, 534, 819, 1)
(6991, 40, 10, 4, 1320, 751, 1)
(6993, 20, 10, 3, 773, 390, 1)
