#(id,length,speed,channel,from,to,isDuplex)
(6798, 36, 20, 6, 1168, 48, 1)
(6810, 48, 8, 1, 613, 219, 1)
(6813, 30, 6, 3, 1178, 1306, 1)
(6815, 24, 20, 6, 1209, 1153, 1)
(6817, 30, 8, 2, 74, 1992, 1)
(6819, 48, 8, 1, 200, 1491, 0)
(6836, 24, 20, 6, 1839, 962, 1)
(6850, 50, 8, 2, 507, 223, 1)
(6855, 24, 6, 2, 1883, 1178, 1)
(6857, 40, 20, 6, 1275, 437, 1)
(6871, 48, 20, 6, 1708, 40, 1)
(6878, 30, 20, 6, 134, 200, 1)
(6881, 50, 10, 3, 643, 778, 1)
(6887, 36, 8, 2, 23, 1476, 1)
(6889, 48, 8, 3, 1015, 1394, 1)
(6900, 40, 6, 3, 1740, 669, 1)
(6902, 30, 20, 6, 1146, 281, 1)
(6903, 50, 12, 3, 789, 533, 1)
(6916, 36, 20, 6, 1489, 346, 1)
(6927, 24, 6, 2, 1773, 1387, 1)
(6929, 48, 20, 6, 177, 111, 1)
(6946, 24, 20, 6, 1387, 1825, 1)
(6948, 48, 8, 2, 223, 599, 1)
(6952, 50, 8, 2, 1804, 933, 1)
(6966, 30, 6, 2, 1677, 1981, 1)
