#(id,from,to,speed,planTime, priority, preset)
(11424, 1271, 1842, 8, 17, 0, 0)
(43098, 1486, 23, 12, 33, 0, 0)
(26665, 487, 614, 6, 8, 0, 0)
(98086, 1977, 962, 14, 9, 1, 0)
(95475, 166, 599, 12, 55, 0, 0)
(44895, 1489, 248, 8, 34, 0, 0)
(64762, 1015, 1386, 6, 19, 0, 0)
(24180, 572, 1306, 12, 7, 0, 0)
(28308, 1168, 1394, 18, 72, 0, 0)
(72913, 614, 437, 10, 95, 0, 0)
(87154, 1496, 219, 8, 41, 1, 0)
(37057, 799, 48, 6, 96, 1, 0)
(58061, 166, 346, 4, 61, 0, 0)
(17562, 1648, 1275, 12, 50, 0, 1)
(59848, 1364, 64, 14, 14, 1, 0)
(52788, 212, 177, 12, 57, 0, 1)
(72953, 1947, 1268, 18, 44, 0, 0)
(108895, 48, 1209, 16, 76, 0, 0)
(31090, 74, 1146, 16, 70, 0, 0)
(79760, 1992, 1489, 6, 84, 1, 0)
(38902, 1977, 1269, 18, 25, 0, 0)
(19209, 1005, 111, 10, 31, 0, 0)
(41017, 830, 64, 8, 69, 0, 0)
(43565, 153, 1920, 8, 39, 0, 0)
(63468, 1166, 999, 14, 26, 0, 0)
(42914, 1827, 1842, 16, 10, 0, 0)
(11717, 281, 1692, 16, 3, 0, 0)
(86909, 1229, 23, 8, 52, 0, 0)
(90895, 1044, 569, 18, 23, 0, 1)
(60840, 1275, 1825, 6, 39, 0, 0)
(76298, 1648, 1947, 8, 66, 0, 0)
(32838, 887, 40, 10, 93, 0, 0)
(96137, 1636, 177, 12, 55, 1, 0)
(12518, 74, 1146, 12, 60, 0, 0)
(27463, 799, 1984, 4, 51, 0, 0)
(34166, 1821, 1166, 6, 66, 0, 0)
(72254, 1708, 1080, 6, 80, 0, 0)
(45568, 1053, 40, 10, 42, 0, 0)
(27118, 1636, 533, 14, 69, 0, 0)
(38799, 1804, 1825, 16, 18, 0, 0)
(49029, 1636, 1984, 10, 16, 0, 0)
(57426, 732, 1489, 8, 73, 0, 0)
(55717, 1168, 799, 14, 17, 0, 0)
(93700, 962, 150, 4, 28, 0, 0)
(105651, 1922, 1209, 16, 74, 0, 0)
(108603, 1080, 437, 12, 93, 0, 0)
(66651, 643, 134, 6, 84, 1, 1)
(98341, 1146, 248, 12, 47, 0, 0)
(70087, 128, 1491, 14, 62, 0, 0)
(30994, 1692, 346, 8, 58, 0, 0)
(80161, 153, 1947, 10, 81, 0, 0)
(14305, 608, 1364, 18, 78, 1, 0)
(101084, 111, 199, 10, 3, 0, 0)
(104572, 1987, 346, 16, 54, 1, 0)
(94017, 1821, 1912, 14, 99, 0, 0)
(18332, 933, 1825, 6, 74, 0, 0)
(15996, 299, 1005, 16, 69, 0, 0)
(66453, 25, 1636, 4, 80, 1, 0)
(83799, 62, 490, 12, 6, 0, 0)
(78933, 669, 25, 6, 91, 0, 0)
(104035, 1386, 1153, 10, 99, 0, 0)
(42472, 1987, 1074, 12, 54, 1, 0)
(58407, 1947, 791, 4, 84, 0, 0)
(108719, 1648, 1947, 16, 14, 0, 0)
(50354, 1800, 346, 12, 75, 0, 1)
(34743, 264, 1636, 10, 84, 0, 0)
(27080, 1635, 1476, 8, 74, 0, 0)
(30838, 1489, 613, 16, 41, 0, 0)
(77759, 264, 1182, 18, 69, 0, 0)
(67065, 1804, 1523, 16, 9, 0, 0)
(68005, 1839, 177, 14, 89, 0, 0)
(15164, 1344, 1162, 4, 83, 0, 0)
(94072, 28, 25, 18, 17, 0, 0)
(11239, 732, 281, 12, 9, 0, 0)
(11762, 1271, 1708, 14, 37, 0, 0)
(84286, 1819, 546, 14, 26, 0, 0)
(38618, 1132, 1819, 6, 84, 1, 0)
(62006, 1182, 1355, 12, 60, 0, 0)
(44715, 28, 1168, 18, 86, 0, 0)
(17992, 23, 1636, 18, 20, 0, 1)
(40985, 1085, 1132, 18, 51, 1, 0)
(49129, 1229, 1767, 16, 85, 1, 0)
(65968, 732, 346, 16, 4, 0, 0)
(99510, 264, 1301, 10, 82, 0, 0)
(47277, 516, 1178, 14, 38, 0, 0)
(95931, 64, 166, 10, 15, 0, 0)
(27821, 1269, 177, 6, 44, 0, 0)
(80649, 1268, 613, 4, 74, 0, 0)
(75612, 1491, 1956, 4, 27, 0, 0)
(14795, 1800, 346, 6, 65, 0, 0)
(51771, 62, 346, 16, 76, 0, 0)
(57506, 685, 74, 16, 40, 0, 0)
(70047, 177, 1065, 6, 84, 0, 0)
(12582, 64, 830, 6, 12, 0, 0)
(97872, 1394, 1476, 10, 89, 0, 0)
(47868, 1839, 1306, 12, 99, 1, 0)
(37360, 1386, 1065, 8, 52, 0, 0)
(55295, 579, 1229, 14, 12, 0, 0)
(53349, 133, 1065, 14, 40, 0, 0)
(92733, 1636, 533, 8, 34, 1, 0)
(109127, 1207, 1065, 6, 61, 1, 0)
(74271, 1977, 1839, 18, 24, 0, 0)
(44104, 830, 1268, 4, 11, 0, 0)
(54649, 1344, 1301, 18, 24, 0, 0)
(66238, 685, 74, 4, 21, 0, 0)
(36761, 945, 1306, 6, 22, 0, 0)
(72574, 1053, 1842, 6, 79, 0, 0)
(22113, 579, 764, 16, 94, 0, 0)
(74525, 1074, 1956, 4, 81, 0, 0)
(75687, 1496, 1708, 12, 11, 0, 0)
(76151, 1773, 1275, 16, 12, 0, 0)
(63744, 1537, 1162, 8, 97, 0, 0)
(55550, 1825, 1987, 16, 95, 0, 0)
(74092, 1804, 346, 18, 27, 0, 0)
(79354, 1074, 166, 10, 66, 0, 0)
(51066, 1635, 1386, 16, 97, 0, 0)
(27930, 212, 1984, 6, 37, 0, 0)
(24657, 487, 1981, 8, 15, 0, 0)
(30341, 132, 1489, 4, 25, 0, 0)
(102946, 248, 1981, 16, 83, 0, 0)
(20482, 1053, 1800, 16, 76, 0, 0)
(26394, 1005, 177, 16, 64, 0, 0)
(69828, 212, 569, 10, 50, 0, 0)
(42094, 1740, 1168, 12, 35, 0, 0)
(33316, 643, 243, 12, 13, 0, 0)
(93826, 1523, 437, 18, 59, 0, 0)
(94772, 281, 74, 8, 76, 0, 0)
(95612, 1842, 1271, 10, 70, 0, 0)
(107162, 1523, 1813, 8, 75, 1, 0)
(73581, 1031, 1065, 14, 92, 0, 0)
(74441, 166, 223, 16, 41, 0, 0)
(43602, 1275, 1825, 12, 76, 0, 0)
(35817, 200, 643, 10, 23, 0, 0)
(78857, 1355, 546, 8, 74, 0, 0)
(30548, 154, 346, 18, 14, 0, 0)
(91611, 64, 830, 4, 84, 0, 0)
(103214, 1271, 1585, 8, 17, 0, 0)
(102656, 1692, 1146, 8, 82, 0, 0)
(90390, 199, 1476, 8, 43, 0, 1)
(95254, 212, 1984, 14, 44, 0, 0)
(34309, 1015, 1386, 18, 59, 0, 0)
(77815, 1956, 281, 18, 93, 1, 0)
(20366, 1420, 569, 14, 68, 0, 0)
(91235, 1509, 1268, 12, 30, 0, 0)
(28493, 1132, 1355, 18, 90, 0, 0)
(13853, 199, 1355, 8, 84, 0, 0)
(53660, 546, 515, 10, 97, 0, 0)
(60463, 154, 346, 16, 42, 0, 0)
(81318, 1065, 1819, 16, 10, 0, 0)
(57158, 1992, 1489, 16, 29, 0, 0)
(101514, 28, 111, 12, 14, 0, 1)
(39772, 1162, 177, 12, 25, 1, 0)
(98498, 1825, 1842, 6, 75, 0, 0)
(48052, 1476, 1065, 16, 81, 0, 0)
(43278, 490, 1585, 18, 25, 0, 0)
(98089, 608, 1813, 6, 28, 0, 0)
(88397, 1984, 572, 12, 19, 0, 0)
(91498, 533, 1839, 16, 33, 0, 0)
(39693, 1633, 1537, 16, 10, 0, 0)
(92219, 1306, 1229, 6, 2, 0, 0)
(16536, 579, 764, 4, 39, 0, 0)
(26281, 1842, 64, 8, 55, 0, 0)
(65297, 1364, 685, 18, 91, 0, 0)
(48210, 1364, 1496, 18, 38, 1, 0)
(74852, 1804, 1489, 14, 70, 0, 0)
(52324, 437, 243, 18, 98, 0, 0)
(18726, 1005, 299, 4, 37, 0, 0)
(67366, 1080, 437, 16, 17, 0, 0)
(83923, 1496, 219, 16, 17, 0, 0)
(98437, 669, 1306, 6, 74, 0, 0)
(99552, 533, 962, 14, 51, 0, 0)
(33675, 382, 64, 16, 14, 0, 0)
(75337, 830, 490, 4, 54, 0, 0)
(54489, 669, 1386, 10, 95, 1, 0)
(21077, 1387, 437, 14, 22, 0, 0)
(81723, 732, 887, 14, 73, 0, 0)
(44521, 1053, 1708, 4, 95, 0, 0)
(71368, 1153, 1386, 6, 42, 0, 0)
(105459, 373, 901, 6, 33, 0, 0)
(24007, 1633, 177, 16, 34, 0, 0)
(67378, 23, 1209, 14, 60, 0, 0)
(82556, 1767, 962, 12, 94, 0, 1)
(77806, 515, 962, 18, 16, 0, 0)
(90629, 1537, 764, 18, 99, 1, 0)
(47811, 212, 177, 14, 78, 1, 0)
(95154, 764, 533, 4, 58, 0, 0)
(103524, 1053, 40, 14, 36, 0, 0)
(46539, 1955, 1839, 8, 42, 0, 0)
(25384, 1955, 962, 6, 99, 1, 1)
(28246, 830, 1146, 4, 26, 0, 0)
(35390, 1491, 1708, 18, 71, 0, 1)
(11144, 1813, 599, 10, 54, 0, 0)
(10299, 1523, 1947, 12, 14, 1, 0)
(78229, 1987, 1489, 18, 27, 1, 0)
(17787, 1168, 1912, 12, 74, 1, 0)
(19924, 1955, 764, 6, 45, 0, 0)
(68372, 1912, 373, 12, 59, 0, 0)
(22366, 437, 614, 14, 2, 0, 0)
(89253, 1053, 732, 10, 7, 1, 0)
(14494, 945, 23, 18, 79, 0, 0)
(77560, 1987, 1825, 18, 42, 0, 0)
(41818, 1271, 1842, 18, 63, 0, 0)
(25327, 28, 1178, 12, 26, 0, 0)
(97957, 1955, 764, 12, 63, 0, 0)
(105955, 1585, 887, 4, 5, 0, 0)
(50856, 1635, 1476, 12, 22, 0, 0)
(88876, 243, 1842, 10, 49, 0, 0)
(57709, 1386, 1912, 6, 60, 0, 0)
(80605, 264, 901, 18, 62, 0, 0)
(47707, 248, 997, 10, 1, 0, 0)
(45548, 1486, 1476, 10, 29, 0, 0)
(94884, 1984, 1182, 12, 80, 0, 0)
(21283, 1567, 1229, 18, 53, 0, 0)
(45838, 264, 546, 8, 29, 0, 0)
(18176, 1839, 150, 10, 78, 0, 0)
(66079, 1143, 1489, 6, 99, 1, 0)
(65368, 1955, 764, 16, 54, 0, 0)
(45972, 1271, 1708, 12, 49, 0, 0)
(90340, 487, 1080, 18, 12, 0, 0)
(100080, 685, 1800, 14, 81, 1, 0)
(94839, 382, 346, 18, 93, 1, 0)
(25908, 1567, 1486, 4, 57, 1, 0)
(94020, 1080, 248, 10, 45, 0, 0)
(80745, 1804, 1080, 8, 13, 0, 0)
(81460, 1767, 1209, 12, 93, 1, 0)
(104015, 1708, 1491, 10, 78, 0, 0)
(27367, 791, 1947, 18, 49, 0, 0)
(93629, 153, 1842, 4, 53, 0, 0)
(58426, 1272, 1275, 4, 32, 0, 0)
(57238, 999, 546, 14, 96, 0, 0)
(102987, 1272, 1585, 16, 23, 0, 0)
(80782, 569, 1005, 16, 12, 0, 0)
(90963, 1476, 546, 16, 87, 0, 0)
(105656, 1920, 1825, 16, 58, 0, 0)
(73164, 778, 1074, 6, 92, 0, 0)
(42396, 62, 1146, 12, 62, 0, 0)
(101738, 223, 643, 14, 55, 0, 0)
(101728, 1275, 1272, 6, 80, 0, 0)
(17240, 1229, 1386, 16, 17, 0, 0)
(90485, 248, 1074, 18, 78, 0, 0)
(78546, 507, 1708, 8, 40, 0, 0)
(71035, 599, 613, 6, 31, 0, 1)
(35863, 1827, 1275, 6, 41, 0, 1)
(36672, 1825, 1804, 16, 35, 1, 0)
(83133, 1268, 778, 16, 83, 0, 0)
(79789, 945, 1306, 12, 40, 0, 0)
(40194, 1813, 1489, 10, 72, 0, 0)
(61931, 1355, 1132, 14, 9, 0, 0)
(31780, 1827, 1947, 16, 99, 0, 0)
(32490, 248, 608, 12, 18, 1, 0)
(98191, 281, 248, 6, 83, 0, 1)
(87403, 1839, 533, 12, 44, 0, 0)
(86413, 830, 346, 16, 43, 1, 0)
(10134, 1740, 1306, 8, 83, 0, 0)
(73533, 1773, 1275, 12, 82, 0, 0)
(54321, 1585, 599, 10, 25, 0, 0)
(86323, 28, 1977, 18, 73, 1, 0)
(23284, 1955, 764, 10, 77, 1, 1)
(34134, 64, 1947, 16, 68, 1, 0)
(81029, 1207, 1065, 10, 88, 0, 0)
(55213, 223, 643, 4, 18, 0, 0)
(89979, 546, 48, 10, 52, 0, 0)
(74292, 685, 643, 16, 67, 0, 0)
(41644, 1955, 962, 16, 27, 0, 0)
(32534, 997, 1585, 4, 8, 0, 0)
(55831, 1804, 1523, 12, 26, 0, 0)
(40694, 128, 1074, 18, 58, 1, 0)
(51396, 507, 1585, 4, 46, 0, 0)
(61194, 153, 1920, 12, 57, 0, 0)
(47728, 516, 1355, 18, 97, 0, 0)
(52014, 579, 764, 12, 68, 0, 0)
(105464, 1182, 264, 14, 66, 0, 0)
(27832, 1476, 945, 14, 46, 0, 0)
(68144, 1182, 23, 14, 80, 1, 0)
(100266, 64, 613, 12, 60, 0, 0)
(18743, 999, 962, 18, 62, 0, 0)
(56910, 1272, 128, 12, 57, 0, 0)
(58077, 515, 764, 8, 92, 1, 0)
(17801, 1132, 373, 4, 4, 0, 0)
(24313, 62, 1074, 18, 98, 0, 0)
(65808, 1970, 1146, 18, 59, 0, 0)
(93284, 778, 1272, 16, 32, 0, 0)
(86088, 1839, 1355, 10, 32, 1, 0)
(34051, 202, 1800, 8, 70, 0, 0)
(21215, 346, 1708, 4, 98, 0, 1)
(23558, 166, 685, 6, 55, 0, 0)
(74324, 1825, 1804, 4, 91, 0, 0)
(51244, 1132, 23, 14, 57, 0, 0)
(78664, 599, 643, 12, 41, 0, 0)
(37264, 515, 546, 10, 33, 0, 0)
(73929, 25, 1166, 16, 97, 0, 1)
(83783, 1015, 1476, 12, 29, 0, 0)
(16730, 111, 546, 18, 81, 0, 0)
(86455, 456, 177, 6, 56, 1, 0)
(95678, 1268, 830, 4, 36, 0, 0)
(75946, 1804, 1387, 4, 27, 0, 0)
(48182, 1992, 64, 4, 19, 1, 0)
(64731, 199, 1476, 16, 51, 0, 0)
(109533, 223, 248, 16, 80, 0, 0)
(91347, 1804, 1080, 6, 69, 0, 0)
(16341, 133, 1839, 14, 28, 1, 1)
(55290, 382, 1074, 12, 15, 0, 0)
(35393, 132, 1489, 16, 50, 0, 0)
(62998, 1080, 1947, 6, 58, 0, 0)
(18782, 1813, 614, 16, 58, 0, 0)
(24156, 1883, 28, 10, 57, 0, 0)
(14889, 887, 1364, 6, 15, 0, 0)
(29254, 1162, 1984, 16, 97, 0, 0)
(18569, 1883, 1065, 12, 23, 0, 0)
(69192, 1486, 111, 16, 80, 0, 0)
(20140, 1839, 1306, 6, 1, 0, 0)
(81114, 1912, 1355, 4, 96, 0, 0)
(84158, 202, 1800, 10, 94, 0, 0)
(41353, 177, 212, 14, 19, 1, 0)
(77088, 1386, 28, 18, 61, 0, 0)
(33973, 1825, 643, 8, 71, 0, 0)
(92495, 614, 487, 6, 61, 0, 0)
(31745, 1364, 887, 12, 11, 0, 0)
(93315, 1476, 1635, 16, 95, 0, 0)
(74281, 743, 48, 14, 20, 0, 0)
(22306, 764, 1168, 12, 36, 0, 0)
(44356, 1301, 569, 12, 54, 1, 0)
(62050, 1044, 1537, 10, 25, 0, 0)
(26217, 199, 23, 8, 15, 0, 0)
(102198, 1306, 962, 14, 48, 0, 0)
(81934, 128, 614, 18, 68, 0, 0)
(72766, 1178, 28, 14, 88, 1, 0)
(23215, 533, 764, 10, 12, 1, 0)
(104082, 799, 733, 4, 73, 0, 0)
(71696, 223, 1920, 10, 29, 0, 0)
(87648, 643, 608, 6, 48, 0, 0)
(105018, 74, 1981, 8, 60, 1, 0)
(40589, 1819, 1132, 18, 70, 0, 0)
(27303, 1031, 764, 12, 18, 0, 0)
(87867, 764, 1355, 12, 37, 0, 0)
(97544, 1162, 1984, 4, 39, 0, 0)
(80332, 1420, 569, 18, 82, 1, 1)
(100990, 490, 40, 4, 90, 0, 0)
(43387, 1207, 1065, 12, 49, 0, 0)
(21787, 1272, 778, 18, 93, 0, 0)
(105230, 1168, 1132, 4, 57, 0, 0)
(21085, 1773, 1275, 12, 57, 0, 0)
(16874, 1970, 281, 16, 85, 0, 0)
(92615, 373, 1132, 6, 19, 1, 0)
(47913, 111, 1044, 4, 15, 0, 0)
(40954, 1476, 546, 16, 37, 0, 0)
(89389, 1394, 1984, 6, 69, 0, 0)
(20266, 1491, 1956, 10, 67, 0, 0)
(58527, 1977, 28, 4, 42, 0, 0)
(97196, 830, 887, 8, 23, 0, 0)
(77162, 791, 1842, 18, 12, 0, 0)
(76840, 945, 1386, 6, 20, 0, 0)
(99931, 74, 281, 4, 17, 0, 0)
(12578, 1301, 1355, 14, 59, 0, 0)
(108066, 1839, 299, 4, 57, 0, 0)
(45338, 933, 346, 16, 26, 1, 0)
(33712, 1143, 64, 14, 82, 1, 0)
(105336, 1920, 1496, 14, 17, 0, 0)
(106045, 669, 25, 8, 29, 0, 0)
(97495, 887, 643, 14, 68, 0, 0)
(101951, 1955, 764, 10, 1, 0, 0)
(62999, 1275, 281, 4, 69, 0, 0)
(74100, 778, 599, 6, 38, 0, 0)
(108087, 1053, 732, 14, 25, 0, 0)
(41692, 1819, 546, 6, 59, 0, 0)
(44634, 546, 25, 18, 75, 0, 0)
(29812, 1420, 569, 8, 47, 0, 0)
(40858, 1080, 643, 4, 95, 0, 0)
(62595, 1268, 830, 6, 11, 0, 0)
(100820, 1053, 1842, 6, 46, 0, 0)
(49569, 1537, 1301, 14, 67, 0, 0)
(105922, 264, 1044, 14, 40, 0, 0)
(33646, 1804, 1496, 10, 27, 0, 0)
(47969, 1491, 1708, 14, 72, 0, 0)
(60747, 1182, 150, 4, 69, 0, 0)
(64600, 1523, 1708, 4, 20, 0, 0)
(18067, 1767, 1229, 12, 91, 0, 0)
(46120, 1813, 599, 16, 4, 0, 0)
(60175, 1922, 1153, 6, 97, 1, 0)
(39118, 778, 243, 6, 69, 0, 0)
(99051, 830, 1146, 6, 75, 0, 0)
(70585, 1633, 1984, 10, 7, 1, 0)
(71493, 669, 25, 16, 56, 0, 0)
(94248, 1947, 1146, 18, 75, 0, 0)
(98452, 1085, 1065, 12, 87, 0, 0)
(18973, 456, 111, 4, 92, 0, 0)
(30813, 1708, 608, 10, 82, 0, 0)
(89140, 1005, 150, 14, 27, 0, 1)
(67297, 1491, 128, 16, 76, 0, 0)
(70206, 212, 1984, 8, 3, 0, 0)
(86858, 933, 1523, 14, 37, 0, 0)
(26868, 1031, 901, 12, 47, 0, 0)
(40220, 154, 346, 16, 94, 0, 0)
(106041, 166, 685, 10, 6, 0, 0)
(64544, 154, 281, 16, 81, 0, 0)
(81790, 1956, 281, 14, 51, 0, 0)
(43710, 533, 962, 6, 15, 0, 0)
(23550, 1677, 1992, 18, 13, 0, 0)
(42922, 1977, 1269, 18, 9, 0, 0)
(16860, 830, 1489, 12, 59, 0, 0)
(14322, 150, 28, 8, 59, 0, 0)
(108507, 1987, 64, 10, 17, 1, 0)
(69025, 1800, 1489, 10, 4, 0, 0)
(73184, 212, 569, 14, 78, 0, 0)
(33681, 962, 1178, 12, 56, 1, 0)
(37089, 546, 1883, 12, 22, 1, 0)
(64691, 569, 962, 12, 50, 0, 0)
(91726, 743, 150, 4, 36, 0, 0)
(67478, 40, 1496, 10, 31, 0, 0)
(45444, 1955, 764, 10, 46, 0, 0)
(17910, 1813, 1146, 6, 38, 0, 0)
(22004, 1827, 1842, 12, 15, 0, 1)
(106860, 1275, 1677, 8, 19, 0, 0)
(92296, 743, 133, 4, 6, 0, 0)
(77002, 1883, 1182, 6, 54, 0, 0)
(89854, 128, 346, 14, 49, 1, 0)
(101079, 1053, 1708, 8, 83, 1, 0)
(20346, 507, 1842, 16, 72, 0, 0)
(95406, 1956, 1491, 8, 59, 0, 0)
(54795, 1767, 1153, 12, 41, 0, 0)
(64492, 128, 791, 18, 7, 0, 0)
(63221, 153, 1920, 14, 20, 0, 0)
(44456, 643, 1080, 12, 74, 0, 0)
(86924, 1509, 64, 14, 78, 0, 0)
(83301, 1523, 1708, 4, 36, 1, 0)
(105014, 789, 1489, 12, 48, 0, 0)
(106959, 1146, 62, 4, 23, 0, 1)
(93064, 1015, 1984, 14, 67, 0, 0)
(104274, 945, 23, 16, 19, 0, 0)
(73375, 212, 177, 18, 83, 0, 0)
(67207, 1015, 1984, 8, 20, 0, 1)
(106870, 507, 1842, 18, 76, 0, 0)
(104056, 732, 1053, 8, 81, 0, 0)
