#(id,length,speed,channel,from,to,isDuplex)
(6831, 20, 15, 2, 1265, 256, 1)
(6846, 30, 15, 1, 731, 754, 1)
(6849, 20, 8, 3, 93, 1759, 1)
(6860, 40, 10, 2, 461, 1943, 0)
(6863, 24, 10, 1, 717, 683, 1)
(6872, 24, 15, 3, 1750, 323, 1)
(6879, 24, 8, 1, 323, 1055, 1)
(6884, 20, 8, 1, 1240, 1407, 1)
(6885, 40, 10, 1, 1476, 1705, 1)
(6890, 20, 8, 1, 1679, 1567, 1)
(6894, 20, 12, 3, 830, 110, 1)
(6895, 40, 15, 2, 1335, 32, 1)
(6897, 20, 10, 3, 731, 1838, 1)
(6916, 24, 10, 2, 32, 609, 1)
(6917, 40, 12, 1, 1849, 1182, 1)
(6940, 20, 12, 1, 470, 1679, 1)
(6959, 40, 12, 1, 1225, 1240, 1)
(6966, 24, 10, 2, 707, 1436, 1)
(6971, 36, 8, 1, 283, 1534, 1)
(6974, 30, 8, 1, 1750, 110, 1)
(6980, 36, 15, 2, 757, 148, 1)
(6981, 40, 10, 3, 824, 1742, 1)
(6988, 30, 15, 3, 1593, 157, 1)
(6991, 40, 12, 2, 47, 1302, 1)
