#(id,from,to,speed,planTime)
(10123, 1, 19, 2, 1)
(10124, 21, 1, 4, 3)
(10125, 14, 35, 6, 1)
(10126, 1, 24, 4, 3)
(10127, 8, 28, 4, 1)
(10128, 17, 35, 4, 3)
(10129, 34, 15, 6, 2)
(10130, 2, 25, 2, 3)
(10131, 30, 2, 2, 3)
(10132, 1, 23, 6, 1)
(10133, 1, 27, 6, 1)
(10134, 30, 1, 6, 3)
(10135, 24, 3, 6, 2)
(10136, 26, 4, 2, 3)
(10137, 15, 33, 6, 2)
(10138, 19, 1, 6, 1)
(10139, 31, 8, 6, 1)
(10140, 34, 16, 6, 3)
(10141, 5, 31, 4, 2)
(10142, 7, 28, 6, 3)
(10143, 18, 36, 2, 1)
(10144, 26, 2, 6, 3)
(10145, 3, 28, 2, 2)
(10146, 31, 2, 2, 3)
(10147, 3, 25, 2, 1)
(10148, 33, 3, 4, 3)
(10149, 23, 5, 4, 2)
(10150, 14, 32, 4, 2)
(10151, 9, 35, 2, 2)
(10152, 22, 1, 6, 2)
(10153, 6, 25, 4, 3)
(10154, 23, 3, 4, 1)
(10155, 7, 36, 2, 2)
(10156, 30, 6, 6, 2)
(10157, 22, 4, 6, 2)
(10158, 35, 12, 2, 2)
(10159, 27, 5, 2, 3)
(10160, 28, 10, 6, 1)
(10161, 2, 25, 4, 2)
(10162, 24, 6, 4, 2)
(10163, 22, 2, 2, 2)
(10164, 26, 2, 2, 2)
(10165, 29, 5, 2, 3)
(10166, 4, 25, 4, 3)
(10167, 12, 33, 6, 3)
(10168, 27, 7, 2, 3)
(10169, 17, 35, 4, 3)
(10170, 36, 18, 6, 3)
(10171, 1, 33, 6, 2)
(10172, 33, 10, 4, 1)
(10173, 4, 32, 4, 1)
(10174, 6, 31, 2, 2)
(10175, 16, 34, 2, 1)
(10176, 5, 28, 2, 2)
(10177, 5, 31, 2, 1)
(10178, 5, 26, 6, 2)
(10179, 11, 33, 2, 3)
(10180, 9, 29, 4, 1)
(10181, 20, 1, 6, 3)
(10182, 16, 34, 6, 2)
(10183, 15, 34, 2, 1)
(10184, 17, 35, 6, 2)
(10185, 8, 32, 6, 1)
(10186, 36, 11, 4, 3)
(10187, 23, 5, 6, 2)
(10188, 35, 3, 4, 2)
(10189, 34, 13, 4, 1)
(10190, 24, 6, 6, 1)
(10191, 15, 33, 6, 2)
(10192, 27, 8, 2, 3)
(10193, 28, 9, 6, 2)
(10194, 26, 2, 4, 2)
(10195, 28, 7, 6, 2)
(10196, 11, 35, 6, 1)
(10197, 9, 27, 4, 1)
(10198, 24, 2, 2, 1)
(10199, 23, 2, 4, 3)
(10200, 9, 31, 4, 3)
(10201, 28, 9, 4, 3)
(10202, 34, 12, 6, 3)
(10203, 20, 2, 6, 2)
(10204, 29, 4, 4, 2)
(10205, 24, 5, 6, 3)
(10206, 32, 11, 6, 1)
(10207, 10, 36, 4, 2)
(10208, 23, 2, 2, 2)
(10209, 26, 8, 2, 3)
(10210, 11, 33, 4, 3)
(10211, 11, 35, 6, 3)
(10212, 35, 13, 6, 1)
(10213, 3, 34, 4, 1)
(10214, 7, 33, 4, 3)
(10215, 23, 2, 6, 3)
(10216, 10, 33, 2, 3)
(10217, 31, 11, 2, 3)
(10218, 14, 35, 6, 1)
(10219, 1, 34, 6, 2)
(10220, 4, 23, 2, 3)
(10221, 20, 1, 4, 1)
(10222, 12, 34, 6, 2)
(10223, 34, 6, 6, 3)
(10224, 18, 36, 4, 2)
(10225, 4, 28, 2, 2)
(10226, 24, 3, 4, 2)
(10227, 4, 28, 6, 1)
(10228, 18, 36, 6, 2)
(10229, 17, 36, 6, 1)
(10230, 15, 36, 4, 2)
(10231, 2, 30, 4, 3)
(10232, 22, 3, 2, 1)
(10233, 14, 33, 6, 1)
(10234, 26, 6, 2, 3)
(10235, 9, 34, 4, 1)
(10236, 8, 26, 6, 2)
(10237, 19, 1, 6, 2)
(10238, 11, 29, 6, 1)
(10239, 11, 31, 6, 2)
(10240, 16, 35, 6, 3)
(10241, 14, 32, 6, 2)
(10242, 16, 36, 6, 1)
(10243, 12, 33, 6, 1)
(10244, 35, 5, 2, 2)
(10245, 31, 7, 4, 3)
(10246, 30, 2, 6, 2)
(10247, 33, 10, 4, 1)
(10248, 28, 8, 6, 3)
(10249, 24, 4, 4, 2)
(10250, 35, 4, 6, 2)
(10251, 4, 36, 4, 3)
(10252, 30, 10, 2, 2)
(10253, 36, 13, 2, 2)
(10254, 18, 36, 2, 3)
(10255, 32, 12, 2, 2)
(10256, 7, 29, 4, 2)
(10257, 33, 6, 4, 1)
(10258, 31, 8, 6, 1)
(10259, 20, 2, 4, 2)
(10260, 25, 7, 2, 3)
(10261, 14, 33, 4, 2)
(10262, 25, 2, 6, 1)
(10263, 27, 2, 4, 3)
(10264, 27, 9, 2, 1)
(10265, 24, 2, 6, 1)
(10266, 32, 8, 6, 3)
(10267, 29, 11, 2, 3)
(10268, 23, 4, 2, 2)
(10269, 11, 36, 2, 3)
(10270, 7, 33, 4, 3)
(10271, 18, 36, 6, 2)
(10272, 35, 15, 4, 3)
(10273, 17, 35, 4, 3)
(10274, 28, 2, 2, 2)
(10275, 19, 1, 2, 2)
(10276, 10, 35, 2, 2)
(10277, 24, 3, 4, 1)
(10278, 27, 3, 4, 2)
(10279, 17, 36, 6, 1)
(10280, 22, 4, 6, 1)
(10281, 10, 35, 4, 3)
(10282, 32, 11, 4, 2)
(10283, 9, 34, 2, 1)
(10284, 15, 36, 2, 3)
(10285, 1, 19, 6, 3)
(10286, 1, 27, 2, 3)
(10287, 4, 30, 4, 1)
(10288, 25, 4, 2, 2)
(10289, 33, 3, 6, 2)
(10290, 26, 2, 2, 2)
(10291, 26, 8, 6, 3)
(10292, 35, 12, 2, 2)
(10293, 14, 34, 4, 2)
(10294, 15, 35, 2, 1)
(10295, 34, 9, 2, 3)
(10296, 9, 34, 4, 1)
(10297, 5, 24, 6, 1)
(10298, 34, 11, 4, 1)
(10299, 35, 16, 6, 1)
(10300, 24, 6, 6, 2)
(10301, 4, 25, 6, 1)
(10302, 18, 36, 6, 3)
(10303, 17, 36, 6, 3)
(10304, 18, 36, 6, 3)
(10305, 24, 3, 4, 3)
(10306, 8, 28, 4, 3)
(10307, 14, 36, 6, 3)
(10308, 19, 1, 2, 2)
(10309, 7, 27, 6, 2)
(10310, 21, 3, 4, 3)
(10311, 29, 10, 6, 2)
(10312, 18, 36, 4, 1)
(10313, 15, 36, 2, 1)
(10314, 21, 1, 4, 2)
(10315, 10, 32, 6, 1)
(10316, 11, 30, 6, 2)
(10317, 26, 5, 4, 3)
(10318, 32, 10, 6, 2)
(10319, 11, 36, 6, 2)
(10320, 15, 36, 4, 2)
(10321, 20, 2, 6, 1)
(10322, 32, 3, 4, 3)
(10323, 9, 28, 4, 1)
(10324, 7, 25, 4, 2)
(10325, 10, 34, 2, 1)
(10326, 11, 33, 2, 3)
(10327, 2, 22, 2, 1)
(10328, 4, 23, 2, 2)
(10329, 2, 22, 4, 2)
(10330, 20, 1, 4, 2)
(10331, 36, 13, 6, 3)
(10332, 20, 1, 6, 2)
(10333, 21, 3, 4, 1)
(10334, 31, 5, 2, 3)
(10335, 30, 7, 6, 2)
(10336, 12, 34, 2, 1)
(10337, 17, 35, 4, 1)
(10338, 5, 32, 6, 3)
(10339, 25, 2, 6, 1)
(10340, 26, 8, 4, 1)
(10341, 20, 1, 6, 2)
(10342, 11, 31, 4, 2)
(10343, 25, 6, 4, 3)
(10344, 33, 2, 4, 1)
(10345, 28, 8, 4, 2)
(10346, 12, 35, 4, 1)
(10347, 20, 2, 4, 3)
(10348, 21, 1, 2, 2)
(10349, 21, 3, 2, 2)
(10350, 35, 10, 6, 3)
(10351, 9, 36, 2, 1)
(10352, 30, 7, 6, 3)
(10353, 36, 11, 2, 1)
(10354, 7, 27, 4, 2)
(10355, 25, 7, 2, 2)
(10356, 16, 34, 4, 1)
(10357, 5, 32, 6, 2)
(10358, 10, 36, 6, 3)
(10359, 17, 35, 6, 2)
(10360, 9, 29, 6, 1)
(10361, 30, 11, 4, 1)
(10362, 23, 3, 6, 2)
(10363, 8, 31, 2, 3)
(10364, 11, 34, 6, 2)
(10365, 18, 36, 2, 3)
(10366, 27, 5, 4, 1)
(10367, 9, 31, 2, 2)
(10368, 36, 3, 4, 2)
(10369, 3, 34, 4, 2)
(10370, 8, 35, 2, 2)
(10371, 24, 5, 4, 3)
(10372, 23, 5, 2, 2)
(10373, 16, 34, 2, 1)
(10374, 6, 30, 4, 2)
(10375, 16, 34, 6, 3)
(10376, 21, 3, 2, 1)
(10377, 1, 23, 2, 2)
(10378, 23, 4, 4, 1)
(10379, 23, 5, 2, 3)
(10380, 17, 35, 2, 3)
(10381, 1, 24, 4, 2)
(10382, 6, 33, 2, 3)
(10383, 25, 2, 4, 3)
(10384, 30, 10, 6, 1)
(10385, 11, 32, 6, 2)
(10386, 27, 4, 6, 3)
(10387, 19, 1, 6, 2)
(10388, 27, 7, 2, 2)
(10389, 23, 3, 6, 1)
(10390, 26, 2, 2, 1)
(10391, 26, 4, 4, 2)
(10392, 10, 36, 2, 1)
(10393, 15, 36, 2, 3)
(10394, 33, 10, 2, 2)
(10395, 22, 3, 6, 2)
(10396, 26, 5, 4, 3)
(10397, 11, 32, 4, 1)
(10398, 7, 32, 4, 2)
(10399, 20, 1, 2, 3)
(10400, 12, 36, 4, 3)
(10401, 5, 35, 4, 3)
(10402, 6, 34, 6, 1)
(10403, 32, 10, 2, 3)
(10404, 25, 2, 2, 3)
(10405, 10, 34, 4, 2)
(10406, 33, 14, 2, 3)
(10407, 35, 11, 6, 1)
(10408, 35, 7, 4, 1)
(10409, 24, 3, 4, 2)
(10410, 20, 1, 4, 2)
(10411, 26, 3, 2, 1)
(10412, 19, 1, 4, 3)
(10413, 25, 5, 6, 1)
(10414, 11, 36, 6, 3)
(10415, 13, 36, 4, 3)
(10416, 24, 5, 6, 1)
(10417, 11, 29, 2, 2)
(10418, 13, 36, 6, 2)
(10419, 17, 35, 2, 3)
(10420, 23, 4, 2, 3)
(10421, 14, 33, 4, 3)
(10422, 26, 7, 2, 3)
(10423, 12, 34, 2, 3)
(10424, 12, 35, 4, 3)
(10425, 31, 1, 6, 2)
(10426, 5, 25, 2, 1)
(10427, 21, 3, 4, 1)
(10428, 29, 6, 2, 3)
(10429, 15, 33, 6, 1)
(10430, 32, 7, 2, 2)
(10431, 26, 6, 6, 3)
(10432, 5, 28, 2, 2)
(10433, 18, 36, 6, 3)
(10434, 3, 24, 6, 3)
(10435, 16, 35, 4, 2)
(10436, 22, 3, 2, 1)
(10437, 23, 5, 6, 1)
(10438, 11, 33, 6, 3)
(10439, 6, 33, 4, 3)
(10440, 2, 22, 6, 3)
(10441, 36, 12, 2, 1)
(10442, 14, 35, 2, 2)
(10443, 18, 36, 6, 3)
(10444, 27, 6, 6, 3)
(10445, 19, 1, 6, 1)
(10446, 13, 31, 2, 1)
(10447, 12, 34, 2, 3)
(10448, 7, 28, 2, 1)
(10449, 33, 11, 4, 3)
(10450, 18, 36, 6, 2)
(10451, 3, 24, 4, 2)
(10452, 10, 35, 2, 2)
(10453, 12, 35, 2, 3)
(10454, 36, 17, 4, 1)
(10455, 29, 8, 6, 1)
(10456, 21, 1, 4, 3)
(10457, 36, 9, 2, 2)
(10458, 2, 30, 6, 1)
(10459, 9, 36, 2, 1)
(10460, 14, 33, 6, 3)
(10461, 4, 22, 6, 2)
(10462, 25, 2, 2, 1)
(10463, 7, 35, 2, 1)
(10464, 23, 5, 4, 1)
(10465, 3, 27, 2, 1)
(10466, 23, 5, 2, 2)
(10467, 5, 25, 4, 1)
(10468, 27, 2, 6, 3)
(10469, 6, 26, 2, 1)
(10470, 32, 6, 4, 2)
(10471, 24, 6, 4, 1)
(10472, 21, 3, 2, 1)
(10473, 9, 35, 4, 2)
(10474, 1, 30, 4, 1)
(10475, 12, 32, 2, 3)
(10476, 8, 29, 2, 3)
(10477, 16, 35, 2, 1)
(10478, 12, 35, 6, 1)
(10479, 4, 22, 4, 3)
(10480, 24, 4, 4, 1)
(10481, 4, 36, 6, 2)
(10482, 14, 36, 2, 1)
(10483, 20, 1, 2, 1)
(10484, 8, 29, 2, 3)
(10485, 15, 33, 6, 1)
(10486, 8, 30, 2, 3)
(10487, 14, 36, 6, 1)
(10488, 34, 8, 4, 2)
(10489, 23, 1, 6, 1)
(10490, 16, 35, 6, 1)
(10491, 2, 25, 2, 1)
(10492, 5, 30, 6, 2)
(10493, 15, 34, 4, 2)
(10494, 16, 35, 6, 2)
(10495, 20, 2, 2, 2)
(10496, 10, 36, 2, 1)
(10497, 28, 6, 2, 3)
(10498, 31, 4, 6, 1)
(10499, 10, 35, 2, 2)
(10500, 11, 31, 4, 2)
(10501, 16, 35, 6, 1)
(10502, 36, 14, 2, 2)
(10503, 28, 2, 4, 3)
(10504, 33, 2, 6, 2)
(10505, 19, 1, 6, 3)
(10506, 5, 23, 6, 3)
(10507, 27, 3, 6, 3)
(10508, 32, 8, 2, 2)
(10509, 8, 35, 2, 2)
(10510, 1, 22, 6, 2)
(10511, 12, 34, 2, 3)
