#(id,from,to,speed,planTime)
(10303, 21, 3, 2, 2)
(10304, 33, 5, 6, 1)
(10305, 17, 36, 4, 2)
(10306, 17, 35, 2, 2)
(10307, 13, 33, 4, 3)
(10308, 7, 35, 2, 1)
(10309, 23, 5, 4, 3)
(10310, 26, 5, 2, 1)
(10311, 9, 29, 4, 1)
(10312, 3, 22, 4, 1)
(10313, 14, 32, 6, 3)
(10314, 5, 23, 6, 1)
(10315, 25, 7, 6, 1)
(10316, 32, 13, 4, 2)
(10317, 24, 5, 6, 3)
(10318, 36, 17, 6, 2)
(10319, 36, 13, 4, 2)
(10320, 11, 35, 6, 3)
(10321, 6, 31, 4, 3)
(10322, 27, 5, 6, 2)
(10323, 32, 1, 2, 1)
(10324, 22, 1, 4, 2)
(10325, 33, 8, 4, 3)
(10326, 33, 3, 4, 3)
(10327, 3, 31, 2, 3)
(10328, 21, 2, 4, 1)
(10329, 9, 30, 4, 2)
(10330, 8, 30, 2, 3)
(10331, 7, 33, 2, 2)
(10332, 12, 30, 2, 3)
(10333, 9, 29, 6, 1)
(10334, 6, 24, 4, 1)
(10335, 35, 12, 6, 2)
(10336, 27, 6, 4, 3)
(10337, 34, 1, 6, 3)
(10338, 21, 2, 2, 3)
(10339, 7, 27, 2, 1)
(10340, 7, 25, 2, 2)
(10341, 4, 26, 2, 2)
(10342, 11, 36, 2, 1)
(10343, 32, 4, 4, 2)
(10344, 25, 1, 4, 1)
(10345, 15, 33, 2, 1)
(10346, 35, 1, 2, 1)
(10347, 1, 31, 4, 1)
(10348, 16, 36, 2, 2)
(10349, 34, 10, 6, 3)
(10350, 7, 32, 6, 2)
(10351, 4, 29, 4, 3)
(10352, 25, 7, 6, 2)
(10353, 4, 28, 2, 1)
(10354, 31, 6, 4, 2)
(10355, 10, 35, 4, 1)
(10356, 20, 2, 6, 3)
(10357, 3, 33, 4, 1)
(10358, 21, 2, 6, 2)
(10359, 1, 33, 6, 3)
(10360, 14, 35, 2, 1)
(10361, 29, 7, 6, 1)
(10362, 18, 36, 2, 2)
(10363, 34, 2, 2, 2)
(10364, 20, 1, 4, 2)
(10365, 20, 2, 2, 3)
(10366, 28, 3, 6, 1)
(10367, 1, 35, 4, 2)
(10368, 15, 35, 6, 2)
(10369, 32, 6, 4, 3)
(10370, 22, 4, 2, 2)
(10371, 3, 28, 4, 2)
(10372, 22, 2, 4, 2)
(10373, 28, 10, 2, 3)
(10374, 5, 35, 4, 2)
(10375, 28, 6, 4, 2)
(10376, 27, 4, 2, 2)
(10377, 24, 1, 6, 2)
(10378, 5, 30, 6, 1)
(10379, 32, 3, 2, 2)
(10380, 18, 36, 2, 2)
(10381, 9, 32, 6, 1)
(10382, 16, 36, 4, 2)
(10383, 14, 33, 6, 1)
(10384, 18, 36, 2, 1)
(10385, 9, 27, 2, 1)
(10386, 16, 35, 6, 3)
(10387, 15, 33, 6, 3)
(10388, 31, 6, 2, 3)
(10389, 35, 14, 2, 2)
(10390, 28, 10, 6, 1)
(10391, 5, 27, 4, 1)
(10392, 4, 36, 6, 2)
(10393, 10, 35, 4, 1)
(10394, 8, 35, 2, 2)
(10395, 1, 34, 6, 1)
(10396, 29, 1, 6, 2)
(10397, 1, 29, 6, 3)
(10398, 19, 1, 2, 2)
(10399, 20, 1, 6, 1)
(10400, 36, 10, 4, 1)
(10401, 13, 33, 6, 3)
(10402, 35, 2, 4, 2)
(10403, 35, 17, 2, 3)
(10404, 29, 1, 2, 1)
(10405, 2, 28, 4, 1)
(10406, 21, 3, 2, 2)
(10407, 10, 30, 6, 3)
(10408, 10, 31, 2, 3)
(10409, 28, 7, 2, 2)
(10410, 21, 1, 2, 3)
(10411, 13, 35, 6, 1)
(10412, 26, 2, 6, 1)
(10413, 26, 4, 2, 2)
(10414, 28, 4, 6, 2)
(10415, 31, 4, 6, 1)
(10416, 34, 10, 2, 2)
(10417, 10, 30, 2, 1)
(10418, 8, 34, 6, 2)
(10419, 19, 1, 2, 1)
(10420, 2, 25, 4, 1)
(10421, 6, 33, 6, 2)
(10422, 31, 6, 4, 3)
(10423, 16, 35, 6, 1)
(10424, 23, 3, 6, 3)
(10425, 3, 30, 6, 1)
(10426, 11, 34, 4, 1)
(10427, 8, 32, 6, 3)
(10428, 1, 28, 2, 3)
(10429, 4, 29, 2, 2)
(10430, 1, 33, 2, 2)
(10431, 35, 5, 6, 2)
(10432, 4, 25, 4, 1)
(10433, 18, 36, 2, 2)
(10434, 22, 2, 6, 3)
(10435, 12, 32, 2, 3)
(10436, 32, 10, 6, 3)
(10437, 25, 4, 2, 2)
(10438, 1, 31, 4, 1)
(10439, 25, 1, 2, 1)
(10440, 20, 2, 6, 2)
(10441, 21, 2, 4, 3)
(10442, 32, 4, 2, 2)
(10443, 19, 1, 2, 2)
(10444, 34, 13, 4, 3)
(10445, 35, 14, 2, 1)
(10446, 33, 14, 4, 2)
(10447, 18, 36, 4, 3)
(10448, 16, 36, 6, 1)
(10449, 6, 29, 4, 3)
(10450, 22, 3, 6, 1)
(10451, 23, 1, 6, 2)
(10452, 12, 33, 6, 2)
(10453, 27, 7, 4, 2)
(10454, 31, 6, 2, 3)
(10455, 31, 7, 6, 1)
(10456, 7, 31, 6, 3)
(10457, 21, 2, 4, 1)
(10458, 11, 32, 2, 3)
(10459, 30, 12, 4, 2)
(10460, 4, 28, 2, 2)
(10461, 7, 26, 6, 2)
(10462, 33, 6, 2, 1)
(10463, 18, 36, 4, 2)
(10464, 36, 7, 2, 1)
(10465, 10, 36, 2, 3)
(10466, 10, 35, 6, 3)
(10467, 35, 15, 6, 1)
(10468, 13, 36, 2, 2)
(10469, 14, 35, 2, 1)
(10470, 34, 11, 4, 2)
(10471, 28, 10, 6, 2)
(10472, 33, 11, 6, 2)
(10473, 19, 1, 6, 3)
(10474, 22, 3, 4, 3)
(10475, 5, 33, 6, 3)
(10476, 28, 8, 4, 3)
(10477, 36, 8, 2, 2)
(10478, 24, 2, 2, 1)
(10479, 22, 2, 2, 3)
(10480, 24, 1, 6, 2)
(10481, 33, 7, 4, 3)
(10482, 32, 9, 2, 2)
(10483, 35, 1, 6, 2)
(10484, 25, 2, 4, 2)
(10485, 28, 10, 4, 3)
(10486, 23, 3, 6, 2)
(10487, 10, 29, 6, 1)
(10488, 8, 29, 2, 3)
(10489, 17, 35, 2, 2)
(10490, 29, 11, 6, 3)
(10491, 32, 5, 4, 2)
(10492, 6, 29, 2, 2)
(10493, 26, 6, 2, 1)
(10494, 19, 1, 4, 1)
(10495, 19, 1, 2, 3)
(10496, 31, 13, 2, 1)
(10497, 23, 4, 4, 2)
(10498, 32, 2, 6, 2)
(10499, 28, 2, 6, 2)
(10500, 1, 34, 4, 1)
(10501, 36, 18, 6, 2)
(10502, 14, 33, 6, 1)
(10503, 12, 35, 6, 2)
(10504, 18, 36, 4, 1)
(10505, 18, 36, 4, 2)
(10506, 10, 30, 6, 1)
(10507, 6, 25, 4, 2)
(10508, 25, 5, 2, 1)
(10509, 33, 8, 4, 2)
(10510, 9, 27, 4, 2)
(10511, 16, 34, 4, 1)
