#(id,from,to,speed,planTime, priority, preset)
(17878, 1297, 183, 4, 20, 1, 0)
(86831, 1441, 1719, 6, 36, 1, 0)
(76150, 480, 1556, 8, 3, 0, 0)
(45113, 1217, 583, 4, 44, 0, 1)
(51667, 1483, 1680, 16, 17, 1, 0)
(99910, 521, 539, 8, 2, 0, 0)
(82930, 1024, 390, 8, 46, 0, 0)
(36249, 1112, 1956, 16, 27, 0, 0)
(77043, 1778, 1160, 4, 4, 0, 0)
(78223, 480, 858, 10, 45, 0, 0)
(26889, 576, 687, 10, 1, 0, 0)
(109581, 1956, 95, 16, 16, 0, 0)
(54356, 1413, 850, 10, 26, 0, 0)
(107383, 18, 1820, 12, 34, 0, 0)
(30933, 1885, 1748, 14, 17, 0, 0)
(62523, 1846, 61, 12, 7, 0, 0)
(48344, 1676, 1413, 10, 45, 0, 0)
(89732, 1102, 936, 10, 19, 1, 0)
(37146, 1131, 61, 16, 13, 0, 0)
(21550, 394, 1139, 4, 17, 0, 0)
(25949, 576, 687, 6, 46, 0, 0)
(48855, 18, 850, 10, 32, 0, 1)
(53173, 1651, 1024, 4, 42, 0, 0)
(11953, 117, 1441, 10, 23, 0, 0)
(80281, 486, 1763, 12, 30, 0, 0)
(16679, 1748, 1885, 12, 42, 0, 0)
(109972, 757, 18, 6, 44, 1, 1)
(42536, 519, 687, 10, 5, 0, 0)
(82561, 61, 1676, 4, 42, 0, 0)
(15398, 1778, 1556, 14, 30, 0, 0)
(37211, 1191, 1411, 16, 6, 0, 0)
(16558, 495, 1035, 8, 38, 0, 0)
(27960, 1188, 18, 4, 30, 0, 0)
(42572, 1538, 834, 6, 31, 0, 0)
(103571, 687, 521, 10, 3, 0, 0)
(82311, 579, 1035, 14, 2, 0, 0)
(106671, 1767, 486, 6, 21, 1, 0)
(32902, 1846, 183, 12, 25, 0, 0)
(25780, 999, 431, 4, 43, 0, 0)
(41123, 521, 583, 4, 23, 0, 0)
(24620, 1846, 1767, 8, 7, 0, 0)
(66898, 1970, 1413, 6, 22, 0, 0)
(57362, 1973, 521, 6, 25, 0, 0)
(66566, 76, 1956, 14, 41, 0, 0)
(30497, 480, 1346, 12, 43, 0, 0)
(68553, 117, 1265, 10, 12, 0, 0)
(36163, 1778, 579, 12, 26, 0, 0)
(63871, 1227, 61, 4, 24, 0, 0)
(27712, 1217, 936, 4, 4, 0, 0)
(86024, 1689, 936, 12, 10, 0, 0)
(33382, 18, 1689, 16, 5, 0, 0)
(90823, 61, 858, 8, 38, 0, 0)
(57804, 1227, 98, 12, 33, 0, 0)
(14439, 976, 1411, 16, 13, 0, 0)
(17577, 1483, 1748, 16, 43, 1, 1)
(12023, 117, 1441, 10, 15, 0, 0)
(41496, 1150, 1160, 6, 11, 1, 0)
(66722, 1651, 1763, 8, 3, 0, 0)
(106354, 1112, 544, 16, 26, 0, 0)
(41122, 1651, 183, 8, 49, 0, 1)
(53979, 1236, 1680, 6, 1, 1, 0)
(37731, 1150, 1035, 4, 22, 0, 0)
(43883, 850, 1481, 4, 27, 0, 0)
(80914, 1346, 431, 16, 44, 0, 0)
(84244, 1035, 579, 10, 15, 0, 0)
(44518, 137, 834, 12, 26, 0, 0)
(10770, 834, 1497, 16, 21, 0, 0)
(50778, 1102, 1767, 16, 18, 0, 0)
(36685, 1236, 1748, 14, 10, 0, 0)
(66092, 1483, 1973, 14, 22, 0, 0)
(66387, 1160, 1885, 4, 9, 0, 0)
(70246, 1538, 1024, 8, 32, 0, 1)
(41467, 480, 544, 16, 38, 0, 0)
(45242, 1481, 850, 12, 15, 0, 0)
(31501, 183, 1131, 16, 40, 0, 0)
(10061, 1297, 1112, 8, 48, 0, 0)
(57214, 18, 1217, 4, 47, 0, 0)
(22463, 1885, 1160, 10, 48, 0, 0)
(22829, 1651, 936, 8, 18, 0, 0)
(62789, 137, 850, 6, 42, 0, 0)
(51499, 1227, 98, 10, 3, 0, 0)
(50691, 1970, 137, 16, 33, 0, 0)
(109016, 834, 1413, 8, 43, 0, 0)
(66788, 1610, 1719, 14, 12, 1, 0)
(38429, 1297, 1763, 4, 37, 0, 0)
(99576, 1160, 495, 4, 8, 0, 0)
(37838, 1885, 117, 8, 18, 0, 0)
(17207, 1956, 394, 16, 23, 0, 0)
(88521, 1441, 1139, 10, 11, 0, 0)
(31299, 1885, 1719, 4, 10, 0, 0)
(32878, 1483, 486, 16, 42, 0, 0)
(18134, 521, 117, 14, 30, 1, 0)
(57831, 576, 61, 14, 17, 0, 0)
(10380, 77, 1411, 6, 19, 0, 0)
(52674, 1024, 486, 12, 29, 0, 0)
(96133, 1497, 76, 6, 15, 1, 0)
(30204, 1538, 539, 8, 27, 0, 0)
(107240, 544, 18, 4, 17, 0, 1)
(41910, 1191, 1411, 6, 47, 1, 0)
(61470, 486, 555, 16, 11, 0, 1)
(25672, 1481, 1748, 14, 35, 0, 0)
(41091, 1150, 1160, 6, 1, 1, 0)
(51186, 1778, 1483, 8, 6, 0, 0)
(97645, 579, 95, 16, 41, 0, 0)
(100235, 95, 1973, 16, 4, 1, 0)
(70164, 1933, 519, 14, 5, 0, 0)
(24557, 394, 1956, 14, 45, 0, 0)
(48984, 1265, 1933, 8, 33, 0, 0)
(10445, 1885, 1680, 12, 24, 0, 0)
(54963, 1885, 555, 6, 29, 0, 0)
(29006, 1763, 1820, 14, 47, 0, 0)
(72999, 1346, 1191, 12, 6, 0, 1)
(45709, 486, 544, 14, 2, 0, 0)
(43531, 1680, 76, 10, 34, 0, 0)
(53128, 1763, 1227, 6, 28, 0, 0)
(13131, 1933, 1265, 14, 38, 1, 0)
(94851, 183, 1676, 4, 35, 0, 0)
(58384, 1227, 1556, 10, 37, 0, 0)
(53236, 1411, 1150, 8, 12, 0, 0)
(95777, 1035, 1497, 16, 29, 0, 0)
(42853, 1748, 521, 4, 24, 0, 0)
(100376, 183, 1820, 12, 2, 0, 0)
(22744, 539, 1035, 14, 49, 0, 0)
(34052, 1112, 137, 6, 21, 0, 0)
(88616, 390, 1767, 4, 9, 0, 0)
(63074, 328, 1024, 14, 32, 1, 0)
(65633, 576, 539, 14, 15, 0, 0)
(84284, 1689, 1497, 14, 3, 0, 1)
(36156, 137, 1441, 8, 9, 0, 0)
(76849, 539, 1778, 6, 23, 0, 0)
(31929, 1885, 1413, 6, 26, 0, 0)
(60191, 936, 1689, 4, 28, 0, 0)
(36475, 1970, 1719, 10, 36, 0, 0)
(66979, 1150, 1411, 4, 49, 0, 0)
(80639, 1131, 579, 12, 2, 0, 0)
(17092, 1820, 936, 10, 36, 0, 0)
(36511, 1441, 1956, 10, 5, 0, 0)
(51505, 1556, 1846, 8, 36, 0, 1)
(105235, 202, 858, 8, 47, 0, 0)
(83350, 1973, 1483, 6, 36, 0, 0)
(58001, 1556, 1188, 8, 41, 0, 0)
(10915, 1497, 1411, 14, 13, 0, 1)
(26324, 555, 76, 14, 44, 1, 0)
(85861, 1556, 480, 8, 19, 0, 0)
(30274, 497, 850, 6, 23, 0, 0)
(17455, 95, 687, 10, 31, 0, 0)
(104306, 1970, 1556, 4, 12, 0, 0)
(82454, 976, 936, 14, 19, 1, 0)
(13217, 98, 1820, 16, 21, 0, 0)
(79996, 431, 1035, 16, 27, 0, 0)
(73911, 1689, 497, 10, 12, 0, 0)
(74422, 1227, 18, 4, 13, 0, 0)
(72771, 480, 519, 8, 27, 0, 0)
(56171, 76, 61, 4, 17, 0, 0)
(98934, 1933, 76, 14, 6, 0, 0)
(65297, 497, 1748, 14, 4, 0, 0)
(89771, 137, 1297, 10, 35, 0, 0)
(104814, 1297, 1763, 12, 20, 0, 0)
(41572, 1227, 1763, 8, 36, 0, 0)
(11650, 576, 539, 8, 40, 0, 0)
(22214, 1112, 1651, 8, 14, 0, 0)
(70138, 1651, 98, 10, 35, 0, 0)
(107502, 1497, 1265, 6, 37, 0, 1)
(66095, 1973, 521, 12, 46, 0, 0)
(25654, 117, 394, 8, 3, 0, 0)
(53151, 976, 1676, 10, 40, 0, 0)
(59890, 1102, 1024, 16, 4, 0, 0)
(105562, 1680, 1885, 10, 11, 0, 0)
(13428, 999, 1719, 14, 9, 0, 0)
(96774, 583, 1188, 4, 38, 0, 0)
(16402, 858, 936, 4, 2, 0, 0)
(102042, 1188, 1236, 12, 38, 0, 0)
(59210, 1035, 1719, 8, 46, 0, 0)
(94519, 1411, 583, 8, 34, 0, 0)
(80504, 1150, 519, 8, 17, 0, 0)
(98126, 579, 1846, 12, 45, 0, 0)
(67954, 1024, 1846, 8, 19, 1, 0)
(48545, 1112, 1347, 12, 39, 0, 0)
(53243, 556, 1265, 10, 10, 0, 0)
(88557, 1413, 1778, 16, 10, 0, 0)
(81181, 1150, 519, 10, 10, 0, 1)
(90191, 1160, 1885, 14, 40, 0, 1)
(92862, 1102, 1556, 10, 29, 1, 1)
(14042, 1767, 1778, 16, 42, 0, 0)
(13411, 1416, 1676, 16, 30, 0, 0)
(17932, 1102, 1112, 14, 42, 0, 0)
(107697, 1217, 137, 14, 32, 0, 0)
(68514, 1538, 539, 10, 49, 0, 0)
(98598, 95, 1956, 8, 11, 0, 0)
(30945, 76, 1191, 10, 46, 0, 1)
(85074, 95, 1112, 14, 16, 1, 0)
(45625, 1112, 521, 8, 4, 0, 0)
(53144, 394, 1973, 12, 16, 0, 0)
(64551, 1719, 394, 4, 14, 0, 0)
(85573, 1413, 757, 12, 27, 0, 0)
(81830, 976, 95, 16, 30, 0, 0)
(98777, 1651, 202, 12, 37, 0, 0)
(88611, 1035, 1497, 4, 15, 0, 0)
(59068, 76, 1719, 4, 7, 0, 0)
(69818, 1885, 1748, 8, 12, 0, 0)
(46870, 117, 1885, 12, 4, 0, 0)
(51853, 1748, 1131, 14, 25, 0, 0)
(18872, 519, 117, 4, 23, 0, 0)
(53187, 152, 936, 14, 44, 0, 0)
(76276, 61, 1846, 8, 38, 0, 1)
(105340, 1265, 579, 8, 42, 0, 0)
(16252, 757, 1719, 8, 39, 0, 0)
(78014, 1676, 1413, 4, 19, 0, 0)
(102781, 98, 1297, 16, 39, 0, 0)
(58623, 495, 98, 6, 28, 0, 0)
(14525, 999, 1411, 16, 39, 0, 0)
(18968, 394, 1748, 6, 11, 0, 0)
(73122, 1346, 480, 4, 11, 1, 0)
(88790, 1689, 117, 14, 13, 0, 0)
(90013, 390, 98, 14, 11, 0, 0)
(98546, 1676, 1933, 14, 39, 0, 0)
(67313, 117, 1483, 10, 29, 0, 0)
(69163, 555, 1265, 4, 9, 0, 0)
(108635, 1689, 1680, 16, 10, 0, 0)
(33761, 1481, 539, 8, 33, 0, 0)
(19005, 1112, 1131, 12, 39, 0, 0)
(105073, 1112, 1347, 16, 8, 0, 0)
(13760, 1236, 1651, 10, 19, 0, 0)
(41767, 556, 544, 10, 38, 0, 1)
(92816, 183, 1217, 6, 14, 0, 1)
(41577, 1413, 850, 16, 36, 0, 0)
(92045, 394, 936, 12, 33, 0, 0)
(53844, 202, 850, 8, 43, 0, 0)
(20880, 1411, 486, 12, 35, 0, 0)
(50053, 1160, 486, 4, 27, 0, 0)
(49586, 687, 1483, 12, 27, 0, 0)
(34250, 1689, 117, 14, 44, 0, 0)
(24624, 1748, 1131, 10, 2, 0, 0)
(38209, 77, 1973, 14, 43, 0, 0)
(102137, 1610, 1139, 8, 11, 0, 0)
(103257, 850, 1719, 12, 6, 1, 0)
(32719, 858, 539, 16, 20, 0, 0)
(99835, 328, 1416, 6, 42, 0, 0)
(107185, 1441, 936, 12, 33, 0, 1)
(15338, 1346, 1191, 6, 21, 0, 0)
(44060, 137, 328, 16, 4, 0, 0)
(42858, 583, 1131, 8, 30, 0, 0)
(50649, 1767, 1538, 14, 40, 0, 0)
(102773, 1689, 117, 12, 47, 0, 0)
(13010, 1676, 1413, 10, 6, 0, 0)
(28666, 556, 1820, 10, 22, 0, 0)
(75891, 1411, 1748, 6, 22, 0, 0)
(50910, 539, 1650, 4, 38, 0, 0)
(105783, 1035, 77, 4, 15, 1, 0)
(101000, 486, 18, 10, 45, 0, 0)
(98843, 1956, 521, 12, 28, 0, 0)
(30159, 1763, 1970, 10, 42, 0, 0)
(24865, 98, 1297, 16, 18, 0, 0)
(49231, 1139, 1610, 12, 44, 0, 0)
(59104, 544, 976, 10, 8, 0, 0)
(98025, 850, 202, 16, 4, 0, 0)
(91451, 1483, 1497, 16, 35, 0, 0)
(79468, 137, 1441, 14, 44, 0, 0)
(87364, 328, 137, 10, 21, 0, 0)
(36393, 1719, 1236, 16, 23, 0, 0)
(75466, 1347, 1689, 10, 11, 0, 0)
(33710, 976, 1297, 10, 1, 0, 0)
(22965, 1416, 1188, 12, 42, 0, 0)
(46378, 1973, 1346, 10, 15, 0, 0)
(24238, 61, 544, 8, 24, 0, 0)
(50383, 76, 1748, 14, 19, 0, 0)
(38605, 1846, 98, 10, 2, 0, 0)
(100025, 1139, 521, 12, 39, 1, 0)
(52074, 544, 1413, 16, 39, 0, 1)
(23036, 1680, 76, 6, 11, 0, 0)
(91884, 1191, 497, 4, 24, 0, 0)
(38461, 850, 1131, 12, 18, 0, 0)
(94730, 1651, 1112, 14, 9, 0, 0)
(35415, 834, 1347, 12, 42, 0, 0)
(25205, 1824, 1610, 14, 47, 0, 0)
(63196, 1885, 1973, 4, 36, 0, 0)
(63063, 328, 1719, 4, 47, 0, 0)
(54154, 1188, 495, 14, 28, 0, 0)
(75843, 1160, 1150, 14, 47, 0, 0)
(66997, 183, 521, 16, 19, 0, 0)
(13323, 1188, 999, 6, 48, 0, 1)
(18908, 431, 519, 16, 14, 1, 0)
(28971, 1846, 1556, 14, 6, 1, 0)
(11990, 834, 1680, 16, 41, 0, 0)
(95390, 576, 1748, 8, 40, 0, 0)
(33034, 1413, 1824, 14, 1, 0, 1)
(55728, 1188, 579, 4, 1, 0, 0)
(101795, 1650, 1139, 12, 37, 0, 0)
(96131, 1538, 519, 12, 32, 0, 0)
(90503, 519, 1719, 10, 40, 0, 1)
(63058, 1188, 1024, 6, 30, 0, 0)
(76877, 1102, 1610, 10, 35, 0, 0)
(85791, 18, 1441, 8, 2, 0, 1)
(69957, 1933, 521, 16, 25, 1, 0)
(40545, 152, 936, 10, 10, 0, 0)
(14502, 1347, 328, 16, 33, 0, 0)
(20291, 1970, 1767, 16, 36, 1, 0)
(89177, 202, 1676, 4, 20, 1, 1)
(35209, 61, 1102, 8, 40, 0, 0)
(30644, 544, 1481, 16, 3, 1, 0)
(15781, 583, 521, 14, 2, 0, 0)
(83781, 999, 1676, 6, 3, 0, 0)
(58767, 1131, 1139, 6, 27, 0, 0)
(23480, 1778, 1767, 14, 48, 0, 1)
(85853, 1497, 1035, 12, 37, 0, 0)
(96279, 1411, 1885, 12, 1, 0, 0)
(96558, 431, 1035, 8, 14, 0, 0)
(92002, 95, 1139, 14, 17, 0, 0)
(26071, 1970, 98, 8, 14, 1, 1)
(102569, 1217, 1767, 8, 29, 0, 0)
(53269, 480, 95, 10, 33, 0, 0)
(82134, 1846, 98, 14, 42, 0, 0)
(63656, 1650, 1846, 16, 16, 0, 0)
(57224, 1131, 555, 16, 12, 0, 1)
(84920, 394, 1347, 14, 49, 0, 1)
(22810, 95, 687, 6, 26, 0, 0)
(99405, 1824, 1411, 6, 46, 1, 0)
(91131, 1820, 556, 10, 23, 0, 0)
(41985, 328, 98, 8, 20, 0, 0)
(30649, 1227, 936, 4, 27, 0, 0)
(52787, 1956, 1483, 16, 39, 0, 0)
(73096, 328, 1497, 14, 48, 0, 1)
(29007, 18, 757, 6, 32, 1, 0)
(75628, 1227, 183, 8, 4, 0, 0)
(79935, 1188, 1236, 8, 36, 1, 0)
(100464, 1556, 1102, 4, 26, 0, 0)
(63538, 1139, 1035, 10, 24, 0, 0)
(38738, 431, 1236, 10, 11, 0, 0)
(11196, 1676, 98, 10, 8, 0, 0)
(52201, 117, 152, 14, 19, 0, 0)
(95022, 521, 1347, 6, 11, 0, 0)
(97444, 202, 1820, 14, 20, 0, 0)
(100843, 1441, 390, 6, 39, 1, 0)
(22333, 18, 394, 4, 44, 0, 0)
(53847, 76, 77, 4, 10, 0, 1)
(74937, 480, 544, 10, 40, 0, 0)
(13159, 1035, 1956, 14, 43, 1, 0)
