#(id,length,speed,channel,from,to,isDuplex)
(6480, 24, 10, 3, 687, 61, 1)
(6483, 36, 8, 3, 1297, 1651, 1)
(6493, 36, 8, 4, 1481, 497, 1)
(6508, 20, 12, 2, 1217, 1970, 1)
(6524, 36, 12, 4, 757, 834, 1)
(6530, 30, 8, 4, 1650, 576, 1)
(6541, 30, 10, 2, 1767, 1556, 1)
(6569, 20, 15, 3, 858, 1778, 1)
(6576, 30, 8, 1, 76, 95, 1)
(6578, 24, 12, 1, 1933, 687, 1)
(6597, 40, 15, 3, 556, 183, 1)
(6601, 30, 8, 1, 834, 328, 1)
(6602, 30, 15, 3, 480, 1933, 1)
(6617, 36, 12, 2, 555, 117, 1)
(6621, 40, 12, 2, 1610, 1483, 1)
(6623, 40, 10, 2, 1970, 328, 1)
(6634, 36, 15, 1, 495, 77, 1)
(6642, 20, 15, 2, 1416, 1413, 1)
(6669, 30, 10, 1, 486, 1150, 1)
(6676, 40, 15, 3, 1497, 1956, 1)
(6683, 30, 15, 1, 1676, 1188, 1)
(6685, 24, 12, 3, 1265, 1035, 1)
(6696, 24, 8, 2, 850, 757, 1)
(6703, 30, 8, 1, 95, 1131, 1)
(6717, 30, 15, 1, 394, 152, 1)
(6726, 30, 10, 2, 1150, 495, 1)
(6732, 24, 12, 3, 1767, 98, 1)
(6741, 40, 12, 3, 1413, 18, 1)
(6754, 20, 8, 3, 1035, 76, 1)
(6785, 30, 15, 4, 1973, 1191, 1)
(6788, 24, 8, 1, 98, 1024, 1)
(6814, 40, 12, 4, 1676, 858, 1)
(6816, 30, 15, 3, 579, 1112, 1)
(6849, 40, 8, 3, 1416, 137, 1)
(6850, 20, 10, 2, 1846, 1188, 1)
(6852, 36, 10, 3, 556, 61, 1)
(6865, 40, 10, 4, 1778, 1538, 1)
(6897, 24, 12, 3, 183, 1763, 1)
(6898, 20, 10, 2, 976, 183, 1)
(6901, 24, 15, 3, 1139, 431, 1)
(6905, 40, 8, 1, 1346, 1650, 1)
(6940, 30, 15, 4, 1413, 98, 1)
(6942, 40, 10, 1, 152, 1650, 1)
(6959, 24, 15, 1, 544, 1676, 1)
(6977, 20, 12, 3, 1188, 1820, 1)
(6998, 20, 8, 4, 1347, 555, 1)
