#(id,roadId,roadId,roadId,roadId)
(1020, 6028, -1, 6552, 6421)
(1034, -1, 6068, 5009, -1)
(1046, 6188, 6623, 6521, -1)
(1058, 5114, 6719, 5540, 6430)
(1061, 5847, 6531, 5640, -1)
(1069, 5326, 5475, 5000, 5632)
(1085, 6627, 5222, -1, -1)
(1105, 5000, 5822, 6612, 5255)
(1107, 6327, 5745, -1, 6909)
(1110, 5378, 5792, 6508, -1)
(1136, 5540, -1, -1, 6444)
(1159, 5090, 5026, -1, -1)
(1160, 6908, 5808, 5542, -1)
(1161, 6081, 5489, -1, 6719)
(1169, 5386, 5345, 6716, -1)
(1170, 6361, 6892, -1, 6058)
(1172, 6472, 5808, 5507, -1)
(1180, 5713, 6545, 6908, 5905)
(1189, 6421, 5289, 6048, -1)
(1195, 6328, -1, 6219, -1)
(1207, 6048, 5632, 5505, -1)
(1208, 5029, -1, 5266, 5683)
(1218, 5481, 5795, 6450, 5574)
(1239, 5739, -1, 5043, 6608)
(1243, 6805, 6236, 5644, 6054)
(1269, 5709, 6706, -1, 6262)
(1271, 5537, 5658, -1, 5181)
(1279, 5175, 6568, 6284, -1)
(1292, 5860, 6058, 5507, 6545)
(1325, 5897, 5953, 5459, -1)
(1330, -1, 5673, 6755, 5089)
(1344, 5905, 6219, 6586, 6733)
(1353, 6742, 5644, -1, 5953)
(1361, 5116, 6124, 5774, -1)
(1378, 5127, 6997, 6566, 5759)
(1425, 5542, 6152, 6258, 6200)
(1427, -1, 5660, 6796, 5860)
(1428, 6346, 5514, -1, 5831)
(1442, 6721, -1, 5658, 5707)
(1456, 6543, 6365, -1, -1)
(1471, 6047, 5822, 6644, 6689)
(1515, -1, 5453, 6478, 6892)
(1519, 6097, 5791, 6449, -1)
(1525, 6235, -1, -1, 5620)
(1540, 6530, 6258, 6810, 5675)
(1599, 6012, -1, 6450, 6755)
(1610, 6612, 6225, -1, 5489)
(1653, -1, 6650, 6039, 5746)
(1677, 5408, 6262, -1, 5892)
(1686, -1, 5574, 6328, 6200)
(1689, 6575, 6629, 5108, 5408)
(1692, 5129, 6508, 5921, -1)
(1709, 5378, 5774, 6073, 5885)
(1748, -1, 6065, 5247, 5456)
(1758, 6387, 6375, 5709, 5108)
(1764, -1, -1, 5689, 6097)
(1770, 5244, 6054, 6096, 5270)
(1779, 6369, 5090, 6970, 5114)
(1795, 6329, 6288, 5181, -1)
(1803, 5847, -1, 5477, 5469)
(1824, 6179, -1, 5739, 6575)
(1827, 6623, 5612, -1, 6235)
(1852, 5204, 6689, -1, 5707)
(1897, 5957, 6346, 5519, 5791)
(1901, 5675, 5691, 5857, 6375)
(1927, 6119, 5470, -1, 6939)
(1933, 6124, 6036, 6065, -1)
(1953, -1, 6841, 6540, 6502)
(1957, 5829, -1, -1, 5933)
(1968, -1, 6449, 5206, 5906)
(1981, 5345, 6566, 6502, -1)
(1982, 5339, 6807, 5673, -1)
(1984, -1, 5470, 6947, -1)
(1989, -1, 5526, 5244, -1)
