#(id,length,speed,channel,from,to,isDuplex)
(5477, 30, 10, 1, 156, 1803, 1)
(5481, 36, 15, 4, 1218, 115, 1)
(5489, 20, 10, 4, 1161, 1610, 1)
(5505, 20, 15, 1, 1207, 174, 1)
(5507, 24, 12, 2, 1292, 1172, 1)
(5514, 30, 12, 3, 1428, 176, 1)
(5519, 36, 12, 1, 120, 1897, 1)
(5526, 20, 10, 4, 1989, 456, 1)
(5535, 40, 8, 1, 859, 223, 1)
(5537, 40, 15, 2, 935, 1271, 1)
(5540, 40, 15, 1, 1058, 1136, 1)
(5542, 20, 10, 2, 1160, 1425, 1)
(5574, 40, 8, 4, 1218, 1686, 1)
(5593, 30, 8, 4, 496, 932, 1)
(5608, 24, 8, 1, 99, 398, 1)
(5610, 40, 12, 1, 130, 463, 1)
(5612, 24, 8, 4, 27, 1827, 1)
(5620, 40, 10, 1, 684, 1525, 1)
(5632, 30, 12, 4, 1207, 1069, 1)
(5640, 30, 15, 1, 1061, 6, 1)
(5644, 40, 8, 2, 1243, 1353, 1)
(5658, 30, 10, 4, 1442, 1271, 1)
(5660, 24, 15, 3, 454, 1427, 1)
(5673, 30, 12, 1, 1982, 1330, 1)
(5675, 40, 8, 4, 1540, 1901, 0)
(5680, 20, 12, 3, 238, 674, 1)
(5683, 36, 10, 1, 105, 1208, 1)
(5689, 20, 10, 3, 1764, 790, 1)
(5691, 30, 10, 3, 1901, 589, 1)
(5700, 40, 15, 1, 719, 1009, 1)
(5707, 20, 15, 3, 1852, 1442, 1)
(5709, 40, 12, 1, 1758, 1269, 1)
(5713, 20, 10, 1, 224, 1180, 1)
(5714, 40, 10, 3, 479, 841, 0)
(5731, 30, 15, 1, 48, 699, 1)
(5739, 30, 12, 2, 1239, 1824, 1)
(5742, 36, 15, 3, 303, 562, 1)
(5745, 40, 15, 3, 1107, 994, 1)
(5746, 36, 15, 4, 463, 1653, 1)
(5759, 36, 10, 3, 413, 1378, 1)
(5774, 36, 12, 1, 1709, 1361, 1)
(5791, 36, 8, 4, 1519, 1897, 1)
(5792, 24, 10, 2, 398, 1110, 0)
(5795, 36, 8, 4, 173, 1218, 1)
(5808, 40, 8, 2, 1160, 1172, 1)
(5822, 40, 15, 4, 1105, 1471, 1)
(5829, 20, 10, 3, 932, 1957, 1)
(5831, 40, 12, 1, 191, 1428, 1)
(5846, 40, 8, 2, 342, 859, 1)
(5847, 24, 8, 2, 1803, 1061, 1)
(5857, 24, 8, 1, 1901, 342, 1)
(5860, 36, 12, 2, 1427, 1292, 1)
(5882, 30, 12, 1, 841, 264, 1)
(5885, 24, 8, 3, 99, 1709, 1)
(5892, 30, 8, 2, 664, 1677, 1)
(5897, 36, 15, 1, 674, 1325, 1)
(5905, 24, 12, 1, 1344, 1180, 0)
(5906, 40, 12, 4, 58, 1968, 1)
(5911, 36, 8, 1, 58, 171, 1)
(5921, 24, 8, 3, 373, 1692, 1)
(5923, 20, 12, 4, 417, 562, 1)
(5933, 20, 10, 3, 104, 1957, 1)
(5940, 40, 15, 3, 506, 693, 1)
(5953, 20, 10, 3, 1353, 1325, 1)
(5957, 20, 10, 3, 1897, 790, 1)
(5984, 40, 12, 2, 706, 264, 1)
(5988, 40, 10, 3, 551, 223, 1)
(6001, 20, 15, 4, 6, 560, 1)
(6006, 24, 10, 3, 156, 199, 1)
(6012, 20, 15, 3, 868, 1599, 1)
(6028, 24, 8, 1, 932, 1020, 1)
(6036, 36, 12, 4, 1933, 48, 1)
(6039, 30, 15, 1, 6, 1653, 1)
(6047, 36, 12, 3, 1471, 179, 1)
(6048, 30, 8, 3, 1189, 1207, 1)
(6054, 20, 15, 1, 1770, 1243, 0)
(6058, 24, 12, 4, 1292, 1170, 1)
(6065, 20, 10, 4, 1748, 1933, 1)
(6068, 24, 12, 1, 1034, 111, 1)
(6073, 30, 10, 3, 277, 1709, 1)
(6081, 24, 12, 3, 174, 1161, 1)
(6089, 40, 8, 4, 199, 970, 1)
(6096, 40, 15, 3, 1770, 238, 1)
(6097, 30, 8, 2, 1519, 1764, 1)
(6119, 30, 10, 4, 1927, 199, 1)
(6124, 30, 10, 1, 1933, 1361, 1)
(6152, 30, 12, 2, 1425, 460, 1)
(6158, 36, 15, 1, 48, 719, 0)
(6179, 20, 12, 2, 1824, 664, 1)
(6188, 24, 8, 3, 141, 1046, 1)
(6200, 20, 12, 4, 1686, 1425, 1)
(6219, 40, 8, 1, 1344, 1195, 1)
(6225, 36, 15, 2, 1610, 179, 1)
(6234, 36, 8, 2, 264, 895, 1)
(6235, 36, 12, 3, 1827, 1525, 1)
(6236, 30, 8, 3, 1243, 141, 1)
(6258, 40, 15, 1, 1425, 1540, 1)
(6262, 40, 10, 1, 1677, 1269, 1)
(6284, 20, 10, 4, 1279, 303, 1)
(6288, 20, 12, 3, 740, 1795, 1)
(6325, 24, 12, 2, 1009, 238, 1)
(6327, 20, 8, 1, 699, 1107, 1)
(6328, 36, 10, 1, 1195, 1686, 1)
(6329, 36, 8, 1, 1795, 303, 1)
(6346, 36, 8, 3, 1897, 1428, 1)
(6361, 30, 8, 2, 268, 1170, 1)
(6365, 30, 12, 2, 1456, 224, 1)
(6369, 24, 10, 2, 264, 1779, 0)
(6375, 36, 15, 1, 1758, 1901, 1)
(6387, 40, 10, 3, 635, 1758, 1)
(6421, 36, 10, 1, 1020, 1189, 1)
(6430, 20, 8, 3, 895, 1058, 1)
(6433, 30, 12, 3, 693, 224, 1)
(6444, 24, 15, 3, 268, 1136, 1)
(6449, 40, 12, 2, 1968, 1519, 1)
(6450, 20, 10, 3, 1599, 1218, 1)
(6472, 20, 10, 2, 1172, 460, 1)
(6478, 36, 15, 4, 1515, 277, 1)
(6484, 20, 15, 3, 111, 373, 1)
(6502, 20, 15, 1, 1981, 1953, 1)
(6508, 40, 12, 2, 1110, 1692, 1)
(6510, 30, 10, 4, 790, 176, 1)
(6521, 30, 8, 4, 1046, 684, 1)
(6530, 40, 10, 4, 635, 1540, 1)
(6531, 36, 10, 4, 1061, 463, 1)
(6539, 30, 12, 3, 104, 706, 1)
(6540, 40, 10, 1, 22, 1953, 1)
(6543, 30, 8, 2, 1456, 454, 1)
(6545, 36, 8, 2, 1180, 1292, 1)
(6549, 30, 8, 2, 179, 111, 1)
(6552, 40, 15, 4, 1020, 58, 1)
(6566, 20, 10, 2, 1981, 1378, 1)
(6568, 24, 8, 2, 740, 1279, 1)
(6569, 30, 12, 4, 1009, 994, 1)
(6575, 24, 15, 1, 1824, 1689, 1)
(6583, 24, 10, 3, 413, 496, 1)
(6586, 24, 15, 3, 868, 1344, 1)
(6608, 20, 10, 1, 1239, 115, 1)
(6612, 40, 12, 1, 1105, 1610, 1)
(6623, 40, 8, 2, 1046, 1827, 1)
(6627, 40, 15, 2, 22, 1085, 1)
(6629, 20, 12, 4, 115, 1689, 1)
(6644, 36, 10, 4, 191, 1471, 1)
(6650, 36, 15, 1, 1653, 506, 1)
(6653, 30, 15, 3, 130, 22, 1)
(6661, 24, 10, 4, 634, 551, 0)
(6687, 36, 8, 4, 111, 740, 1)
(6689, 40, 12, 2, 1471, 1852, 1)
(6706, 30, 15, 3, 1269, 342, 1)
(6716, 20, 12, 2, 107, 1169, 1)
(6719, 36, 10, 4, 1058, 1161, 1)
(6721, 40, 15, 3, 176, 1442, 1)
(6722, 20, 8, 1, 589, 859, 1)
(6733, 40, 15, 3, 693, 1344, 1)
(6742, 40, 8, 2, 238, 1353, 1)
(6755, 36, 15, 3, 1330, 1599, 1)
(6794, 20, 12, 1, 417, 105, 1)
(6795, 24, 8, 4, 743, 634, 1)
(6796, 24, 12, 2, 1427, 268, 1)
(6805, 30, 12, 3, 456, 1243, 1)
(6807, 40, 10, 1, 1982, 868, 1)
(6810, 36, 12, 1, 1540, 743, 1)
(6828, 20, 10, 2, 935, 740, 1)
(6830, 40, 8, 4, 551, 699, 1)
(6841, 40, 12, 2, 1953, 569, 1)
(6864, 40, 12, 1, 456, 105, 0)
(6875, 20, 10, 3, 479, 706, 1)
(6892, 30, 10, 1, 1170, 1515, 1)
(6908, 36, 15, 2, 1180, 1160, 1)
(6909, 36, 12, 1, 223, 1107, 1)
(6939, 36, 8, 4, 1927, 107, 1)
(6947, 36, 8, 2, 1984, 156, 1)
(6970, 36, 15, 1, 1779, 174, 1)
(6997, 20, 10, 3, 1378, 479, 1)
