#(id,from,to,speed,planTime)
(10076, 6, 26, 4, 1)
(10077, 4, 26, 6, 1)
(10078, 32, 8, 2, 1)
(10079, 9, 32, 2, 1)
(10080, 16, 35, 6, 1)
(10081, 10, 30, 4, 1)
(10082, 19, 1, 2, 1)
(10083, 12, 32, 4, 1)
(10084, 28, 4, 6, 1)
(10085, 16, 35, 6, 1)
(10086, 16, 35, 2, 1)
(10087, 34, 10, 4, 1)
(10088, 23, 4, 6, 1)
(10089, 36, 7, 2, 1)
(10090, 12, 30, 6, 1)
(10091, 34, 9, 6, 1)
(10092, 3, 34, 6, 1)
(10093, 27, 6, 6, 1)
(10094, 31, 7, 2, 1)
(10095, 8, 33, 6, 1)
(10096, 16, 36, 6, 1)
(10097, 16, 34, 2, 1)
(10098, 27, 9, 4, 1)
(10099, 18, 36, 6, 1)
(10100, 21, 2, 6, 1)
(10101, 11, 30, 2, 1)
(10102, 29, 9, 4, 1)
(10103, 17, 35, 2, 1)
(10104, 32, 3, 4, 1)
(10105, 11, 32, 4, 1)
(10106, 10, 35, 6, 1)
(10107, 29, 6, 4, 1)
(10108, 19, 1, 6, 1)
(10109, 23, 1, 4, 1)
(10110, 26, 4, 4, 1)
(10111, 19, 1, 6, 1)
(10112, 20, 2, 4, 1)
(10113, 23, 1, 6, 1)
(10114, 31, 9, 6, 1)
(10115, 10, 30, 2, 1)
(10116, 9, 27, 2, 1)
(10117, 26, 2, 2, 1)
(10118, 25, 2, 6, 1)
(10119, 23, 5, 6, 1)
(10120, 20, 1, 6, 1)
(10121, 26, 8, 6, 1)
(10122, 29, 4, 2, 1)
(10123, 4, 33, 2, 1)
(10124, 21, 3, 6, 1)
(10125, 13, 32, 4, 1)
(10126, 6, 34, 2, 1)
(10127, 24, 4, 2, 1)
(10128, 17, 35, 6, 1)
(10129, 5, 26, 2, 1)
(10130, 21, 3, 4, 1)
(10131, 1, 31, 6, 1)
(10132, 23, 2, 6, 1)
(10133, 33, 5, 2, 1)
(10134, 16, 36, 4, 1)
(10135, 25, 7, 6, 1)
(10136, 19, 1, 2, 1)
(10137, 6, 30, 2, 1)
(10138, 6, 33, 2, 1)
(10139, 7, 25, 6, 1)
(10140, 3, 27, 6, 1)
(10141, 34, 15, 6, 1)
(10142, 7, 30, 6, 1)
(10143, 7, 25, 2, 1)
(10144, 4, 36, 2, 1)
(10145, 15, 36, 2, 1)
(10146, 1, 27, 6, 1)
(10147, 22, 4, 4, 1)
(10148, 3, 23, 4, 1)
(10149, 20, 2, 4, 1)
(10150, 7, 26, 6, 1)
(10151, 21, 1, 2, 1)
(10152, 5, 27, 6, 1)
(10153, 24, 4, 2, 1)
(10154, 26, 4, 2, 1)
(10155, 21, 3, 6, 1)
(10156, 21, 2, 4, 1)
(10157, 3, 23, 6, 1)
(10158, 11, 32, 4, 1)
(10159, 27, 1, 6, 1)
(10160, 14, 34, 2, 1)
(10161, 8, 30, 4, 1)
(10162, 21, 1, 6, 1)
(10163, 29, 1, 6, 1)
(10164, 31, 7, 4, 1)
(10165, 35, 14, 6, 1)
(10166, 8, 31, 2, 1)
(10167, 4, 24, 6, 1)
(10168, 5, 26, 4, 1)
(10169, 33, 9, 2, 1)
(10170, 10, 34, 4, 1)
(10171, 6, 28, 2, 1)
(10172, 21, 3, 4, 1)
(10173, 25, 3, 6, 1)
(10174, 8, 29, 2, 1)
(10175, 28, 2, 4, 1)
(10176, 9, 34, 4, 1)
(10177, 18, 36, 4, 1)
(10178, 20, 2, 2, 1)
(10179, 7, 26, 4, 1)
(10180, 32, 2, 2, 1)
(10181, 3, 23, 4, 1)
(10182, 4, 32, 6, 1)
(10183, 22, 4, 4, 1)
(10184, 31, 7, 4, 1)
(10185, 14, 33, 2, 1)
(10186, 34, 13, 6, 1)
(10187, 14, 34, 4, 1)
(10188, 12, 34, 4, 1)
(10189, 16, 34, 6, 1)
(10190, 30, 5, 2, 1)
(10191, 14, 34, 2, 1)
(10192, 7, 31, 2, 1)
(10193, 25, 1, 4, 1)
(10194, 23, 5, 2, 1)
(10195, 15, 35, 2, 1)
(10196, 6, 33, 4, 1)
(10197, 21, 1, 4, 1)
(10198, 36, 12, 2, 1)
(10199, 31, 4, 2, 1)
(10200, 5, 26, 2, 1)
(10201, 21, 2, 4, 1)
(10202, 15, 36, 4, 1)
(10203, 13, 35, 6, 1)
(10204, 11, 35, 4, 1)
(10205, 9, 29, 2, 1)
(10206, 6, 32, 6, 1)
(10207, 34, 4, 6, 1)
(10208, 28, 5, 6, 1)
(10209, 32, 12, 4, 1)
(10210, 23, 3, 4, 1)
(10211, 8, 28, 2, 1)
(10212, 23, 2, 2, 1)
(10213, 28, 3, 4, 1)
(10214, 34, 1, 6, 1)
(10215, 27, 7, 4, 1)
(10216, 21, 3, 6, 1)
(10217, 13, 35, 6, 1)
(10218, 7, 33, 4, 1)
(10219, 32, 13, 4, 1)
(10220, 15, 35, 4, 1)
(10221, 3, 35, 6, 1)
(10222, 28, 8, 6, 1)
(10223, 5, 27, 4, 1)
(10224, 17, 36, 2, 1)
(10225, 36, 5, 6, 1)
(10226, 13, 36, 4, 1)
(10227, 17, 35, 2, 1)
(10228, 16, 36, 6, 1)
(10229, 1, 27, 2, 1)
(10230, 7, 36, 6, 1)
(10231, 32, 9, 2, 1)
(10232, 14, 35, 2, 1)
(10233, 15, 34, 2, 1)
(10234, 17, 36, 2, 1)
(10235, 19, 1, 6, 1)
(10236, 3, 27, 4, 1)
(10237, 17, 35, 6, 1)
(10238, 35, 12, 4, 1)
(10239, 2, 35, 6, 1)
(10240, 31, 10, 2, 1)
(10241, 2, 35, 4, 1)
(10242, 3, 23, 6, 1)
(10243, 20, 2, 4, 1)
(10244, 19, 1, 6, 1)
(10245, 14, 33, 4, 1)
(10246, 21, 1, 6, 1)
(10247, 7, 27, 2, 1)
(10248, 4, 31, 2, 1)
(10249, 20, 2, 6, 1)
(10250, 20, 2, 2, 1)
(10251, 24, 3, 2, 1)
(10252, 12, 34, 2, 1)
(10253, 21, 2, 6, 1)
(10254, 23, 1, 4, 1)
(10255, 35, 12, 2, 1)
(10256, 30, 10, 6, 1)
(10257, 7, 32, 4, 1)
(10258, 14, 35, 4, 1)
(10259, 14, 35, 2, 1)
(10260, 9, 31, 2, 1)
(10261, 7, 26, 4, 1)
(10262, 2, 34, 6, 1)
(10263, 12, 31, 6, 1)
(10264, 19, 1, 6, 1)
(10265, 34, 5, 2, 1)
(10266, 33, 2, 6, 1)
(10267, 4, 28, 6, 1)
(10268, 30, 5, 4, 1)
(10269, 27, 6, 2, 1)
(10270, 22, 2, 6, 1)
(10271, 13, 36, 2, 1)
(10272, 33, 15, 2, 1)
(10273, 3, 34, 4, 1)
(10274, 21, 2, 2, 1)
(10275, 32, 8, 2, 1)
(10276, 9, 36, 4, 1)
(10277, 4, 35, 2, 1)
(10278, 35, 9, 4, 1)
(10279, 20, 2, 4, 1)
(10280, 12, 35, 6, 1)
(10281, 9, 36, 6, 1)
(10282, 25, 6, 4, 1)
(10283, 9, 29, 6, 1)
(10284, 10, 29, 6, 1)
(10285, 23, 1, 4, 1)
(10286, 13, 32, 2, 1)
(10287, 35, 3, 4, 1)
(10288, 14, 36, 2, 1)
(10289, 14, 34, 4, 1)
(10290, 11, 35, 4, 1)
(10291, 22, 3, 6, 1)
(10292, 5, 27, 6, 1)
(10293, 32, 8, 4, 1)
(10294, 31, 7, 4, 1)
(10295, 26, 3, 6, 1)
(10296, 30, 11, 6, 1)
(10297, 24, 4, 6, 1)
(10298, 14, 35, 6, 1)
(10299, 7, 30, 6, 1)
(10300, 32, 13, 6, 1)
(10301, 34, 10, 6, 1)
(10302, 12, 33, 4, 1)
(10303, 35, 8, 6, 1)
(10304, 1, 33, 6, 1)
(10305, 26, 6, 6, 1)
(10306, 6, 29, 2, 1)
(10307, 22, 3, 6, 1)
(10308, 33, 7, 6, 1)
(10309, 15, 36, 4, 1)
(10310, 27, 5, 2, 1)
(10311, 9, 28, 6, 1)
(10312, 5, 28, 6, 1)
(10313, 19, 1, 2, 1)
(10314, 4, 34, 4, 1)
(10315, 5, 24, 4, 1)
(10316, 33, 3, 4, 1)
(10317, 28, 8, 6, 1)
(10318, 26, 6, 4, 1)
(10319, 20, 2, 6, 1)
(10320, 5, 34, 4, 1)
(10321, 16, 34, 4, 1)
(10322, 25, 2, 6, 1)
(10323, 35, 3, 4, 1)
(10324, 16, 34, 4, 1)
(10325, 27, 5, 4, 1)
(10326, 12, 35, 2, 1)
(10327, 31, 12, 4, 1)
(10328, 32, 12, 6, 1)
(10329, 6, 32, 2, 1)
(10330, 10, 33, 6, 1)
(10331, 36, 2, 6, 1)
(10332, 33, 10, 2, 1)
(10333, 11, 34, 4, 1)
(10334, 10, 34, 2, 1)
(10335, 11, 29, 6, 1)
(10336, 18, 36, 4, 1)
(10337, 11, 35, 4, 1)
(10338, 7, 34, 2, 1)
(10339, 10, 32, 4, 1)
(10340, 27, 1, 4, 1)
(10341, 36, 18, 2, 1)
(10342, 35, 6, 4, 1)
(10343, 5, 29, 4, 1)
(10344, 27, 8, 6, 1)
(10345, 2, 28, 2, 1)
(10346, 7, 29, 6, 1)
(10347, 12, 33, 2, 1)
(10348, 14, 35, 2, 1)
(10349, 29, 7, 6, 1)
(10350, 6, 29, 2, 1)
(10351, 36, 6, 2, 1)
(10352, 36, 6, 2, 1)
(10353, 3, 32, 2, 1)
(10354, 28, 10, 2, 1)
(10355, 18, 36, 6, 1)
(10356, 11, 36, 4, 1)
(10357, 12, 33, 6, 1)
(10358, 35, 13, 4, 1)
(10359, 9, 35, 4, 1)
(10360, 25, 6, 2, 1)
(10361, 18, 36, 6, 1)
(10362, 10, 28, 4, 1)
(10363, 24, 3, 6, 1)
(10364, 21, 2, 6, 1)
(10365, 14, 32, 6, 1)
(10366, 36, 3, 4, 1)
(10367, 21, 1, 2, 1)
(10368, 21, 3, 2, 1)
(10369, 9, 33, 2, 1)
(10370, 1, 19, 6, 1)
(10371, 1, 33, 4, 1)
(10372, 9, 28, 6, 1)
(10373, 26, 5, 4, 1)
(10374, 25, 7, 4, 1)
(10375, 28, 3, 4, 1)
(10376, 10, 36, 2, 1)
(10377, 23, 4, 2, 1)
(10378, 34, 3, 6, 1)
(10379, 29, 9, 6, 1)
(10380, 31, 10, 4, 1)
(10381, 9, 29, 6, 1)
(10382, 29, 8, 4, 1)
(10383, 18, 36, 2, 1)
(10384, 11, 32, 2, 1)
(10385, 18, 36, 2, 1)
(10386, 30, 7, 6, 1)
(10387, 31, 10, 4, 1)
(10388, 1, 28, 6, 1)
(10389, 27, 1, 6, 1)
(10390, 29, 1, 6, 1)
(10391, 5, 31, 6, 1)
(10392, 20, 2, 4, 1)
(10393, 3, 31, 2, 1)
(10394, 1, 30, 4, 1)
(10395, 29, 11, 2, 1)
(10396, 33, 5, 6, 1)
(10397, 33, 5, 4, 1)
(10398, 32, 1, 4, 1)
(10399, 10, 30, 2, 1)
(10400, 18, 36, 2, 1)
(10401, 36, 15, 2, 1)
(10402, 32, 11, 6, 1)
(10403, 14, 33, 6, 1)
(10404, 22, 1, 6, 1)
(10405, 32, 14, 2, 1)
(10406, 23, 2, 6, 1)
(10407, 6, 30, 4, 1)
(10408, 14, 32, 2, 1)
(10409, 29, 4, 4, 1)
(10410, 7, 31, 6, 1)
(10411, 22, 3, 2, 1)
(10412, 25, 2, 6, 1)
(10413, 34, 12, 2, 1)
(10414, 27, 9, 2, 1)
(10415, 33, 13, 6, 1)
(10416, 1, 32, 4, 1)
(10417, 5, 29, 2, 1)
(10418, 15, 33, 2, 1)
(10419, 35, 5, 2, 1)
(10420, 23, 4, 2, 1)
(10421, 21, 1, 2, 1)
(10422, 30, 7, 6, 1)
(10423, 8, 33, 4, 1)
(10424, 31, 6, 4, 1)
(10425, 6, 28, 2, 1)
(10426, 4, 31, 4, 1)
(10427, 31, 6, 4, 1)
(10428, 26, 1, 4, 1)
(10429, 26, 4, 2, 1)
(10430, 31, 9, 4, 1)
(10431, 2, 33, 4, 1)
(10432, 20, 2, 4, 1)
(10433, 6, 26, 4, 1)
(10434, 10, 32, 2, 1)
(10435, 2, 23, 4, 1)
(10436, 10, 30, 2, 1)
(10437, 17, 36, 4, 1)
(10438, 20, 1, 2, 1)
(10439, 29, 2, 4, 1)
(10440, 18, 36, 6, 1)
(10441, 11, 30, 4, 1)
(10442, 1, 33, 6, 1)
(10443, 11, 31, 4, 1)
(10444, 20, 2, 4, 1)
(10445, 27, 5, 2, 1)
(10446, 30, 1, 4, 1)
(10447, 23, 2, 2, 1)
(10448, 25, 4, 4, 1)
(10449, 35, 7, 6, 1)
(10450, 11, 36, 2, 1)
(10451, 16, 35, 2, 1)
(10452, 15, 36, 6, 1)
(10453, 21, 2, 2, 1)
(10454, 5, 31, 6, 1)
(10455, 9, 31, 2, 1)
(10456, 33, 13, 4, 1)
(10457, 12, 32, 4, 1)
(10458, 27, 3, 2, 1)
(10459, 24, 1, 6, 1)
(10460, 24, 2, 2, 1)
(10461, 5, 31, 4, 1)
(10462, 15, 33, 4, 1)
(10463, 10, 36, 4, 1)
(10464, 2, 29, 4, 1)
(10465, 16, 35, 6, 1)
(10466, 16, 36, 4, 1)
(10467, 18, 36, 2, 1)
(10468, 5, 28, 4, 1)
(10469, 24, 3, 6, 1)
(10470, 22, 1, 4, 1)
(10471, 32, 1, 6, 1)
(10472, 16, 34, 2, 1)
(10473, 16, 36, 2, 1)
(10474, 8, 29, 2, 1)
(10475, 29, 5, 6, 1)
(10476, 32, 2, 6, 1)
(10477, 26, 5, 2, 1)
(10478, 2, 22, 2, 1)
(10479, 32, 7, 4, 1)
(10480, 10, 34, 2, 1)
(10481, 21, 1, 6, 1)
(10482, 20, 1, 6, 1)
(10483, 8, 36, 4, 1)
(10484, 32, 14, 4, 1)
(10485, 14, 34, 2, 1)
(10486, 6, 30, 6, 1)
(10487, 18, 36, 2, 1)
(10488, 13, 31, 2, 1)
(10489, 14, 33, 4, 1)
(10490, 17, 35, 4, 1)
(10491, 36, 18, 2, 1)
(10492, 28, 6, 6, 1)
(10493, 33, 2, 6, 1)
(10494, 7, 28, 2, 1)
(10495, 18, 36, 2, 1)
(10496, 35, 7, 2, 1)
(10497, 17, 36, 4, 1)
(10498, 30, 3, 4, 1)
(10499, 34, 9, 2, 1)
(10500, 31, 13, 4, 1)
(10501, 31, 10, 2, 1)
(10502, 21, 3, 6, 1)
(10503, 9, 35, 4, 1)
(10504, 18, 36, 2, 1)
(10505, 6, 36, 6, 1)
(10506, 11, 30, 2, 1)
(10507, 21, 2, 2, 1)
(10508, 26, 5, 6, 1)
(10509, 13, 31, 2, 1)
(10510, 15, 35, 2, 1)
(10511, 33, 3, 4, 1)
